id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h-1	100uM-K99A-24h-1	10uM-K99A-24h-1	10uM-PCC-24h-1	No-Peptide-24h-1	0-1uM-PCC-24h-MEKi	0-1uM-PCC-24h-2	100uM-K99A-24h-MEKi	100uM-K99A-24h-2	10uM-K99A-24h-MEKi	10uM-K99A-24h-2	10uM-PCC-24h-MEKi	10uM-PCC-24h-2	No-Peptide-24h-MEKi	No-Peptide-24h-2	No-Peptide-24h	No-Peptide-24h-std	10uM-K99A-24h	10uM-K99A-24h-std	100uM-K99A-24h	100uM-K99A-24h-std	0-1uM-PCC-24h	0-1uM-PCC-24h-std	10uM-PCC-24h	10uM-PCC-24h-std	gene_name	pc1	pc2
NM_145429	chr11	70432580	70440828	+	1938.0	1	Arrb2|AI326910|AW122872|DN-491F10.4|11 B3|11 42.99 cM|protein-coding	38.383	54.36600000000001	71.985	42.096	148.189	38.762	51.244	76.547	52.75	151.619	131.238	39.5	38.6	197.512	170.94400000000005	159.56650000000005	16.090214805899812	101.6115	41.898198105646465	53.55800000000001	1.142684558397182	44.81350000000001	9.094100312840142	40.348	2.4720453070282327	Arrb2	-0.006163958938700294	0.007676754374917583
NM_016784	chr3	83055538	83072291	+	1754.0	1	Plrg1|AA958940|C80566|Tango4|-|3 E3|3|protein-coding	68.357	61.464	51.742	64.227	24.671	34.825	35.173	29.129	35.354	17.375999999999998	19.023	38.82	41.756	11.794	16.963	20.816999999999997	5.450379069385908	35.3825	23.13582677364265	48.409	18.462558056780768	51.765	23.464631426894396	52.9915	15.88939648004292	Plrg1	0.0016653700553217515	-0.001048957900857281
NM_028696	chr1	51469488	51478399	-	2830.0	1	Nabp1|4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2|-|1|1 C1|protein-coding	91.931	120.389	89.92	94.743	30.252	74.20100000000002	80.835	72.88600000000002	82.25299999999999	33.39	45.111	79.645	78.55	25.805	25.253	27.7525	3.5348267991515594	67.5155	31.684747758188013	101.321	26.96622420733017	86.383	7.846056844045918	86.6465	11.450180107753694	Nabp1	0.0032039279477370885	-0.01712037699652226
NM_001081090	chr2	140119881	140170558	-	3376.0	1	Esf1|2610101J03Rik|ABTAP|AW545818|C79684|RP23-324H1.4|2|2 G3|protein-coding	45.471	42.613	27.827	44.371	12.755999999999998	31.427	27.467	18.177	27.598000000000006	7.465	11.499	29.707	30.346	5.869	6.237	9.4965	4.609629106555102	19.663	11.545639523213945	35.1055	10.617208319516024	36.469	12.730750488482606	37.3585	9.917172606141339	Esf1	0.0015057222632005125	0.00033666708448562273
NM_020260	chr16	38598343	38713035	-	7708.0	1	Arhgap31|5830477L08Rik|AU041750|Cdgap|D330026I07Rik|RP24-196O13.1|16|16 B4|protein-coding	6.682	7.467	9.164	7.354	17.358	11.906	13.592	19.191	12.988	24.679	24.378	11.468	9.175	26.305	26.129	21.7435	6.202033577787208	16.771	10.757922568972127	10.2275	3.9039365389309335	10.137	4.8861078579990425	8.2645	1.287641448540711	Arhgap31	-0.0006889949344668205	-0.00020473379077270913
NM_019776	chr6	28480348	28888832	+	3456.0	1	Snd1|AL033314|Tudor-SN|-|6 A3.3|6|protein-coding	63.868	55.837	40.509	64.608	33.928000000000004	55.826	50.13800000000001	42.57899999999999	49.845	23.686	27.974	56.198	61.051	19.797	28.387	31.1575	3.9180786745546734	34.2415	8.863583502173347	52.841	4.23698383286981	57.003	9.708576105691336	62.8295	2.515178820680435	Snd1	0.0016484102924445047	0.0077635314438235575
NM_013595	chr10	80392541	80399479	-	1580.0	1	Mbd3|AI181826|AU019209|-|10 C1|10 39.72 cM|protein-coding	98.881	81.939	65.931	92.658	53.27	51.399	53.778	44.496	48.65	26.832	27.425	62.07899999999999	69.514	25.516	24.086	38.678000000000004	20.63620430214823	46.678000000000004	27.22785371636921	65.2945	23.538877638918947	76.3295	31.89263715185686	81.08599999999998	16.365279343781538	Mbd3	0.002171993947041175	0.008713098782666486
NM_001081005	chr2	167062934	167065862	+	731.0	1	1500012F01Rik|Zfas1|-|2 H3|2|protein-coding	216.304	206.24400000000003	160.911	177.19099999999997	61.31800000000001	97.129	83.367	64.116	80.51100000000002	26.281	34.386	95.742	123.154	19.605	24.746	43.032	25.860309201554408	97.6485	89.46668548962793	143.37750000000003	88.90665691892822	149.8355	94.00065417059606	150.1725	38.20992913497749	1500012F01Rik	0.00563888728054351	-0.009641316590398626
NM_001047159	chr13	3882018	3893581	-	3862.0	1	Net1|Net1a|mNET1|-|13 A1|13|protein-coding	11.568	8.283999999999999	6.269	11.666	7.47	10.124	8.182	7.653	8.618	6.5760000000000005	4.801	10.289	10.837	5.647	8.498	7.984	0.7269057710597587	5.535	1.038032754781851	8.451	0.23617366491625444	9.875	2.3942635610976546	11.2515	0.5861915216036117	Net1	0.00017314226918439872	0.003120037999934336
NM_024434	chr5	45493374	45512691	+	2252.0	1	Lap3|2410015L10Rik|AA410100|LAP-3|Lap|Lapep|Pep-7|Pep-S|Pep7|Peps|-|5 B3|5 24.98 cM|protein-coding	41.35	30.426	21.085	38.938	8.724	24.96	22.718000000000004	14.937	19.537	5.061	7.86	25.91	30.063	2.684	4.367	6.5455000000000005	3.0808642456297863	14.4725	9.351487181192091	24.9815	7.699685740340335	32.034000000000006	13.17481354706773	34.5005	6.275572683030647	Lap3	0.001416364856860606	0.0037330452664444988
NM_009687	chr14	50924949	50927188	+	1300.0	1	Apex1|APE|Apex|HAP1|Ref-1|-|14 C3|14 26.3 cM|protein-coding	231.75	192.985	130.594	179.40099999999995	35.951	95.891	88.185	56.895	89.111	20.188	32.493	81.839	109.579	10.928	14.713	25.331999999999997	15.017533818839894	81.5435	69.3678823411815	141.048	73.45000978897146	159.9675	101.5157850410467	144.48999999999995	49.37160967600714	Apex1	0.006689001861285506	-0.006947938463145023
NM_172660	chr2	30173447	30178459	-	1824.0	1	D2Wsu81e|9930028P05|AL033358|RP23-315H12.4|2 B|2 21.29 cM|protein-coding	36.6	25.303	20.876	31.0	13.889	19.431	19.438	12.385	16.516	8.818999999999997	8.698	15.995	22.884	6.0470000000000015	6.151	10.02	5.47159227282151	14.787	8.611146381289775	20.9095	6.2133472862861785	28.019000000000002	12.135366578723536	26.941999999999997	5.738878636110015	D2Wsu81e	0.0009016258455027054	0.002641526671104258
NM_133198	chr12	70190815	70227683	-	2799.0	1	Pygl|-|-|12 C2|12 29.01 cM|protein-coding	18.027	39.503	53.62600000000001	9.772	150.518	31.874	51.306	117.366	50.93	223.755	207.933	19.399	12.294	280.79	258.35	204.43400000000003	76.24873842890774	130.77949999999998	109.11152608455264	45.2165	8.080109188618719	34.6665	23.53180657110713	11.033	1.7833233021524628	Pygl	-0.009828388600155138	-0.0033494876411289637
NM_145824	chr8	105768308	105827350	-	5292.0	1	Ranbp10|4432417N03Rik|-|8 D3|8|protein-coding	8.861	8.632	15.689	8.889	27.1	11.685	12.324000000000002	15.705	12.09	21.179	20.48	11.161	11.091	21.394	19.435	23.2675	5.419973477794915	18.0845	3.38774858866478	10.360999999999999	2.445175249343081	10.5925	2.448710783249014	9.989999999999998	1.5570491321727824	Ranbp10	-0.0007187856782635862	0.000286964769826917
NM_026744	chr6	83109108	83109932	+	615.0	1	Mrpl53|1110007K17Rik|-|6|6 D1|protein-coding	39.591	32.648	30.192	41.183	22.949	22.071	13.839	13.732	12.793	7.836	9.029	17.925	27.839	7.599	9.242	16.0955	9.692312649724004	19.6105	14.964500810250904	22.7205	14.039605140458915	26.715	18.209413829115967	34.510999999999996	9.435632888153263	Mrpl53	0.0007690147669451592	0.004472907077744596
NM_018797	chr10	94790866	94944578	-	7013.0	1	Plxnc1|2510048K12Rik|AW742158|CD232|Vespr|-|10|10 C3|protein-coding	5.39	6.857	7.372000000000001	5.688	18.975	8.652000000000001	10.145	19.257	10.267	26.66	23.902	8.408	5.457000000000002	34.012	40.368	29.6715	15.127135369923813	15.637	11.688475093013633	8.562000000000001	2.411234123846129	7.7675	3.3622927445420294	5.5725	0.16334166645412884	Plxnc1	-0.0011827943326506096	0.0032164268220738605
NM_207682	chr4	149176321	149307698	-	10050.0	1	Kif1b|A530096N05Rik|AI448212|AI506502|D4Mil1e|KIF1Bp130|KIF1Bp204|RP23-249G3.1|4 E|4 79.05 cM|protein-coding	4.966	7.112	12.827	5.26	12.912	6.511	7.772	11.267	8.946	11.793	13.857	5.765	6.997999999999998	11.731	11.783	12.3475	0.7983235559596397	13.342	0.7283199846221258	8.029	1.2968338366961314	6.369	1.984141628009453	6.129	1.2289515857022204	Kif1b	-0.00036529511930215476	-0.0027177034893035934
NM_001159626	chr17	24850667	24864450	+	1090.0	1	Hagh|BC019817|Glo-2|Glo2|Rsp29|-|17 A3.3|17 12.53 cM|protein-coding	13.918	15.453	13.621	17.567999999999998	7.636	13.73	12.079	10.524	10.875	5.377000000000002	6.959	12.371	13.140999999999998	3.373	7.6179999999999986	7.627000000000001	0.012727922062038051	10.29	4.710745376264773	13.164000000000001	3.2371348442720134	12.9985	1.3003693706020456	15.354499999999998	3.1303617203128487	Hagh	0.00035952194530088815	0.0003975157981801604
NM_008013	chr5	21372673	21378386	+	3765.0	1	Fgl2|AI385601|musfiblp|-|5 A3|5 9.83 cM|protein-coding	5.532	8.266	5.832999999999998	6.457999999999998	11.658	11.725	13.289	15.776	12.772	16.398	19.384	10.636	10.18	18.834	24.023000000000003	17.840500000000006	8.743375349371659	12.6085	9.582003991858908	10.519	3.186223156026583	9.4105	5.485027301664051	8.318999999999999	2.631851439576333	Fgl2	-0.0004539199772856016	0.0007988210554505912
NM_001163572	chr13	41606216	41641357	+	7165.0	1	Tmem170b|EG621976|-|13 A4|13|protein-coding	3.58	3.909	4.681	3.323	6.71	6.047999999999999	6.4910000000000005	8.123	6.567	16.387999999999998	16.475	5.553	4.5760000000000005	21.55	18.576	12.642999999999999	8.390529065559571	10.578	8.339617377314141	5.238	1.879489824393848	5.035500000000001	2.0583878400340367	3.949500000000001	0.8860047968267417	Tmem170b	-0.0004635238487093472	-0.00094384245346805
NM_053266	chr5	134184038	134218143	+	3450.0	1	Gtf2ird2|1700012P16Rik|-|5 G2|5|protein-coding	7.75	6.7	8.512	6.545	13.876	5.683	6.978	8.078	7.367000000000001	15.535	13.451	6.747000000000001	6.8279999999999985	14.666	14.283	14.0795	0.2877924599429512	10.9815	3.492400392280352	7.0335	0.4716402230514366	7.364	0.5458864350760089	6.6865	0.20011121907581192	Gtf2ird2	-0.0003887840282734983	0.0003063259058607516
NM_019703	chr13	6579874	6648771	-	4009.0	1	Pfkp|1200015H23Rik|9330125N24Rik|ATP-PFK|PFK-C|PFK-P|-|13 A1|13|protein-coding	31.977	25.012	18.057	44.63800000000001	16.468	32.238	24.749	16.500999999999998	25.642	12.086	12.255999999999998	38.151	38.073	11.237	14.498	15.482999999999999	1.3930003589374778	15.1565	4.101926437663157	25.327	0.4454772721473747	28.363000000000003	5.110967814416375	41.355500000000006	4.642156018489632	Pfkp	0.0011293845686387138	0.00956150298217593
NM_013559	chr5	149616845	149636315	-	3458.0	1	Hsph1|105kDa|AI790491|Hsp105|Hsp110|hsp-E7I|-|5 G3|5 89.18 cM|protein-coding	153.61	126.074	87.913	145.754	18.793	92.48	77.197	53.727	78.242	18.889	25.922	93.486	99.379	8.793	12.749	15.770999999999999	4.273753385491489	56.9175	43.83425647253527	102.15799999999999	33.82233155771492	115.4035	54.03215047080766	122.5665	32.79207697752609	Hsph1	0.0055078343493158545	0.002595790275064372
NM_001290681	chr11	32001277	32059211	+	2145.0	1	Nsg2|-|RP23-71G18.1|11 A4|11|protein-coding	4.923	9.121	16.074	2.577	21.909	3.813	4.647	8.235	5.14	6.9529999999999985	9.292	2.892	2.687	7.901	6.636	14.2725	10.799641869062148	12.683	4.7955981900071665	7.1305	2.8149920959036487	4.785	0.195161471607492	2.632	0.07778174593053236	Nsg2	-0.0005874146695649149	-0.002763026087563874
NM_008139	chr19	16132831	16387453	+	5625.0	1	Gnaq|1110005L02Rik|6230401I02Rik|AA408290|AW060788|Dsk1|Dsk10|Galphaq|Gq|GqI|-|19 A|19 11.01 cM|protein-coding	3.196	3.4360000000000004	3.919	3.77	7.05	6.042999999999998	6.069	8.282	6.589	13.36	15.513	5.414	4.4060000000000015	17.180999999999994	16.782	11.915999999999999	6.881563194507476	9.716000000000001	8.198196021076834	5.0125	2.2295076810811816	4.6325	2.03151778234895	4.088	0.4497199128346491	Gnaq	-0.0004234873805061507	-0.0005971050581873155
NM_010745	chr13	37345345	37419036	+	990.0	1	Ly86|MD-1|MD1|-|13 A3.3|13|protein-coding	5.207000000000002	8.607000000000001	7.188	4.927	27.051	8.555	10.259	16.421	8.209	16.972	13.772	10.255	8.082	13.092	18.022	22.5365	6.3844671273333455	10.48	4.655591047332226	8.408000000000001	0.281428498912212	7.733	3.5723034585544378	6.5045	2.230921894643561	Ly86	-0.0007513399672907607	0.004023850538548835
NM_001291020	chr2	129592839	129632228	+	3821.0	1	Sirpa|AI835480|Bit|CD172a|P84|Ptpns1|SHP-1|SHPS-1|SIRP|RP23-37B4.2|2 F3|2 63.19 cM|protein-coding	7.612	14.422	17.843	6.732	62.835	20.981	27.222	57.795	28.949	95.631	76.035	18.223	13.808	107.565	112.624	87.7295	35.20613952849697	46.93899999999999	41.14795781080757	21.6855	10.272140210296971	17.416999999999998	13.866363979068199	10.27	5.003487583676011	Sirpa	-0.0038403571950992154	0.006856546301439839
NM_172659	chr2	27021365	27027998	-	2124.0	1	Slc2a6|A330096C23|F630103L12Rik|Glut6|Glut9|RP23-449M10.2|2 A3|2|protein-coding	6.057	7.466	5.026	8.062999999999999	13.071	13.246	11.335	13.916	10.991	16.894000000000002	13.165	12.746	10.432	20.272	25.457	19.264	8.758224591776576	9.0955	5.7551420920773095	9.2285	2.4925514036825707	8.696000000000002	3.732109591102597	9.2475	1.6751359646309505	Slc2a6	-0.0004706632057823094	0.004527308235575649
NM_009911	chr1	128588199	128592299	-	1810.0	1	Cxcr4|CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo|-|1 E4|1 56.43 cM|protein-coding	31.049	42.258	61.756	27.108	180.234	44.483	61.103	96.23	60.885	201.235	182.4	40.678	37.651	256.475	243.597	211.9155	44.80440697632328	122.07799999999999	85.30819050946981	51.5715	13.171278013161825	46.076	21.25138720178049	32.3795	7.455026794049755	Cxcr4	-0.00912477362084034	0.01430449151912433
NM_145227	chr5	120730333	120749848	-	3851.0	1	Oas2|Oasl11|-|5 F|5 60.64 cM|protein-coding	2.503	2.018	3.717	0.882	9.894	3.766	5.324	5.665	4.852	8.185	7.428	2.729	2.005	11.326	11.550999999999998	10.7225	1.1716759364260878	5.5725	2.62407326498328	3.4350000000000005	2.003940617882675	3.9135	1.9947482297272507	1.4435	0.7940809152724925	Oas2	-0.000417691243603317	0.0010122481653601727
NM_008052	chr5	120680264	120711669	-	3703.0	1	Dtx1|Fxit1|mKIAA4160|-|5 F|5 60.64 cM|protein-coding	6.134	9.918	9.819	6.03	15.232	7.034	7.1370000000000005	12.22	7.185	10.112	10.015	5.954	5.772	10.87	13.173	14.2025	1.4559328624630936	9.917	0.13859292911263665	8.551499999999999	1.9325228329828417	6.6355	0.7092281015300992	5.901	0.18243354954612875	Dtx1	-0.00039388667317283597	0.00027967563613854723
NM_146008	chr10	84576947	84614355	+	2388.0	1	Tcp11l2|E430026E19Rik|-|10 C1|10|protein-coding	10.021	12.488	27.112	7.535	59.515	13.943	19.219	31.651	17.730999999999995	59.478	59.233	12.174	10.965	71.835	65.505	62.51	4.235569619307438	43.1725	22.712976918493094	15.1095	3.7073608537610703	14.62	6.503968173353862	9.25	2.42537625946986	Tcp11l2	-0.002790631143264843	-0.0007288944305756237
NM_008565	chr16	15623897	15637400	-	3571.0	1	Mcm4|19G|AI325074|AU045576|Cdc21|Mcmd4|mKIAA4003|mcdc21|-|16 B1|16 10.09 cM|protein-coding	32.472	30.676	23.25	41.341	20.109	30.523000000000003	27.376	19.352	29.034	12.893	16.452	34.029	30.914	10.592	12.124	16.116500000000002	5.64624764777458	19.851	4.806911898506162	29.855	1.1610693347082028	29.924	3.6034161569266434	36.1275	7.373002407432168	Mcm4	0.0009685146989344852	0.003375516130398318
NM_009848	chr19	40659794	40741602	+	4185.0	1	Entpd1|2610206B08Rik|AA408691|Cd39|NTPDase-1|-|19 C3|19 34.25 cM|protein-coding	1.422	2.187	2.189	1.1740000000000002	8.499	3.826	5.797999999999999	9.686	5.244	13.04	13.944	3.675	3.169	16.17	18.045	13.272000000000002	6.750041333206779	8.066500000000001	8.312040212847865	3.7155	2.1616254300872777	3.61	3.094299274472331	2.1715	1.4106780284671612	Entpd1	-0.0005535975418727336	0.0006099742516039709
NM_007759	chr3	87948693	87953372	+	894.0	1	Crabp2|AI893628|Crabp-2|CrabpII|-|3F1|3|protein-coding	25.642	1.0590000000000002	0.5489999999999999	45.345	0.0	16.480999999999998	12.36	1.732	10.364	0.0	0.166	28.791	26.349	0.0	0.0	0.0	0.0	0.3575	0.2708218971944477	5.711500000000001	6.5796285989408245	19.001	9.391792267719733	35.847	13.432200415419636	Crabp2	0.0014652226840129858	0.014991747356277594
NM_029786	chr4	116150518	116159844	+	2597.0	1	Pomgnt1|0610016I07Rik|4930467B06Rik|RP23-319H15.3|4|4 C7|protein-coding	14.991	13.23	9.496	16.277	6.0520000000000005	9.962	9.669	7.886	8.949	4.84	5.5939999999999985	11.115	11.914	3.3110000000000004	3.654	4.853	1.6956420612853411	7.545	2.7591306601899093	11.0895	3.027124130259604	12.33	3.76322228947481	14.0955	3.085106886316904	Pomgnt1	0.0004515880537482601	0.001040464789305009
NM_001285864	chr15	93398350	93491912	+	3657.0	1	Pphln1|CR|HSPC206|HSPC232|-|15 E3|15|protein-coding	18.335	18.769	14.215	21.805	9.161	22.604	19.763	17.165	20.878	11.433	14.303	22.643	21.481	9.116	12.095999999999998	10.6285	2.075358402782521	14.259	0.062225396743969125	19.823500000000006	1.4912882015223994	19.049	1.0097484835343842	21.643	0.22910259710403116	Pphln1	0.000546925736547581	0.00040837293142651193
NM_001164090	chr12	31595354	31634658	-	1781.0	1	Bcap29|AW208404|Bap29|-|12 A3|12 13.63 cM|protein-coding	35.861	34.064	24.801	34.426	9.115	25.828000000000007	25.637	21.693	24.268	10.385	8.992	24.73	21.174	7.592	8.603	8.859	0.3620386719674971	16.8965	11.178651103778131	29.166	6.926818028503423	30.748999999999995	7.22945973085127	27.8	9.370579064284124	Bcap29	0.0011120548072232083	-0.0009529040490118589
NM_001177606	chr11	70235204	70237914	-	673.0	1	0610010K14Rik|1110020A23Rik|AL033328|AU045833|Bap18|DN-160I24.7|11 B3|11|protein-coding	75.098	88.74	71.467	77.146	42.788	45.596	52.542	45.905	54.377	17.031	22.1	48.53	51.462	19.351	16.156	29.471999999999998	18.831667796560144	46.7835	34.90774046683629	71.5585	24.298310321913306	63.82	15.949500556443764	64.304	18.16133056799524	0610010K14Rik	0.001962797950262679	-0.00546682014948842
NM_177150	chr8	105844678	105852008	-	1752.0	1	Cenpt|G630055P03Rik|-|8 D3|8|protein-coding	11.697	10.762	13.003	14.168	6.669	13.707	13.312	11.046	14.034	6.319	6.311	16.301	17.756	4.73	3.978	5.3235	1.9028243481729985	9.657	4.731958579700377	12.398	2.313653388042402	12.5045	1.1419774516162875	15.962	2.5370991308973307	Cenpt	0.000473429929358864	0.00021123682046795538
NM_007926	chr3	132660498	132683879	-	1113.0	1	Aimp1|9830137A06Rik|AIMP1/p43|EMAPII|Emap2|Scye1|p43|-|3|3 H2|protein-coding	61.63800000000001	61.385	46.374	65.57300000000001	27.917	35.336	28.729	27.441	32.927	17.553	16.615	35.149	39.211	12.933	13.322	20.6195	10.32022347141766	31.494499999999995	21.042790701330468	47.156000000000006	20.122844779006776	45.1835	23.27017706206809	52.391999999999996	18.640748965639744	Aimp1	0.0015768418313599365	0.0009259216518672286
NM_133966	chr8	123996313	124021309	-	2883.0	1	Taf5l|1110005N04Rik|AI849020|-|8 E2|8|protein-coding	33.448	30.033	24.585	31.293000000000006	15.261	22.756	20.437	18.21	21.976	9.465	13.482	23.653	27.481	9.445	11.109000000000002	13.185	2.935907355486536	19.0335	7.851006591514237	26.0045	5.697159336020039	26.942500000000006	9.20016633001816	29.386999999999997	2.695491049883118	Taf5l	0.0008125120802030177	0.0005946461360233015
NM_194339	chr6	118383381	118419417	-	4263.0	1	Bms1|AA408648|AU020092|AU043373|BB007109|BC030906|Bms1l|mKIAA0187|-|6 F1|6|protein-coding	41.161	36.819	30.096	43.292	22.521	31.038	29.594	23.029	27.733	15.842	16.538	33.665	35.726	10.729	13.773	18.147000000000002	6.185770121819933	23.316999999999997	9.586953739327212	32.275999999999996	6.424772213860961	35.3775	8.179104137984798	39.509	5.349969906457468	Bms1	0.0010547388184263876	0.0032070909300852303
NM_025297	chr4	131843471	131867787	+	1325.0	1	Mecr|AI195831|Nrbf1|RP23-13A13.1|4 D2.3|4|protein-coding	14.011	10.628	9.26	14.152	5.462999999999999	12.565	9.901	6.533	11.524	3.44	2.133	12.189	12.457	1.411	3.991	4.7269999999999985	1.0408611819065996	5.6965	5.039550029516524	11.075999999999999	0.6335676759431493	11.956	2.9062088706767026	13.3045	1.198545994111195	Mecr	0.0004551805987069453	0.0019040197317592837
NM_001099793	chr12	111678105	111683902	+	1986.0	1	Trmt61a|6720458F09Rik|AI606093|Gcd14|Trm61|-|12 F1|12|protein-coding	46.993	28.165	20.202	34.493	10.022	21.527	17.805	11.41	20.225	4.853	4.993	20.318	24.849	2.385	2.09	6.056	5.608770988371695	12.5975	10.754387035066204	24.195	5.614427842621187	32.399	20.639032729272948	29.671	6.819337797763058	Trmt61a	0.001322899165497728	0.0030913138156560133
NM_172735	chr6	30366388	30391010	-	1834.0	1	Zc3hc1|1110054L24Rik|AU018540|AU019789|HSPC216|Nipa|-|6 A3.3|6|protein-coding	35.601	31.596	21.743	29.747	9.133	21.919	19.281	15.157	19.249	7.172999999999999	10.137	18.2	23.949	5.402	5.174	7.153499999999998	2.7994357467175406	15.94	8.206681302451067	25.4225	8.730647427310318	27.441	11.539982668964456	26.848000000000003	4.0998051173196455	Zc3hc1	0.0010650955033907298	-0.0007819108399565041
NM_024193	chr2	130274412	130279313	+	1881.0	1	Nop56|2310044F10Rik|Nol5a|RP23-20A6.6|2|2 F3|protein-coding	205.573	158.101	126.568	157.045	43.152	107.288	92.945	69.065	94.498	25.447	33.843	103.745	114.164	16.331	15.975	29.5635	19.2170409923068	80.2055	65.56647628552261	126.2995	44.974112603808	149.259	79.6400225514785	135.6045	30.321445884060246	Nop56	0.005855552873703772	-0.004910882689889666
NM_001146058	chr4	152199844	152271855	+	1356.0	1	Acot7|2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1|RP23-421E12.1|4 E2|4|protein-coding	81.436	68.944	44.911	101.943	23.295	46.629	44.387	28.959	43.479	12.871	15.247	55.962	65.937	11.35	9.622	16.4585	9.668271019163669	30.079	20.975615557117738	56.2115	18.006474182915433	62.9115	26.197599136180386	83.94	25.460086763402852	Acot7	0.0031583754559249785	0.012464763267720974
NM_025397	chr11	70451931	70453726	+	884.0	1	Med11|1110030J09Rik|AI465144|AW545069|DN-491F10.5|11 B3|11|protein-coding	90.263	97.233	99.426	89.304	34.798	49.215	50.267	51.109	53.929	15.839	34.268	53.941	63.23	20.512	18.003	26.4005	11.875858390028064	66.84700000000001	46.073663648553044	75.58099999999997	30.62055205250225	70.26499999999999	28.281442820337205	76.267	18.437102212658093	Med11	0.0023241135628915164	-0.01623896611475291
NM_001167680	chr11	116598166	116624252	-	3623.0	1	Rhbdf2|4732465I17Rik|Rhbdl6|RP23-313J14.3|11 E2|11|protein-coding	7.53	6.892	7.654	7.479	12.686	10.550999999999998	9.643	12.684	8.844	18.982	16.394000000000002	9.524	9.405	22.358	21.718000000000004	17.202	6.3865884476769015	12.024	6.180113267570425	7.867999999999999	1.3802724368761308	8.5865	1.4941166286471828	8.442	1.3618876605652896	Rhbdf2	-0.0004636433169883085	0.0016056517931891242
