PeakID (cmd=annotatePeaks.pl enhancers_only_100um_k99a.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
20079	chr3	103524702	103525202	+	0	NA	intron (NR_106164, intron 2 of 4)	intron (NR_106164, intron 2 of 4)	-50330	NM_001276676	54524	Mm.88818	NM_018800	ENSMUSG00000027849	Syt6	3110037A08Rik|AW048930|sytVI	synaptotagmin VI	protein-coding
18384	chr5	63837070	63837570	+	0	NA	intron (NM_029554, intron 1 of 3)	MLT1B|LTR|ERVL-MaLR	24825	NM_029554	76261	Mm.38143	NM_029554	ENSMUSG00000060512	0610040J01Rik	AI662686	RIKEN cDNA 0610040J01 gene	protein-coding
17844	chr4	56942830	56943330	+	0	NA	intron (NM_175518, intron 1 of 17)	B4A|SINE|B4	4349	NM_175518	242474	Mm.296632	NM_175518		Tmem245	A630051L19Rik|AI957324|D730040F13Rik	transmembrane protein 245	protein-coding
19093	chr6	95098274	95098774	+	0	NA	Intergenic	Intergenic	-19356	NM_001102670	243574	Mm.333275	NM_001008785	ENSMUSG00000030031	Kbtbd8	AU040152|SSEC-51|SSEC51|Takrp|mKIAA1842	kelch repeat and BTB (POZ) domain containing 8	protein-coding
16733	chr1	127214087	127214717	+	0	NA	intron (NM_145128, intron 1 of 17)	B4A|SINE|B4	9416	NM_145128	107895	Mm.214682	NM_145128	ENSMUSG00000036155	Mgat5	4930471A21Rik|5330407H02Rik|AI480971|GlcNAc-TV	mannoside acetylglucosaminyltransferase 5	protein-coding
19389	chr3	137795261	137795761	+	0	NA	Intergenic	ID_B1|SINE|B4	-68976	NM_016750	51788	Mm.117541	NM_016750	ENSMUSG00000037894	H2afz	H2A.Z|H2a.z-1	H2A histone family, member Z	protein-coding
19906	chr8	85557350	85557850	+	0	NA	Intergenic	Intergenic	-2329	NM_019794	56445	Mm.475573	NM_019794	ENSMUSG00000031701	Dnaja2	1500017M13Rik|2010206B19Rik|DNAJ|DNJ3|Dnaj3|HIRIP4|PRO3015|mDj3	DnaJ (Hsp40) homolog, subfamily A, member 2	protein-coding
19660	chr14	47279851	47280351	+	0	NA	intron (NM_080843, intron 1 of 1)	B1_Mus2|SINE|Alu	2958	NM_080843	67296	Mm.23957	NM_080843		Socs4	3110032M18Rik|A730004F22Rik|AI427843|AU015727|AU015859|Socs7	suppressor of cytokine signaling 4	protein-coding
18219	chr10	28592774	28593274	+	0	NA	intron (NM_008983, intron 31 of 31)	intron (NM_008983, intron 31 of 31)	-75371	NM_178666	210757	Mm.123021	NM_178666	ENSMUSG00000049109	Themis	A430108D01|BB160712|E430004N04Rik|Gasp|Tsepa|thylex	thymocyte selection associated	protein-coding
18150	chr3	152951008	152951508	+	0	NA	intron (NM_012028, intron 2 of 4)	MTE2b|LTR|ERVL-MaLR	30949	NM_012028	26938	Mm.40915	NM_012028		St6galnac5	AI851940|Siat7e	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	protein-coding
18367	chr4	102688794	102689294	+	0	NA	Intergenic	Intergenic	-71091	NM_144906	73094	Mm.54201	NM_144906	ENSMUSG00000028524	Sgip1	3110007P09Rik|SGIP1alpha|gag	SH3-domain GRB2-like (endophilin) interacting protein 1	protein-coding
20001	chr16	33607560	33608060	+	0	NA	intron (NM_134251, intron 6 of 12)	intron (NM_134251, intron 6 of 12)	-76656	NM_175256	77446	Mm.245741	NM_172934	ENSMUSG00000075254	Heg1	4632417D23Rik|5530401I02Rik|9530025L16Rik|BC038614|Gm629|OTTMUSG00000027315	HEG homolog 1 (zebrafish)	protein-coding
19565	chr10	39432475	39432975	+	0	NA	intron (NM_001122892, intron 2 of 12)	intron (NM_001122892, intron 2 of 12)	62926	NM_001122893	14360	Mm.4848	NM_008054	ENSMUSG00000019843	Fyn	AI448320|AW552119	Fyn proto-oncogene	protein-coding
19621	chr12	107917309	107917809	+	0	NA	intron (NM_001286343, intron 1 of 1)	intron (NM_001286343, intron 1 of 1)	85855	NM_001079883	58208	Mm.392694	NM_021399	ENSMUSG00000048251	Bcl11b	9130430L19Rik|AI604821|B630002E05Rik|BCL-11B|Ctip2|Rit1	B cell leukemia/lymphoma 11B	protein-coding
20055	chr1	105660456	105660956	+	0	NA	intron (NM_013784, intron 1 of 30)	AT_rich|Low_complexity|Low_complexity	2970	NM_013784	27392	Mm.268911	NM_013784	ENSMUSG00000056536	Pign	Gm20308|PIG-N	phosphatidylinositol glycan anchor biosynthesis, class N	protein-coding
18239	chr11	32648701	32649201	+	0	NA	intron (NM_001271349, intron 1 of 11)	intron (NM_001271349, intron 1 of 11)	6396	NM_001271348	103583	Mm.28017	NM_134015	ENSMUSG00000020271	Fbxw11	2310065A07Rik|AA536858|BTRC2|BTRCP2|Fbxw1b|HOS	F-box and WD-40 domain protein 11	protein-coding
18764	chr2	27213458	27213958	+	0	NA	intron (NM_138665, intron 16 of 20)	intron (NM_138665, intron 16 of 20)	33595	NM_138665	192166	Mm.278467	NM_138665	ENSMUSG00000009614	Sardh	-	sarcosine dehydrogenase	protein-coding
19395	chr4	24610327	24610827	+	0	NA	Intergenic	ORR1B2|LTR|ERVL-MaLR	114115	NM_199467	212377	Mm.120919	NM_199467	ENSMUSG00000045751	Mms22l	F730047E07Rik|Gm134	MMS22-like, DNA repair protein	protein-coding
19087	chr6	51729090	51729590	+	0	NA	Intergenic	L3|LINE|CR1	184817	NM_028035	71982	Mm.294166	NM_028035	ENSMUSG00000038301	Snx10	2410004M09Rik	sorting nexin 10	protein-coding
18542	chr16	90489551	90490051	+	0	NA	intron (NM_015755, intron 9 of 10)	intron (NM_015755, intron 9 of 10)	103404	NM_015755	26559	Mm.125874	NM_015755	ENSMUSG00000053414	Hunk	Bstk1|Mak-v	hormonally upregulated Neu-associated kinase	protein-coding
19837	chr3	97972808	97973308	+	0	NA	Intergenic	Intergenic	-40480	NM_010928	18129	Mm.485843	NM_010928	ENSMUSG00000027878	Notch2	AI853703|N2	notch 2	protein-coding
18572	chr19	45628696	45629196	+	0	NA	intron (NM_013907, intron 5 of 8)	intron (NM_013907, intron 5 of 8)	31247	NM_013907	30838	Mm.254739	NM_013907	ENSMUSG00000040913	Fbxw4	Dac|Fbw4|SHFM3|SHSF3|dactylin|dactylyn	F-box and WD-40 domain protein 4	protein-coding
19509	chr8	3266094	3266594	+	0	NA	intron (NM_010568, intron 1 of 20)	T-rich|Low_complexity|Low_complexity	13273	NM_010568	16337	Mm.268003	NM_010568	ENSMUSG00000005534	Insr	4932439J01Rik|CD220|D630014A15Rik|IR|IR-A|IR-B	insulin receptor	protein-coding
19084	chr6	38814562	38815062	+	0	NA	intron (NM_001294144, intron 2 of 14)	intron (NM_001294144, intron 2 of 14)	22499	NM_001136065	15258	Mm.23790	NM_010433	ENSMUSG00000061436	Hipk2	1110014O20Rik|B230339E18Rik|Stank	homeodomain interacting protein kinase 2	protein-coding
18161	chr5	54099519	54100019	+	0	NA	intron (NM_001081103, intron 3 of 11)	intron (NM_001081103, intron 3 of 11)	101246	NM_001081103	116873	Mm.265985	NM_054083	ENSMUSG00000039156	Stim2	-	stromal interaction molecule 2	protein-coding
18127	chr1	156044614	156045114	+	0	NA	intron (NM_172843, intron 2 of 6)	intron (NM_172843, intron 2 of 6)	4003	NM_022329	240832	Mm.253335	NM_022329	ENSMUSG00000050565	Tor1aip2	1110020D10Rik|15kDa|A130072J07|AA103493|AW060462|AW610675|C77739|Ifrg15|Lull1	torsin A interacting protein 2	protein-coding
19461	chr6	99217745	99218245	+	0	NA	intron (NM_053202, intron 3 of 18)	intron (NM_053202, intron 3 of 18)	48520	NM_001197321	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
19845	chr3	127914461	127914961	+	0	NA	Intergenic	Intergenic	-1460	NR_040552	329753	Mm.119720	NR_040552		9830132P13Rik	9830132P13	RIKEN cDNA 9830132P13 gene	ncRNA
18231	chr10	99441261	99441761	+	0	NA	Intergenic	Intergenic	-167660	NR_038019	100504202	Mm.403801	NR_038019		Gm20110	-	predicted gene, 20110	ncRNA
16786	chr6	15729782	15730508	+	0	NA	intron (NM_175088, intron 2 of 4)	intron (NM_175088, intron 2 of 4)	9484	NM_175088	16543	Mm.1314	NM_175088	ENSMUSG00000041390	Mdfic	Kdt1|Mdfid	MyoD family inhibitor domain containing	protein-coding
17547	chr4	109080296	109080796	+	0	NA	intron (NM_133885, intron 11 of 22)	intron (NM_133885, intron 11 of 22)	37490	NM_001134791	100273	Mm.366315	NM_133885	ENSMUSG00000028559	Osbpl9	2600011I06Rik|AU015843|Orp-9	oxysterol binding protein-like 9	protein-coding
19022	chr2	58456705	58457205	+	0	NA	intron (NM_007394, intron 10 of 11)	intron (NM_007394, intron 10 of 11)	-99197	NM_001111030	269275	Mm.77751	NM_001033369	ENSMUSG00000026834	Acvr1c	ACVRLK7|ALK7|Alk-7|C230097P10	activin A receptor, type IC	protein-coding
18220	chr10	54091758	54092258	+	0	NA	Intergenic	Intergenic	16086	NR_038016	100502920	Mm.403982	NR_038016	ENSMUSG00000097069	Gm16998	-	predicted gene, 16998	ncRNA
17999	chr4	126053380	126054160	+	0	NA	intron (NM_025544, intron 6 of 7)	intron (NM_025544, intron 6 of 7)	-4795	NM_172701	230751	Mm.38907	NM_172701		Oscp1	1810007P19Rik|5730415O04|6030436A01Rik	organic solute carrier partner 1	protein-coding
17822	chr1	91253859	91254359	+	0	NA	intron (NM_026454, intron 1 of 9)	intron (NM_026454, intron 1 of 9)	3790	NM_026454	67921	Mm.337238	NM_026454	ENSMUSG00000034343	Ube2f	2510010F15Rik|AI851109	ubiquitin-conjugating enzyme E2F (putative)	protein-coding
19111	chr7	66128225	66128725	+	0	NA	intron (NM_001081163, intron 2 of 2)	intron (NM_001081163, intron 2 of 2)	18960	NM_001081163	269941	Mm.333916	NM_001081163	ENSMUSG00000032640	Chsy1	mKIAA0990	chondroitin sulfate synthase 1	protein-coding
17241	chr4	134772934	134773434	+	0	NA	Intergenic	Intergenic	-5180	NM_145554	100017	Mm.482148	NM_145554		Ldlrap1	AA691260|ARH2|Arh|Arh1|FHCB1|FHCB2	low density lipoprotein receptor adaptor protein 1	protein-coding
17898	chr10	86785442	86786066	+	0	NA	intron (NM_175331, intron 1 of 13)	intron (NM_175331, intron 1 of 13)	6749	NM_175331	103466	Mm.200446	NM_175331	ENSMUSG00000054027	Nt5dc3	AU040402|AW540062|C630002B14Rik|TU12B1-TY	5'-nucleotidase domain containing 3	protein-coding
17852	chr5	89090268	89090768	+	0	NA	intron (NM_018760, intron 7 of 25)	(TG)n|Simple_repeat|Simple_repeat	203258	NM_018760	54403	Mm.41044	NM_018760	ENSMUSG00000060961	Slc4a4	AI835705|NBC|NBC1	solute carrier family 4 (anion exchanger), member 4	protein-coding
18732	chr17	50504247	50504747	+	0	NA	Intergenic	MTD|LTR|ERVL-MaLR	-5050	NM_013880	224860	Mm.217362	NM_013880	ENSMUSG00000038910	Plcl2	PLC-L2|PRIP-2|Plce2|mKIAA1092	phospholipase C-like 2	protein-coding
19778	chr19	47455549	47456049	+	0	NA	intron (NM_008018, intron 1 of 14)	intron (NM_008018, intron 1 of 14)	8612	NM_001164717	14218	Mm.127560	NM_008018	ENSMUSG00000053617	Sh3pxd2a	2310014D11Rik|AA589508|AI256723|AI413738|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5	SH3 and PX domains 2A	protein-coding
17295	chr12	114597485	114597985	+	0	NA	Intergenic	Intergenic	-84041	NR_106063	102465664		NR_106063	miRBase:MI0022945	Mir7094-2	mmu-mir-7094-2	microRNA mir-7094-2	ncRNA
17341	chr2	166561767	166562267	+	0	NA	Intergenic	Intergenic	-110701	NR_105783	102465188		NR_105783		Mir6364	mmu-mir-6364	microRNA mir-6364	ncRNA
19625	chr12	111187148	111187648	+	0	NA	intron (NM_001286122, intron 1 of 9)	B1F|SINE|Alu	21028	NM_001286122	22031	Mm.27431	NM_011632	ENSMUSG00000021277	Traf3	AI528849|CAP-1|CD40bp|CRAF1|LAP1|T-BAM|amn	TNF receptor-associated factor 3	protein-coding
20062	chr2	94143469	94143969	+	0	NA	intron (NM_019657, intron 1 of 10)	intron (NM_019657, intron 1 of 10)	14190	NM_019657	56348	Mm.22505	NM_019657	ENSMUSG00000027195	Hsd17b12	2610510O05Rik|AI172963|KIK-I|Kik1	hydroxysteroid (17-beta) dehydrogenase 12	protein-coding
17593	chr10	95066708	95067208	+	0	NA	Intergenic	MLT1A0|LTR|ERVL-MaLR	-122380	NM_018797	54712	Mm.256712	NM_018797	ENSMUSG00000074785	Plxnc1	2510048K12Rik|AW742158|CD232|Vespr	plexin C1	protein-coding
19286	chr19	36413424	36413924	+	0	NA	intron (NM_029508, intron 2 of 8)	L2c|LINE|L2	34607	NM_029508	76073	Mm.259180	NM_029508	ENSMUSG00000024805	Pcgf5	0610009F02Rik|1110054A01Rik|5830406C17Rik|5830443C21Rik|9530023M17Rik|AI324127	polycomb group ring finger 5	protein-coding
19763	chr18	78152215	78152715	+	0	NA	intron (NM_207651, intron 20 of 21)	intron (NM_207651, intron 20 of 21)	-10346	NM_001171011	108052	Mm.33832	NM_028122	ENSMUSG00000059336	Slc14a1	2610507K20Rik|3021401A05Rik|UT-B|Utb1	solute carrier family 14 (urea transporter), member 1	protein-coding
18201	chr8	88295906	88296406	+	0	NA	intron (NM_001037723, intron 3 of 27)	intron (NM_001037723, intron 3 of 27)	1952	NM_001037724	11513	Mm.288206	NM_007406	ENSMUSG00000031659	Adcy7	AA407758	adenylate cyclase 7	protein-coding
19673	chr14	87044110	87044610	+	0	NA	intron (NM_019670, intron 4 of 27)	intron (NM_019670, intron 4 of 27)	96754	NM_019670	56419	Mm.440585	NM_019670	ENSMUSG00000022021	Diap3	4930417P13Rik|Dia2|Diaph3|Drf3|mDia2|mKIAA4117|p134MDia2	diaphanous homolog 3 (Drosophila)	protein-coding
17610	chr12	79959676	79960318	+	0	NA	Intergenic	Intergenic	153016	NM_007564	12192	Mm.235132	NM_007564	ENSMUSG00000021127	Zfp36l1	AW742437|AW743212|Berg36|Brf1|D530020L18Rik|ERF1|TIS11b|cMG1	zinc finger protein 36, C3H type-like 1	protein-coding
20160	chr14	122015466	122015966	+	0	NA	intron (NM_026861, intron 8 of 8)	intron (NM_026861, intron 8 of 8)	-18958	NM_001037744	223262	Mm.297637	NM_001037744	ENSMUSG00000071229	Timm8a2	-	translocase of inner mitochondrial membrane 8A2	protein-coding
18876	chr8	116618716	116619216	+	0	NA	intron (NM_029441, intron 2 of 6)	intron (NM_029441, intron 2 of 6)	113951	NM_029297	75465	Mm.23114	NM_029297	ENSMUSG00000034467	Dynlrb2	1700009A04Rik|DNLC2B|Dncl2b	dynein light chain roadblock-type 2	protein-coding
18667	chr10	77517321	77517821	+	0	NA	Intergenic	Intergenic	-1758	NM_133998	108707	Mm.259547	NM_133998	ENSMUSG00000032977	Fam207a	1810008A18Rik|AI303072	family with sequence similarity 207, member A	protein-coding
16567	chr5	124217226	124217922	+	0	NA	intron (NM_011256, intron 1 of 24)	intron (NM_011256, intron 1 of 24)	-12151	NR_045369	75927	Mm.410803	NR_045369	ENSMUSG00000090220	Pitpnm2os1	4930568K20Rik	phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 1	ncRNA
18453	chr9	77472107	77472607	+	0	NA	intron (NM_172528, intron 2 of 13)	intron (NM_172528, intron 2 of 13)	71702	NM_172528	214345	Mm.28534	NM_172528	ENSMUSG00000032352	Lrrc1	A430093J20Rik|AU016091|D030059I21|mKIAA4018	leucine rich repeat containing 1	protein-coding
18489	chr11	100916279	100916779	+	0	NA	intron (NM_213659, intron 1 of 23)	intron (NM_213659, intron 1 of 23)	22982	NM_011486	20848	Mm.249934	NM_011486	ENSMUSG00000004040	Stat3	1110034C02Rik|AW109958|Aprf	signal transducer and activator of transcription 3	protein-coding
20143	chr11	107405925	107406425	+	0	NA	intron (NM_145823, intron 1 of 9)	B1F|SINE|Alu	64545	NM_145823	71795	Mm.397413	NM_145823	ENSMUSG00000040430	Pitpnc1	1110020B03Rik|5830436L09Rik|AI662802|AI851387|C330017I21Rik|Dnr411|RDGBB|RDGBB1|rdgB-beta	phosphatidylinositol transfer protein, cytoplasmic 1	protein-coding
19215	chr13	55359660	55360160	+	0	NA	intron (NM_025828, intron 2 of 7)	intron (NM_025828, intron 2 of 7)	2873	NM_025828	66890	Mm.38868	NM_025828	ENSMUSG00000021484	Lman2	1110003H06Rik|1300009F09Rik|AA408240|AL023023|AU040819|GP36B|VIP36	lectin, mannose-binding 2	protein-coding
20100	chr5	105873269	105873769	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-3049	NR_030777	54367	Mm.248876	NM_018759	ENSMUSG00000029290	Zfp326	5730470H14Rik|ZAN75|Znf326	zinc finger protein 326	protein-coding
18806	chr4	46529764	46530264	+	0	NA	intron (NM_029077, intron 2 of 5)	intron (NM_029077, intron 2 of 5)	6127	NM_029077	74735	Mm.240252	NM_029077	ENSMUSG00000039853	Trim14	5830400N10Rik|pub	tripartite motif-containing 14	protein-coding
18243	chr11	79057682	79058182	+	0	NA	intron (NM_013571, intron 2 of 17)	intron (NM_013571, intron 2 of 17)	34335	NR_045873	790910	Mm.440410	NR_045873		Gm11201	ENSMUSG00000072637|OTTMUSG00000000169	predicted gene 11201	ncRNA
18041	chr10	13059682	13060182	+	0	NA	Intergenic	Intergenic	-30856	NM_009538	22634	Mm.287857	NM_009538	ENSMUSG00000019817	Plagl1	Lot1|Zac1	pleiomorphic adenoma gene-like 1	protein-coding
18824	chr5	103435868	103436368	+	0	NA	intron (NM_011204, intron 1 of 47)	intron (NM_011204, intron 1 of 47)	10926	NM_011204	19249	Mm.3414	NM_011204	ENSMUSG00000034573	Ptpn13	AI324989|PTP-BL|PTPL1|Ptpri|RIP	protein tyrosine phosphatase, non-receptor type 13	protein-coding
17798	chr17	29838252	29838936	+	0	NA	intron (NM_001081160, intron 11 of 15)	intron (NM_001081160, intron 11 of 15)	49288	NM_001081160	74762	Mm.40901	NM_001081160	ENSMUSG00000043557	Mdga1	1200011I03Rik|GPIM|Mamdc3	MAM domain containing glycosylphosphatidylinositol anchor 1	protein-coding
16846	chr11	86625529	86626029	+	0	NA	intron (NM_029478, intron 7 of 11)	intron (NM_029478, intron 7 of 11)	-30292	NR_106195	102465902		NR_106195		Mir8115	mmu-mir-8115	microRNA mir-8115	ncRNA
17977	chr1	166121608	166122232	+	0	NA	intron (NM_001160049, intron 2 of 5)	intron (NM_001160049, intron 2 of 5)	5978	NM_001033344	240892	Mm.35315	NM_001033344	ENSMUSG00000026564	Dusp27	C130085G02Rik|Gm209	dual specificity phosphatase 27 (putative)	protein-coding
16855	chr13	112061682	112062182	+	0	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	-226519	NM_001168405	77318	Mm.159895	NM_029898	ENSMUSG00000049985	Ankrd55	C030011J08Rik	ankyrin repeat domain 55	protein-coding
19102	chr6	140441191	140441691	+	0	NA	intron (NM_144920, intron 3 of 30)	MER2|DNA|TcMar-Tigger	17342	NM_144920	109135	Mm.247670	NM_144920	ENSMUSG00000030231	Plekha5	2810431N21Rik|AI428202|AK129423|AMH-Cre|Ayu21-9|Gt(pU21)9Imeg|Pepp2|Tg(AMH-cre)1Flor	pleckstrin homology domain containing, family A member 5	protein-coding
18552	chr17	73871170	73871670	+	0	NA	Intergenic	Intergenic	66579	NM_020578	57440	Mm.18526	NM_020578	ENSMUSG00000024065	Ehd3	Ehd2	EH-domain containing 3	protein-coding
19116	chr7	110203561	110204061	+	0	NA	Intergenic	Intergenic	-17892	NM_009302	20947	Mm.334144	NM_009302	ENSMUSG00000031015	Swap70	70kDa|AV235546	SWA-70 protein	protein-coding
18799	chr3	135621468	135621968	+	0	NA	intron (NM_008689, intron 7 of 24)	intron (NM_008689, intron 7 of 24)	69829	NM_008689	18033	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding
19292	chrX	7965805	7966305	+	0	NA	intron (NM_008089, intron 1 of 5)	B1_Mus1|SINE|Alu	1855	NM_008089	14460	Mm.335973	NM_008089	ENSMUSG00000031162	Gata1	Gata-1|Gf-1|eryf1	GATA binding protein 1	protein-coding
19486	chr7	68758612	68759112	+	0	NA	Intergenic	Intergenic	-9624	NM_001042592	66412	Mm.251199	NM_025549	ENSMUSG00000042659	Arrdc4	2410003C09Rik|AV216361	arrestin domain containing 4	protein-coding
18595	chr2	68429072	68429572	+	0	NA	intron (NM_016866, intron 1 of 17)	intron (NM_016866, intron 1 of 17)	42659	NM_016866	53416	Mm.198414	NM_016866	ENSMUSG00000027030	Stk39	AW227544|AW556857|DCHT|RF005|Rnl5|SPAK	serine/threonine kinase 39	protein-coding
18629	chr7	30607849	30608349	+	0	NA	intron (NM_026815, intron 3 of 7)	intron (NM_026815, intron 3 of 7)	4635	NM_026815	109637	Mm.25471	NM_026815	ENSMUSG00000006313	Upk1a	1110031P12Rik|AU019298|C87192|Tspan21|Upk1	uroplakin 1A	protein-coding
18755	chr1	130999560	131000060	+	0	NA	Intergenic	Intergenic	-20035	NM_010548	16153	Mm.874	NM_010548	ENSMUSG00000016529	Il10	CSIF|Il-10	interleukin 10	protein-coding
18713	chr15	27340147	27340777	+	0	NA	Intergenic	Intergenic	-126215	NM_020332	11732	Mm.265264	NM_020332	ENSMUSG00000022265	Ank	Ankh|D15Ertd221e|ank|mKIAA1581	progressive ankylosis	protein-coding
18590	chr2	26783476	26783976	+	0	NA	Intergenic	Intergenic	81269	NM_001290444	80908	Mm.160386	NM_030718	ENSMUSG00000015787	Abo	NAGAT	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase, transferase B, alpha 1-3-galactosyltransferase)	protein-coding
18508	chr13	44794485	44794985	+	0	NA	intron (NM_001205043, intron 1 of 17)	intron (NM_001205043, intron 1 of 17)	63464	NM_001205043	16468	Mm.25059	NM_021878	ENSMUSG00000038518	Jarid2	Jmj|jumonji	jumonji, AT rich interactive domain 2	protein-coding
18166	chr5	86808488	86808988	+	0	NA	intron (NM_177680, intron 1 of 16)	intron (NM_177680, intron 1 of 16)	4248	NM_177680	231386	Mm.196325	NM_177680	ENSMUSG00000035851	Ythdc1	A730098D12Rik|C80342|mKIAA1966	YTH domain containing 1	protein-coding
19871	chr5	143628633	143629133	+	0	NA	intron (NM_011182, intron 1 of 12)	B1_Mur4|SINE|Alu	6436	NM_011182	19159	Mm.281003	NM_011182	ENSMUSG00000018001	Cyth3	AI648983|ARNO3|CLM3|Grp1|Pscd3	cytohesin 3	protein-coding
19864	chr5	36690796	36691296	+	0	NA	intron (NM_001081232, intron 1 of 8)	MTE-int|LTR|ERVL-MaLR	4975	NM_001081232	320661	Mm.26480	NM_177221	ENSMUSG00000029190	D5Ertd579e	9030221A05Rik|A930018H20Rik|Kiaa0232|mKIAA0232	DNA segment, Chr 5, ERATO Doi 579, expressed	protein-coding
20206	chr14	67903196	67903696	+	0	NA	intron (NM_177780, intron 1 of 51)	HAL1|LINE|L1	30126	NM_177780	68813	Mm.258155	NM_177780	ENSMUSG00000044447	Dock5	1110060D06Rik|AI666732|AI956923|BC016533|E130320D18|lr2|rlc	dedicator of cytokinesis 5	protein-coding
18717	chr15	77876969	77877469	+	0	NA	Intergenic	IMPB_01|Satellite|Satellite	-35044	NM_022410	17886	Mm.29677	NM_022410	ENSMUSG00000022443	Myh9	Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6	myosin, heavy polypeptide 9, non-muscle	protein-coding
19295	chrX	57311692	57312192	+	0	NA	intron (NM_152801, intron 2 of 21)	intron (NM_152801, intron 2 of 21)	26787	NM_152801	73341	Mm.261443	NM_152801	ENSMUSG00000031133	Arhgef6	1600028C08Rik|1700038J06Rik|4930592P22Rik|alpha-PIX	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	protein-coding
19144	chr9	32607267	32607767	+	0	NA	Intergenic	Intergenic	-66065	NM_008026	14247	Mm.258908	NM_008026	ENSMUSG00000016087	Fli1	EWSR2|Fli-1|SIC-1|Sic1	Friend leukemia integration 1	protein-coding
19025	chr2	102392957	102393457	+	0	NA	intron (NM_020267, intron 1 of 4)	L1_Mus3|LINE|L1	7693	NM_020267	80985	Mm.315002	NM_020267	ENSMUSG00000027189	Trim44	Dipb|Mc7	tripartite motif-containing 44	protein-coding
18881	chr9	66492247	66492747	+	0	NA	intron (NM_145617, intron 69 of 77)	intron (NM_145617, intron 69 of 77)	22096	NM_175206	74165	Mm.297998	NM_175206	ENSMUSG00000050503	Fbxl22	1110004B15Rik	F-box and leucine-rich repeat protein 22	protein-coding
18033	chr9	52052545	52053201	+	0	NA	intron (NM_009041, intron 1 of 13)	intron (NM_009041, intron 1 of 13)	-4168	NR_023357	629557	Mm.422775	NR_023357		Gm6981	EG629557	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo
19977	chr13	112944585	112945085	+	0	NA	intron (NM_172594, intron 9 of 26)	PB1D7|SINE|Alu	17042	NM_172594	218629	Mm.35094	NM_172594	ENSMUSG00000042426	Dhx29	3732415M03|AU043276|Ddxx|E130202M19Rik	DEAH (Asp-Glu-Ala-His) box polypeptide 29	protein-coding
