PeakID (cmd=annotatePeaks.pl enhancers_only_10um_k99a.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
15071	chr15	36271372	36271872	+	0	NA	intron (NM_013923, intron 1 of 9)	(GGAGAA)n|Simple_repeat|Simple_repeat	11525	NM_013923	30945	Mm.5181	NM_013923	ENSMUSG00000022280	Rnf19a	AA032313|Dorfin|Rnf19|UIP117|Ubce7ip2|XYbp	ring finger protein 19A	protein-coding
12665	chr2	73278394	73278894	+	0	NA	Intergenic	Intergenic	6718	NM_001005343	381373	Mm.330293	NM_001005343		Sp9	-	trans-acting transcription factor 9	protein-coding
14133	chr10	6996715	6997215	+	0	NA	intron (NM_001033391, intron 1 of 7)	intron (NM_001033391, intron 1 of 7)	-16500	NM_001170802	320495	Mm.331674	NM_001033391	ENSMUSG00000064065	Ipcef1	A130090K04Rik	interaction protein for cytohesin exchange factors 1	protein-coding
13771	chr1	151973066	151973566	+	0	NA	intron (NM_197990, intron 3 of 5)	intron (NM_197990, intron 3 of 5)	117004	NM_197990	69399	Mm.278031	NM_197990	ENSMUSG00000032666	1700025G04Rik	2610510E02Rik|2900042O04Rik|ENSMUSG00000073540	RIKEN cDNA 1700025G04 gene	protein-coding
13424	chr6	13666694	13667194	+	0	NA	intron (NM_175312, intron 1 of 4)	Lx8|LINE|L1	11022	NM_175312	101148	Mm.354863	NM_175312	ENSMUSG00000042742	B630005N14Rik	AI666701	RIKEN cDNA B630005N14 gene	protein-coding
14045	chr12	11217471	11217971	+	0	NA	Intergenic	Intergenic	-8773	NM_019544	56184	Mm.117113	NM_019544	ENSMUSG00000047002	Msgn1	pMsgn1	mesogenin 1	protein-coding
14386	chrX	73637088	73637736	+	0	NA	Intergenic	CpG	-2029	NM_029352	75590	Mm.16479	NM_029352	ENSMUSG00000031383	Dusp9	Dusp4|Mpk4|Pyst3	dual specificity phosphatase 9	protein-coding
15116	chr1	138988780	138989280	+	0	NA	intron (NM_181347, intron 1 of 20)	Lx3B|LINE|L1	11373	NR_108103	78229	Mm.437838	NR_108103		4930596I21Rik	-	RIKEN cDNA 4930596I21 gene	ncRNA
12485	chr11	68440741	68441365	+	0	NA	intron (NM_177320, intron 1 of 18)	intron (NM_177320, intron 1 of 18)	8928	NM_177320	320207	Mm.244960	NM_177320	ENSMUSG00000020901	Pik3r5	AV230647|F730038I15Rik	phosphoinositide-3-kinase, regulatory subunit 5, p101	protein-coding
15016	chr7	139367945	139368445	+	0	NA	Intergenic	Intergenic	-20914	NM_183144	212111	Mm.28308	NM_183144	ENSMUSG00000025477	Inpp5a	-	inositol polyphosphate-5-phosphatase A	protein-coding
12854	chr16	91521931	91522637	+	0	NA	Intergenic	Intergenic	-24810	NM_008338	15980	Mm.249364	NM_008338		Ifngr2	Ifgr2|Ifgt	interferon gamma receptor 2	protein-coding
12679	chr4	58034657	58035157	+	0	NA	Intergenic	Intergenic	-25783	NM_026132	67402	Mm.87357	NM_026132	ENSMUSG00000038709	Txndc8	4930429J24Rik|Sptrx-3|Sptrx3|Trx6	thioredoxin domain containing 8	protein-coding
14494	chr6	127463748	127464248	+	0	NA	intron (NM_181402, intron 1 of 8)	intron (NM_181402, intron 1 of 8)	10275	NM_181402	101187	Mm.110818	NM_181402	ENSMUSG00000037997	Parp11	5330431N24Rik|AI851877|ARTD11|HIN1L	poly (ADP-ribose) polymerase family, member 11	protein-coding
13387	chr1	132328747	132329247	+	0	NA	intron (NM_001195025, intron 5 of 7)	intron (NM_001195025, intron 5 of 7)	12872	NM_001195025	74137	Mm.100666	NM_028778	ENSMUSG00000009772	Nuak2	1200013B22Rik|Omphk2|Snark|mKIAA0537	NUAK family, SNF1-like kinase, 2	protein-coding
14054	chr13	44996318	44996976	+	0	NA	intron (NM_025772, intron 1 of 9)	intron (NM_025772, intron 1 of 9)	5449	NM_025772	94245	Mm.352311	NM_025772	ENSMUSG00000057531	Dtnbp1	5430437B18Rik|AW048963|Bloc1s8|dysbindin|sdy	dystrobrevin binding protein 1	protein-coding
14705	chr4	32357051	32357551	+	0	NA	Intergenic	Intergenic	-60134	NM_001109661	12014	Mm.491223	NM_007521	ENSMUSG00000040270	Bach2	E030004N02Rik	BTB and CNC homology 2	protein-coding
13064	chr6	97308602	97309102	+	0	NA	intron (NM_145148, intron 13 of 23)	intron (NM_145148, intron 13 of 23)	-56072	NM_001081157	320502	Mm.68163	NM_001081157	ENSMUSG00000044086	Lmod3	5430424A14Rik	leiomodin 3 (fetal)	protein-coding
14737	chr5	137094791	137095291	+	0	NA	Intergenic	(GAA)n|Simple_repeat|Simple_repeat	21166	NM_201373	384309	Mm.100647	NM_201373		Trim56	A130009K11Rik|Gm452|RNF109	tripartite motif-containing 56	protein-coding
15097	chr18	80296388	80296888	+	0	NA	intron (NM_001190373, intron 3 of 3)	intron (NM_001190373, intron 3 of 3)	40332	NM_001164421	66943	Mm.29247	NM_025861	ENSMUSG00000034006	Pqlc1	2310009N05Rik|4933425L21Rik|5730564E11Rik|C78974	PQ loop repeat containing 1	protein-coding
12106	chr6	30052802	30053302	+	0	NA	intron (NM_001164226, intron 1 of 11)	intron (NM_001164226, intron 1 of 11)	5064	NM_001164228	18181	Mm.259258	NM_010938	ENSMUSG00000058440	Nrf1	C87038|D6Ertd415e	nuclear respiratory factor 1	protein-coding
13429	chr6	114839442	114839942	+	0	NA	intron (NM_001253717, intron 19 of 19)	intron (NM_001253717, intron 19 of 19)	82060	NM_177683	232334	Mm.268357	NM_177683		Vgll4	BC048841|VGL-4	vestigial like 4 (Drosophila)	protein-coding
15674	chr17	27043352	27043852	+	0	NA	Intergenic	Intergenic	-13702	NM_080553	16440	Mm.458106	NM_080553	ENSMUSG00000042644	Itpr3	Ip3r3|Itpr-3	inositol 1,4,5-triphosphate receptor 3	protein-coding
11541	chr15	3356181	3356681	+	0	NA	intron (NM_001286370, intron 3 of 10)	intron (NM_001286370, intron 3 of 10)	-52905	NM_001166063	100039139	Mm.455610	NM_001166063	ENSMUSG00000091119	Ccdc152	ENSMUSG00000071814	coiled-coil domain containing 152	protein-coding
15027	chr9	109939049	109939549	+	0	NA	intron (NM_008633, intron 1 of 18)	AT_rich|Low_complexity|Low_complexity	7525	NM_001205330	17758	Mm.217318	NM_008633	ENSMUSG00000032479	Map4	AA407148|MAP-4|Mtap-4|Mtap4	microtubule-associated protein 4	protein-coding
12265	chr1	21269807	21271195	+	0	NA	Intergenic	Intergenic	27811	NR_002858	241041	Mm.290634	NR_002858	ENSMUSG00000025936	Gm4956	EG241041	predicted gene 4956	pseudo
13577	chr14	47654247	47654747	+	0	NA	intron (NM_001293636, intron 2 of 39)	IMPB_01|Satellite|Satellite	5186	NM_001293636	16709	Mm.3110	NM_008477	ENSMUSG00000021843	Ktn1	-	kinectin 1	protein-coding
15561	chr1	43913148	43913648	+	0	NA	Intergenic	Lx5|LINE|L1	-20609	NM_009418	22019	Mm.401675	NM_009418	ENSMUSG00000041763	Tpp2	TPP-2|TppII	tripeptidyl peptidase II	protein-coding
13135	chr18	6470837	6471337	+	0	NA	intron (NM_007935, intron 1 of 13)	intron (NM_007935, intron 1 of 13)	19559	NR_035446	100316773		NR_035446		Mir1893	Mirn1893|mmu-mir-1893	microRNA 1893	ncRNA
14182	chr17	25227208	25227708	+	0	NA	intron (NM_028789, intron 1 of 4)	B1_Mus1|SINE|Alu	4876	NM_028789	74154	Mm.267353	NM_028789	ENSMUSG00000015127	Unkl	1300004G08Rik	unkempt-like (Drosophila)	protein-coding
13720	chr12	111443973	111444621	+	0	NA	intron (NM_009396, intron 1 of 11)	intron (NM_009396, intron 1 of 11)	1636	NM_009396	21928	Mm.255332	NM_009396	ENSMUSG00000021281	Tnfaip2	B94|Exoc3l3|M-sec|Tnfip2|tnfb94	tumor necrosis factor, alpha-induced protein 2	protein-coding
14636	chr19	11037346	11037846	+	0	NA	Intergenic	L1_Mus3|LINE|L1	12970	NR_102366	107350	Mm.6381	NM_001177351	ENSMUSG00000075010	AW112010	-	expressed sequence AW112010	ncRNA
12424	chr7	79138836	79139460	+	0	NA	intron (NM_001045489, intron 6 of 8)	intron (NM_001045489, intron 6 of 8)	-8130	NM_178255	67666	Mm.178759	NM_178255	ENSMUSG00000030606	Hapln3	4930554N11Rik|Lpr3	hyaluronan and proteoglycan link protein 3	protein-coding
12089	chr19	9954900	9955734	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-25283	NR_073181	14319	Mm.1776	NM_010239	ENSMUSG00000024661	Fth1	FHC|Fth|HFt|MFH	ferritin heavy chain 1	protein-coding
12782	chr13	92638563	92639351	+	0	NA	intron (NM_172588, intron 1 of 11)	intron (NM_172588, intron 1 of 11)	27819	NM_172588	218442	Mm.297970	NM_172588	ENSMUSG00000021703	Serinc5	A130038L21Rik|AIGP3|C86123|TPO1	serine incorporator 5	protein-coding
13047	chr2	181410292	181410792	+	0	NA	TTS (NM_028125)	TTS (NM_028125)	13846	NM_027656	72147	Mm.486504	NM_027656	ENSMUSG00000027583	Zbtb46	2610019F01Rik|4933406L05Rik|BZEL|Btbd4	zinc finger and BTB domain containing 46	protein-coding
13698	chr10	117888954	117889454	+	0	NA	Intergenic	Intergenic	-36255	NR_045342	71067	Mm.410793	NR_045342		4933411E08Rik	-	RIKEN cDNA 4933411E08 gene	ncRNA
14898	chr16	22623566	22624066	+	0	NA	intron (NM_138650, intron 1 of 24)	intron (NM_138650, intron 1 of 24)	33415	NM_138650	110197	Mm.194986	NM_138650	ENSMUSG00000022861	Dgkg	2900055E17Rik|90kDa|AI854428|Dagk3|E430001K23Rik|mKIAA4131	diacylglycerol kinase, gamma	protein-coding
14442	chr3	95653117	95653617	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-5354	NM_008562	17210	Mm.1639	NM_008562	ENSMUSG00000038612	Mcl1	AW556805|Mcl-1	myeloid cell leukemia sequence 1	protein-coding
15115	chr1	134987481	134987981	+	0	NA	exon (NM_001033409, exon 18 of 18)	exon (NM_001033409, exon 18 of 18)	25166	NM_001278115	67196	Mm.284587	NM_026024	ENSMUSG00000026429	Ube2t	2700084L22Rik|C80607	ubiquitin-conjugating enzyme E2T (putative)	protein-coding
14857	chr13	24653398	24653898	+	0	NA	intron (NM_029679, intron 1 of 22)	intron (NM_029679, intron 1 of 22)	15000	NM_029679	193385	Mm.217319	NM_029679	ENSMUSG00000036006	Fam65b	-	family with sequence similarity 65, member B	protein-coding
15585	chr4	63866734	63867234	+	0	NA	Intergenic	Intergenic	-5700	NM_009403	21949	Mm.4664	NM_009403		Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding
14270	chr7	114464217	114464717	+	0	NA	intron (NM_011055, intron 1 of 15)	intron (NM_011055, intron 1 of 15)	49213	NM_011055	18576	Mm.430730	NM_011055		Pde3b	9830102A01Rik|AI847709	phosphodiesterase 3B, cGMP-inhibited	protein-coding
15642	chr11	32652194	32652694	+	0	NA	intron (NM_001271349, intron 1 of 11)	intron (NM_001271349, intron 1 of 11)	9889	NM_001271348	103583	Mm.28017	NM_134015	ENSMUSG00000020271	Fbxw11	2310065A07Rik|AA536858|BTRC2|BTRCP2|Fbxw1b|HOS	F-box and WD-40 domain protein 11	protein-coding
12469	chr6	53449113	53449767	+	0	NA	Intergenic	Intergenic	-123934	NM_172728	231991	Mm.321138	NM_172728	ENSMUSG00000053007	Creb5	Crebpa|D430026C09Rik	cAMP responsive element binding protein 5	protein-coding
15137	chr2	156868051	156868551	+	0	NA	intron (NM_026124, intron 2 of 3)	B2_Mm2|SINE|B2	5179	NM_026124	67388	Mm.29264	NM_026124	ENSMUSG00000027637	1110008F13Rik	AI316789	RIKEN cDNA 1110008F13 gene	protein-coding
13990	chr3	153077943	153078443	+	0	NA	Intergenic	Intergenic	73915	NR_108044	75001		NR_108044		4930482G09Rik	-	RIKEN cDNA 4930482G09 gene	ncRNA
13874	chr9	73086142	73086642	+	0	NA	intron (NM_001301230, intron 5 of 6)	B3A|SINE|B2	-16006	NM_025890	66991	Mm.471745	NM_025890	ENSMUSG00000092622	Khdc3	2410004A20Rik|AI467128|FILIA|OEEP48	KH domain containing 3, subcortical maternal complex member	protein-coding
12551	chr12	3453494	3453994	+	0	NA	intron (NM_001270988, intron 3 of 11)	intron (NM_001270988, intron 3 of 11)	26887	NM_001270988	75302	Mm.120475	NM_172421	ENSMUSG00000037486	Asxl2	4930556B16Rik|mKIAA1685	additional sex combs like 2 (Drosophila)	protein-coding
14068	chr16	55976916	55977416	+	0	NA	intron (NM_173026, intron 1 of 10)	T-rich|Low_complexity|Low_complexity	-2549	NR_027965	66391	Mm.472722	NM_133677		2310061J03Rik	-	RIKEN cDNA 2310061J03 gene	ncRNA
15315	chr19	59252935	59253435	+	0	NA	Intergenic	Intergenic	-7693	NM_172523	214084	Mm.268797	NM_172523	ENSMUSG00000025094	Slc18a2	1110037L13Rik|9330105E13|Vmat2	solute carrier family 18 (vesicular monoamine), member 2	protein-coding
13833	chr6	71157174	71157674	+	0	NA	Intergenic	Intergenic	-13044	NM_001033929	232078	Mm.37547	NM_178413	ENSMUSG00000054474	Thnsl2	BC051244|TSH2	threonine synthase-like 2 (bacterial)	protein-coding
13547	chr11	6393433	6393933	+	0	NA	Intergenic	ID2|SINE|ID	-1442	NM_001005867	52915	Mm.1144	NM_028601	ENSMUSG00000041164	Zmiz2	Zimp7	zinc finger, MIZ-type containing 2	protein-coding
13848	chr7	110936307	110936931	+	0	NA	intron (NM_010826, intron 1 of 19)	intron (NM_010826, intron 1 of 19)	9568	NM_010826	17540	Mm.250023	NM_010826	ENSMUSG00000005611	Mrvi1	BB115629|Irag|Ris1	MRV integration site 1	protein-coding
14505	chr7	80421739	80422239	+	0	NA	Intergenic	B1F|SINE|Alu	-16558	NM_001081454	18550	Mm.5241	NM_011046	ENSMUSG00000030530	Furin	9130404I01Rik|Fur|PACE|Pcsk3|SPC1	furin (paired basic amino acid cleaving enzyme)	protein-coding
13903	chr12	34907078	34907706	+	0	NA	intron (NM_001271386, intron 2 of 27)	CpG	9703	NM_001271386	79221	Mm.310551	NM_024124	ENSMUSG00000004698	Hdac9	AV022454|D030072B18Rik|HD7B|HD9|HDRP|Hdac7b|Mitr|mKIAA0744	histone deacetylase 9	protein-coding
13707	chr11	103359035	103359535	+	0	NA	TTS (NM_183288)	TTS (NM_183288)	4407	NM_183288	544817	Mm.259113	NM_133715	ENSMUSG00000034255	Arhgap27	2310069I04Rik|5730442P18Rik|Gm21552|Sh3d20	Rho GTPase activating protein 27	protein-coding
11410	chr10	45820956	45821456	+	0	NA	intron (NR_040624, intron 1 of 2)	intron (NR_040624, intron 1 of 2)	13502	NR_040624	320363	Mm.123343	NR_040624		D030045P18Rik	-	RIKEN cDNA D030045P18 gene	ncRNA
13544	chr10	93265195	93265829	+	0	NA	exon (NM_013508, exon 3 of 5)	exon (NM_013508, exon 3 of 5)	45647	NM_001282967	13713	Mm.4454	NM_013508	ENSMUSG00000008398	Elk3	D430049E23Rik|Erp|Etrp|Net|Sap-2	ELK3, member of ETS oncogene family	protein-coding
14789	chr8	122873683	122874183	+	0	NA	Intergenic	Intergenic	25559	NM_007662	12555	Mm.1976	NM_007662	ENSMUSG00000031962	Cdh15	AI323380|Cdh14|Mcad	cadherin 15	protein-coding
14419	chr2	92197649	92198149	+	0	NA	intron (NM_001109691, intron 2 of 18)	intron (NM_001109691, intron 2 of 18)	5922	NR_035480	100316756		NR_035480	miRBase:MI0009950	Mir1955	mmu-mir-1955	microRNA 1955	ncRNA
14403	chr1	170188262	170188762	+	0	NA	Intergenic	Intergenic	-13566	NM_133806	107652	Mm.27969	NM_133806	ENSMUSG00000026670	Uap1	AA420407|AA437972|AGX-1|AGX-2|AGX1|AgX|ESTM38|SPAG2	UDP-N-acetylglucosamine pyrophosphorylase 1	protein-coding
12464	chr4	133741237	133742005	+	0	NA	intron (NM_001080819, intron 1 of 19)	intron (NM_001080819, intron 1 of 19)	11990	NM_001080819	93760	Mm.22478	NM_001080819	ENSMUSG00000007880	Arid1a	1110030E03Rik|BAF250a|Osa1|Smarcf1	AT rich interactive domain 1A (SWI-like)	protein-coding
14955	chrX	167038137	167038773	+	0	NA	Intergenic	Intergenic	31915	NM_001101606	667794	Mm.302232	NM_001101606		Gm8817	EG667794	predicted gene 8817	protein-coding
12492	chr15	100019248	100019748	+	0	NA	Intergenic	Intergenic	-19166	NM_001159361	239667	Mm.243658	NM_172819	ENSMUSG00000023026	Dip2b	4932422C22|AI317237|AI854602|mKIAA1463	DIP2 disco-interacting protein 2 homolog B (Drosophila)	protein-coding
15455	chr10	123187869	123188369	+	0	NA	intron (NM_027604, intron 1 of 21)	RSINE1|SINE|B4	8804	NM_027604	14479	Mm.244209	NM_027604	ENSMUSG00000020124	Usp15	4921514G19Rik|AI327321|E430033I05Rik|Gcap18	ubiquitin specific peptidase 15	protein-coding
12753	chr6	31087787	31088287	+	0	NA	Intergenic	Intergenic	-24944	NR_029532	387223		NR_029532	miRBase:MI0000143	Mir29b-1	Mirn29b|Mirn29b-1	microRNA 29b-1	ncRNA
13892	chr11	51880666	51881166	+	0	NA	Intergenic	Intergenic	-23435	NM_199299	76901	Mm.259996	NM_199299	ENSMUSG00000020387	Jade2	1200017K05Rik|AI480685|Phf15|mKIAA0239	jade family PHD finger 2	protein-coding
13625	chr2	166979549	166980049	+	0	NA	intron (NM_001291160, intron 1 of 11)	B3|SINE|B2	-15082	NR_111895	20853	Mm.73276	NM_011490	ENSMUSG00000039536	Stau1	5830401L18Rik|AW549911|C85792|Stau	staufen (RNA binding protein) homolog 1 (Drosophila)	protein-coding
12868	chr1	159937975	159938475	+	0	NA	Intergenic	RSINE1|SINE|B4	-106155	NM_001162896	67647	Mm.171518	NM_001024470	ENSMUSG00000090394	4930523C07Rik	-	RIKEN cDNA 4930523C07 gene	protein-coding
11621	chr1	21271459	21271959	+	0	NA	Intergenic	(CCCA)n|Simple_repeat|Simple_repeat	26603	NR_002858	241041	Mm.290634	NR_002858	ENSMUSG00000025936	Gm4956	EG241041	predicted gene 4956	pseudo
15640	chr11	6673831	6674331	+	0	NA	intron (NM_019511, intron 1 of 2)	intron (NM_019511, intron 1 of 2)	-13845	NR_028586	100041311	Mm.388018	NR_028586	ENSMUSG00000086373	Gm11978	OTTMUSG00000005125|OTTMUSG00000005127	predicted gene 11978	pseudo
15168	chr5	72850936	72851436	+	0	NA	intron (NM_013689, intron 1 of 17)	intron (NM_013689, intron 1 of 17)	17262	NM_001113461	21682	Mm.319581	NM_013689	ENSMUSG00000029217	Tec	-	tec protein tyrosine kinase	protein-coding
12017	chr9	106752010	106752510	+	0	NA	intron (NM_030730, intron 2 of 21)	intron (NM_030730, intron 2 of 21)	36953	NM_030730	81000	Mm.246689	NM_030730	ENSMUSG00000040661	Rad54l2	Arip4|D130058C05|G630026H09Rik|Srisnf2l	RAD54 like 2 (S. cerevisiae)	protein-coding
13010	chr16	3722653	3723303	+	0	NA	Intergenic	Intergenic	-4854	NM_001161790	54483	Mm.143718	NM_019453	ENSMUSG00000022534	Mefv	FMF|TRIM20|pyrin	Mediterranean fever	protein-coding
12270	chr2	3764166	3764666	+	0	NA	intron (NM_025626, intron 1 of 3)	intron (NM_025626, intron 1 of 3)	50958	NM_025626	66540	Mm.277864	NM_025626	ENSMUSG00000026655	Fam107b	3110001A13Rik|AA589595|AA959793|AI132312	family with sequence similarity 107, member B	protein-coding
14903	chr16	51698804	51699304	+	0	NA	Intergenic	Intergenic	-332495	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding
12390	chr15	36361752	36362252	+	0	NA	Intergenic	IMPB_01|Satellite|Satellite	-78855	NM_013923	30945	Mm.5181	NM_013923	ENSMUSG00000022280	Rnf19a	AA032313|Dorfin|Rnf19|UIP117|Ubce7ip2|XYbp	ring finger protein 19A	protein-coding
15248	chr11	100926622	100927122	+	0	NA	intron (NM_213659, intron 1 of 23)	ID_B1|SINE|B4	12639	NM_213659	20848	Mm.249934	NM_011486	ENSMUSG00000004040	Stat3	1110034C02Rik|AW109958|Aprf	signal transducer and activator of transcription 3	protein-coding
15074	chr15	73617073	73617573	+	0	NA	intron (NM_001033219, intron 1 of 7)	intron (NM_001033219, intron 1 of 7)	7421	NM_001033219	106068	Mm.212813	NM_001033219	ENSMUSG00000079020	Slc45a4	9330175B01Rik|AW552276	solute carrier family 45, member 4	protein-coding
12406	chr1	74098381	74099007	+	0	NA	intron (NM_001289895, intron 1 of 32)	CpG	25753	NM_027884	21961	Mm.309975	NM_027884	ENSMUSG00000055322	Tns1	1110018I21Rik|1200014E20Rik|AI648117|E030018G17Rik|E030037J05Rik|Tns	tensin 1	protein-coding
14522	chr8	123981382	123981882	+	0	NA	intron (NM_019552, intron 1 of 12)	intron (NM_019552, intron 1 of 12)	1490	NM_019552	56199	Mm.274243	NM_019552	ENSMUSG00000031974	Abcb10	Abc-me|Abcb12	ATP-binding cassette, sub-family B (MDR/TAP), member 10	protein-coding
15154	chr4	31932384	31932884	+	0	NA	Intergenic	Intergenic	-31473	NM_009316	26409	Mm.258589	NM_009316	ENSMUSG00000028284	Map3k7	B430101B05|C87327|Tak1	mitogen-activated protein kinase kinase kinase 7	protein-coding
15432	chr9	42425141	42425641	+	0	NA	intron (NM_173038, intron 7 of 7)	Lx8|LINE|L1	-25462	NM_009347	21683	Mm.42209	NM_009347	ENSMUSG00000037705	Tecta	Tctna	tectorin alpha	protein-coding
13991	chr4	7358437	7358937	+	0	NA	Intergenic	Lx8b|LINE|L1	-202001	NR_040645	71510	Mm.410775	NR_040645	ENSMUSG00000086070	8430436N08Rik	-	RIKEN cDNA 8430436N08 gene	ncRNA
11463	chr6	145853335	145854017	+	0	NA	Intergenic	Intergenic	11744	NM_001271768	79362	Mm.154529	NM_024469	ENSMUSG00000030256	Bhlhe41	6430520M22Rik|Bhlhb2l|Bhlhb3|DEC2|Sharp1	basic helix-loop-helix family, member e41	protein-coding
14512	chr8	14011072	14011572	+	0	NA	Intergenic	Intergenic	-36545	NM_173744	72148	Mm.5727	NM_173744	ENSMUSG00000050052	Tdrp	2610019F03Rik	testis development related protein	protein-coding
15400	chr5	134101870	134102370	+	0	NA	intron (NM_030719, intron 1 of 8)	intron (NM_030719, intron 1 of 8)	2372	NM_030719	80909	Mm.45218	NM_030719		Gatsl2	7530428J21Rik|AW742413|Gats|Gatsl1	GATS protein-like 2	protein-coding
13755	chrX	18214474	18215102	+	0	NA	intron (NM_009483, intron 4 of 28)	intron (NM_009483, intron 4 of 28)	52121	NM_009483	22289	Mm.257498	NM_009483	ENSMUSG00000037369	Kdm6a	Utx	lysine (K)-specific demethylase 6A	protein-coding
14655	chr1	120596719	120597219	+	0	NA	Intergenic	Intergenic	-5518	NM_010133	13798	Mm.2657	NM_010133		En1	En-1|Mo-en.1	engrailed 1	protein-coding
13940	chr15	103182076	103182576	+	0	NA	Intergenic	CpG	-13485	NR_030558	100124494		NR_030558	miRBase:MI0005496	Mir421	Mirn421|mmu-mir-421	microRNA 421	ncRNA
14300	chr10	61341141	61341641	+	0	NA	intron (NM_013753, intron 15 of 19)	intron (NM_013753, intron 15 of 19)	42132	NM_013753	27355	Mm.269699	NM_013753	ENSMUSG00000020092	Pald1	MMPAL|Pald|mKIAA1274	phosphatase domain containing, paladin 1	protein-coding
12877	chr3	89132731	89133363	+	0	NA	Intergenic	Intergenic	-3095	NM_013631	18770	Mm.383180	NM_013631	ENSMUSG00000041237	Pklr	Pk-1|Pk1|R-PK	pyruvate kinase liver and red blood cell	protein-coding
13756	chrX	50599459	50599959	+	0	NA	intron (NR_026976, intron 9 of 23)	intron (NR_026976, intron 9 of 23)	35549	NR_026976	103012	Mm.482523	NR_015505		Firre	5830467J12Rik|6720401G13Rik|AW048145	functional intergenic repeating RNA element	ncRNA
14630	chr18	54294511	54295011	+	0	NA	Intergenic	RLTR53_Mm|LTR|ERVK	-127534	NR_040338	77433	Mm.159919	NR_040338		Redrum	9430076G02Rik	Redrum, erythroid developmental long intergenic non-protein coding transcript	ncRNA
14006	chr6	73039076	73039730	+	0	NA	intron (NM_001164669, intron 65 of 76)	intron (NM_001164669, intron 65 of 76)	-80655	NM_001190327	19240	Mm.3532	NM_025284	ENSMUSG00000079523	Tmsb10	Ptmb10|Tb10	thymosin, beta 10	protein-coding
13768	chr1	125419568	125420068	+	0	NA	intron (NM_001205385, intron 2 of 12)	intron (NM_001205385, intron 2 of 12)	15909	NM_001205386	74117	Mm.183102	NM_023735	ENSMUSG00000026341	Actr3	1200003A09Rik|Arp3	ARP3 actin-related protein 3	protein-coding
14866	chr13	63558119	63558619	+	0	NA	intron (NM_008957, intron 2 of 22)	intron (NM_008957, intron 2 of 22)	7151	NM_008957	19206	Mm.228798	NM_008957	ENSMUSG00000021466	Ptch1	A230106A15Rik|Ptc|Ptc1|Ptch|mes	patched homolog 1	protein-coding
13426	chr6	54705786	54706286	+	0	NA	Intergenic	Intergenic	24412	NM_001289740	68235	Mm.233860	NM_026629	ENSMUSG00000038065	Mturn	2410066E13Rik|AI448550|B230212L03Rik	maturin, neural progenitor differentiation regulator homolog (Xenopus)	protein-coding
13914	chr13	46592424	46592924	+	0	NA	intron (NM_026056, intron 4 of 12)	intron (NM_026056, intron 4 of 12)	-76848	NM_001033192	97863	Mm.275934	NM_001033192	ENSMUSG00000069237	C78339	-	expressed sequence C78339	protein-coding
