PeakID (cmd=annotatePeaks.pl enhancers_only_no_peptide.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
8859	chr16	94643121	94643621	+	0	NA	intron (NM_007890, intron 2 of 11)	intron (NM_007890, intron 2 of 11)	72464	NM_001113389	13548	Mm.310973	NM_007890	ENSMUSG00000022897	Dyrk1a	2310043O08Rik|D16Ertd272e|D16Ertd493e|Dyrk|ENSMUSG00000074897|Gm10783|Mnbh|Mp86|mmb	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	protein-coding
8761	chr8	33308241	33308741	+	0	NA	intron (NM_001122822, intron 16 of 33)	intron (NM_001122822, intron 16 of 33)	77036	NM_001122822	22427	Mm.228805	NM_011721	ENSMUSG00000031583	Wrn	AI846146	Werner syndrome homolog (human)	protein-coding
7624	chr15	58893499	58893999	+	0	NA	intron (NM_175151, intron 11 of 11)	intron (NM_175151, intron 11 of 11)	4520	NM_175226	75841	Mm.4537	NM_175226	ENSMUSG00000037075	Rnf139	4930555P18Rik	ring finger protein 139	protein-coding
5608	chr13	30147612	30148112	+	0	NA	intron (NM_153546, intron 1 of 12)	intron (NM_153546, intron 1 of 12)	11372	NM_153546	218121	Mm.89682	NM_153546	ENSMUSG00000038732	Mboat1	9130215M02Rik|BC023845|LPEAT1|Moact1|Oact1	membrane bound O-acyltransferase domain containing 1	protein-coding
8303	chr7	78452358	78452858	+	0	NA	intron (NM_008746, intron 9 of 16)	intron (NM_008746, intron 9 of 16)	125230	NM_182809	18213	Mm.33496	NM_008746		Ntrk3	AW125844|Ntrk3_tv3|TrkC	neurotrophic tyrosine kinase, receptor, type 3	protein-coding
6449	chr11	31726176	31726676	+	0	NA	Intergenic	Intergenic	-54564	NM_001024919	69556	Mm.34183	NM_001024919	ENSMUSG00000044502	Bod1	2310022M17Rik|BOD2.1|Fam44b	biorientation of chromosomes in cell division 1	protein-coding
5821	chr3	9942526	9943026	+	0	NA	Intergenic	Intergenic	-69809	NM_010634	16592	Mm.741	NM_010634	ENSMUSG00000027533	Fabp5	E-FABP|Fabpe|Klbp|PA-FABP|mal1	fatty acid binding protein 5, epidermal	protein-coding
5458	chr17	12861927	12862427	+	0	NA	intron (NM_008552, intron 3 of 8)	intron (NM_008552, intron 3 of 8)	5966	NM_008552	17171	Mm.425994	NM_008552	ENSMUSG00000068037	Mas1	Mas-1|Mgra	MAS1 oncogene	protein-coding
6585	chr2	71878070	71878702	+	0	NA	intron (NM_172665, intron 2 of 10)	intron (NM_172665, intron 2 of 10)	5162	NM_172665	228026	Mm.34411	NM_172665	ENSMUSG00000006494	Pdk1	B830012B01|D530020C15Rik	pyruvate dehydrogenase kinase, isoenzyme 1	protein-coding
7585	chr13	83729648	83730148	+	0	NA	intron (NR_015561, intron 1 of 3)	intron (NR_015561, intron 1 of 3)	1792	NR_015561	320203	Mm.245636	NM_177100	ENSMUSG00000050334	C130071C03Rik	2810449C10Rik	RIKEN cDNA C130071C03 gene	ncRNA
7821	chr7	123397139	123397639	+	0	NA	intron (NM_025304, intron 1 of 10)	MTE2b|LTR|ERVL-MaLR	19407	NM_025304	30949	Mm.260527	NM_025304	ENSMUSG00000030763	Lcmt1	AL033290|LCMT-1|Lcmt	leucine carboxyl methyltransferase 1	protein-coding
3847	chr16	33698197	33698957	+	0	NA	intron (NM_175256, intron 1 of 14)	L1MB4|LINE|L1	14111	NM_175256	77446	Mm.245741	NM_172934	ENSMUSG00000075254	Heg1	4632417D23Rik|5530401I02Rik|9530025L16Rik|BC038614|Gm629|OTTMUSG00000027315	HEG homolog 1 (zebrafish)	protein-coding
8349	chr9	122287551	122288051	+	0	NA	intron (NM_133979, intron 1 of 12)	intron (NM_133979, intron 1 of 12)	6622	NM_001271873	102566	Mm.87676	NM_133979	ENSMUSG00000037949	Ano10	AI604832|Tmem16k	anoctamin 10	protein-coding
7146	chr7	140312279	140312779	+	0	NA	Intergenic	Intergenic	-10172	NM_146956	258958	Mm.347648	NM_146956	ENSMUSG00000061489	Olfr525	MOR251-2	olfactory receptor 525	protein-coding
7714	chr1	153852388	153852888	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-1443	NM_178243	240817	Mm.439405	NM_178243	ENSMUSG00000045968	5830403L16Rik	AJ554213|Me9|e92	RIKEN cDNA 5830403L16 gene	protein-coding
8444	chr17	25282391	25282891	+	0	NA	Intergenic	Intergenic	-8331	NM_011665	22196	Mm.240044	NM_011665		Ube2i	5830467E05Rik|F830028O17Rik|UBC9|Ubce2i|Ubce9	ubiquitin-conjugating enzyme E2I	protein-coding
4873	chr6	91979535	91980217	+	0	NA	Intergenic	Intergenic	-7234	NM_172731	232237	Mm.295740	NM_172731	ENSMUSG00000034037	Fgd5	C330025N11Rik|ZFYVE23|mFLJ00274	FYVE, RhoGEF and PH domain containing 5	protein-coding
4987	chr5	118644868	118645368	+	0	NA	intron (NM_172424, intron 2 of 30)	intron (NM_172424, intron 2 of 30)	84399	NM_172424	76199	Mm.206238	NM_172424	ENSMUSG00000018076	Med13l	2210413I17Rik|6330591G05Rik|9030618F05Rik|Thrap2|Trap240L|mKIAA1025	mediator complex subunit 13-like	protein-coding
6524	chr17	51894225	51894725	+	0	NA	intron (NR_045095, intron 1 of 2)	B3|SINE|B2	11748	NR_045095	100504169	Mm.417731	NR_045095		Gm20098	-	predicted gene, 20098	ncRNA
8668	chr1	13325412	13325912	+	0	NA	intron (NM_001077695, intron 1 of 21)	intron (NM_001077695, intron 1 of 21)	48421	NM_008678	17978	Mm.2537	NM_008678	ENSMUSG00000005886	Ncoa2	9530095N19|D1Ertd433e|GRIP-1|Grip1|KAT13C|SRC-2|TIF-2|TIF2|bHLHe75	nuclear receptor coactivator 2	protein-coding
3993	chr8	127815140	127815766	+	0	NA	Intergenic	Intergenic	462772	NR_105822	102465212		NR_105822	miRBase:MI0021932	Mir21c	mmu-mir-21c	microRNA mir-21c	ncRNA
5052	chr13	92986920	92987420	+	0	NA	Intergenic	Intergenic	-86134	NR_036451	100502942	Mm.441946	NM_177623		Gm4814	C920025J10|EG218444	predicted gene 4814	ncRNA
7792	chr6	39325696	39326196	+	0	NA	Intergenic	Intergenic	51761	NM_028123	72144	Mm.482167	NM_028123	ENSMUSG00000029924	Slc37a3	2610507O21Rik|AU044904	solute carrier family 37 (glycerol-3-phosphate transporter), member 3	protein-coding
5879	chr9	58537589	58538387	+	0	NA	intron (NM_133983, intron 1 of 6)	intron (NM_133983, intron 1 of 6)	2952	NM_133983	102657	Mm.5356	NM_133983	ENSMUSG00000035914	Cd276	6030411F23Rik|AU016588|B7RP-2|B7h3	CD276 antigen	protein-coding
7831	chr8	105609053	105609553	+	0	NA	intron (NM_001081241, intron 1 of 21)	intron (NM_001081241, intron 1 of 21)	4074	NM_001081241	75687	Mm.41261	NM_001081241	ENSMUSG00000038604	Fam65a	2310066E14Rik|AI837433	family with sequence similarity 65, member A	protein-coding
8844	chr15	39256364	39256864	+	0	NA	intron (NM_001256383, intron 1 of 25)	L1Md_F2|LINE|L1	58328	NM_053271	116838	Mm.309296	NM_053271		Rims2	2810036I15Rik|AW048769|RIM2|Rab3ip2|Rim2(+40A)|Rim2(+44A)|Rim2(+4A)|Serg2|Syt3-rs|mKIAA0751	regulating synaptic membrane exocytosis 2	protein-coding
8815	chr12	117850946	117851446	+	0	NA	intron (NM_146040, intron 1 of 9)	intron (NM_146040, intron 1 of 9)	7335	NM_146040	217946	Mm.281149	NM_146040	ENSMUSG00000021175	Cdca7l	BC006933|JPO2	cell division cycle associated 7 like	protein-coding
8442	chr17	10303972	10304472	+	0	NA	intron (NM_001159516, intron 1 of 6)	intron (NM_001159516, intron 1 of 6)	15139	NM_001159517	19317	Mm.130694	NM_021881	ENSMUSG00000062078	Qk	1110003F05Rik|1500005P18|QkI|l(17)-1Wis|l17Wis1	quaking	protein-coding
8950	chr14	78649801	78650301	+	0	NA	intron (NM_001081336, intron 3 of 28)	L2|LINE|L2	-5600	NR_104044	380921	Mm.89591	NM_001081336	ENSMUSG00000034731	Dgkh	5930402B05Rik|D130015C16	diacylglycerol kinase, eta	protein-coding
8699	chr3	88527746	88528246	+	0	NA	Intergenic	Intergenic	-4399	NM_001029890	72640	Mm.275154	NM_001029890	ENSMUSG00000074480	Mex3a	2700083E18Rik|Gm411|Rkhd4	mex3 homolog A (C. elegans)	protein-coding
7633	chr15	80006247	80006747	+	0	NA	intron (NM_011057, intron 1 of 6)	intron (NM_011057, intron 1 of 6)	-7471	NR_106072	102465699		NR_106072		Mir7213	mmu-mir-7213	microRNA mir-7213	ncRNA
7103	chr5	98032381	98032881	+	0	NA	Intergenic	Lx8|LINE|L1	-1669	NM_133738	71914	Mm.24842	NM_133738		Antxr2	2310046B19Rik|AW561899|CMG-2|CMG2|cI-35	anthrax toxin receptor 2	protein-coding
5784	chr18	55680492	55680992	+	0	NA	Intergenic	Intergenic	-690562	NM_175751	269023	Mm.192984	NM_175751	ENSMUSG00000052713	Zfp608	4932417D18Rik|D430007A19Rik|Znf608	zinc finger protein 608	protein-coding
8145	chr17	31087373	31087873	+	0	NA	intron (NM_009593, intron 2 of 14)	intron (NM_009593, intron 2 of 14)	29929	NM_009593	11307	Mm.15691	NM_009593		Abcg1	AW413978|Abc8|White	ATP-binding cassette, sub-family G (WHITE), member 1	protein-coding
8095	chr10	118665660	118666160	+	0	NA	Intergenic	Lx3_Mus|LINE|L1	-109385	NR_104123	103214	Mm.30529	NR_104123		Tmevpg1	AI447422	Theiler's murine encephalomyelitis virus persistence candidate gene 1	ncRNA
5905	chr12	70074903	70075403	+	0	NA	intron (NM_001286079, intron 4 of 28)	intron (NM_001286079, intron 4 of 28)	27701	NM_001081453	18080	Mm.244047	NM_008697	ENSMUSG00000021068	Nin	3110068G20Rik|AI385615|AU024711|mKIAA1565	ninein	protein-coding
7960	chr18	11941235	11941735	+	0	NA	intron (NM_022021, intron 8 of 8)	intron (NM_022021, intron 8 of 8)	-101047	NR_035447	100316686		NR_035447	miRBase:MI0008328	Mir1901	Mirn1901|mmu-mir-1901	microRNA 1901	ncRNA
5825	chr3	101541532	101542032	+	0	NA	Intergenic	Intergenic	62925	NM_144900	11928	Mm.280103	NM_144900	ENSMUSG00000033161	Atp1a1	Atpa-1|BC010319	ATPase, Na+/K+ transporting, alpha 1 polypeptide	protein-coding
5989	chr2	172851502	172852312	+	0	NA	Intergenic	Intergenic	88414	NM_007557	12162	Mm.595	NM_007557	ENSMUSG00000008999	Bmp7	OP1	bone morphogenetic protein 7	protein-coding
7622	chr15	37783792	37784292	+	0	NA	intron (NM_134094, intron 1 of 6)	intron (NM_134094, intron 1 of 6)	7958	NM_001170866	52589	Mm.283370	NM_134094	ENSMUSG00000051359	Ncald	AI848120|D030020D09Rik|D15Ertd412e	neurocalcin delta	protein-coding
6349	chr3	21597749	21598249	+	0	NA	Intergenic	Intergenic	-478653	NM_030732	81004	Mm.202966	NM_030732	ENSMUSG00000027630	Tbl1xr1	8030499H02Rik|A630076E03Rik|AW539987|C21|C230089I12Rik|DC42|Ira1|TBLR1	transducin (beta)-like 1X-linked receptor 1	protein-coding
7993	chr1	119469299	119469799	+	0	NA	TTS (NM_022327)	TTS (NM_022327)	35233	NM_022327	64143	Mm.27832	NM_022327	ENSMUSG00000004451	Ralb	5730472O18Rik	v-ral simian leukemia viral oncogene homolog B (ras related)	protein-coding
8737	chr6	70796429	70796929	+	0	NA	Intergenic	Intergenic	-4504	NM_009075	19895	Mm.17905	NM_009075	ENSMUSG00000053604	Rpia	RPI	ribose 5-phosphate isomerase A	protein-coding
6472	chr12	111035061	111035711	+	0	NA	Intergenic	Intergenic	-4412	NM_198023	217864	Mm.23808	NM_198023	ENSMUSG00000037896	Rcor1	5730409O11|6720480E22Rik|AU042633|D12Wsu95e|Rocr1|mKIAA0071	REST corepressor 1	protein-coding
6901	chr6	143684167	143684667	+	0	NA	Intergenic	Intergenic	-33129	NR_045732	73425	Mm.417844	NR_045732	ENSMUSG00000086887	1700060C16Rik	-	RIKEN cDNA 1700060C16 gene	ncRNA
5140	chr8	106623070	106623570	+	0	NA	intron (NM_009864, intron 2 of 15)	intron (NM_009864, intron 2 of 15)	19952	NM_009864	12550	Mm.35605	NM_009864	ENSMUSG00000000303	Cdh1	AA960649|E-cad|Ecad|L-CAM|UVO|Um	cadherin 1	protein-coding
7085	chr4	6688542	6689042	+	0	NA	intron (NM_145711, intron 8 of 8)	intron (NM_145711, intron 8 of 8)	-234521	NM_010945	18201	Mm.3059	NM_010945	ENSMUSG00000028245	Nsmaf	AA959567|C630007J05|Fan	neutral sphingomyelinase (N-SMase) activation associated factor	protein-coding
6885	chr6	30246241	30246741	+	0	NA	intron (NM_009459, intron 3 of 6)	intron (NM_009459, intron 3 of 6)	-2688	NM_001169577	22214	Mm.332967	NM_009459	ENSMUSG00000039159	Ube2h	1500009C23Rik|AI181839|AI326965|AI462483|AW227540|E2-20K|Gid3|N28148|Ubc8	ubiquitin-conjugating enzyme E2H	protein-coding
8269	chr5	144945964	144946464	+	0	NA	intron (NM_029438, intron 1 of 17)	intron (NM_029438, intron 1 of 17)	19616	NM_001038627	75788	Mm.27735	NM_029438	ENSMUSG00000038780	Smurf1	4930431E10Rik|mKIAA1625	SMAD specific E3 ubiquitin protein ligase 1	protein-coding
8067	chr8	117531922	117532422	+	0	NA	intron (NM_172285, intron 2 of 32)	intron (NM_172285, intron 2 of 32)	33881	NM_172285	234779	Mm.192699	NM_172285	ENSMUSG00000034330	Plcg2	PLCgamma2|Plcg-2	phospholipase C, gamma 2	protein-coding
8170	chrX	159753895	159754395	+	0	NA	intron (NM_021389, intron 1 of 16)	Lx|LINE|L1	45544	NR_110970	58194	Mm.286495	NM_021389	ENSMUSG00000040990	Sh3kbp1	1200007H22Rik|1700125L08Rik|5830464D22Rik|AI447724|IN85|Ruk|Seta	SH3-domain kinase binding protein 1	protein-coding
6687	chr8	105390481	105391109	+	0	NA	intron (NM_001301173, intron 6 of 15)	intron (NM_001301173, intron 6 of 15)	15414	NM_001081333	102075	Mm.32034	NM_175321	ENSMUSG00000014782	Plekhg4	4931414L13Rik|AI448583|mFLJ00068	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	protein-coding
8967	chr4	106680839	106681339	+	0	NA	intron (NM_001126487, intron 23 of 23)	intron (NM_001126487, intron 23 of 23)	-2145	NM_028209	72354	Mm.25806	NM_028209	ENSMUSG00000025413	Ttc4	2810002P21Rik|AF007005|L62	tetratricopeptide repeat domain 4	protein-coding
5873	chr8	119786404	119786904	+	0	NA	Intergenic	T-rich|Low_complexity|Low_complexity	-8238	NM_028883	74347	Mm.358759	NM_028883	ENSMUSG00000034105	Tldc1	4632415K11Rik|Kiaa1609	TBC/LysM associated domain containing 1	protein-coding
4791	chr12	111905006	111905684	+	0	NA	intron (NM_011625, intron 1 of 16)	MT2B|LTR|ERVL	2710	NM_011625	21981	Mm.313076	NM_011625	ENSMUSG00000021285	Ppp1r13b	AI449786|ASPP1|AW545810|Tp53bp2|Trp53bp2|p85	protein phosphatase 1, regulatory (inhibitor) subunit 13B	protein-coding
8820	chr13	48860340	48860840	+	0	NA	intron (NM_011078, intron 1 of 21)	intron (NM_011078, intron 1 of 21)	10295	NM_011078	18676	Mm.486213	NM_011078	ENSMUSG00000038025	Phf2	GRC5	PHD finger protein 2	protein-coding
5828	chr3	148958772	148959272	+	0	NA	Intergenic	Intergenic	-4387	NM_001081298	99633	Mm.9776	NM_001081298	ENSMUSG00000028184	Lphn2	AI450192|Gm619|Lec1|Lphh1|mKIAA0786	latrophilin 2	protein-coding
5276	chr7	137288828	137289466	+	0	NA	intron (NM_001113415, intron 6 of 15)	intron (NM_001113415, intron 6 of 15)	25298	NM_010096	13593	Mm.258708	NM_010096	ENSMUSG00000010476	Ebf3	3110018A08Rik|O/E-2|mKIAA4201	early B cell factor 3	protein-coding
3413	chr11	100826747	100827505	+	0	NA	intron (NM_001113563, intron 1 of 18)	intron (NM_001113563, intron 1 of 18)	-4556	NM_011489	20851	Mm.34064	NM_011489	ENSMUSG00000020919	Stat5b	-	signal transducer and activator of transcription 5B	protein-coding
8773	chr8	122317815	122318315	+	0	NA	intron (NM_009569, intron 3 of 9)	intron (NM_009569, intron 3 of 9)	35924	NM_009569	22761	Mm.3105	NM_009569	ENSMUSG00000049577	Zfpm1	FOG|Fog1	zinc finger protein, multitype 1	protein-coding
8373	chr11	94945277	94945777	+	0	NA	exon (NM_007742, exon 31 of 51)	exon (NM_007742, exon 31 of 51)	9257	NM_007742	12842	Mm.277735	NM_007742		Col1a1	Col1a-1|Cola-1|Cola1|Mov-13|Mov13	collagen, type I, alpha 1	protein-coding
6940	chr11	53799716	53800216	+	0	NA	intron (NR_033332, intron 3 of 3)	LTR48B|LTR|ERV1	29493	NM_001159396	16362	Mm.105218	NM_008390	ENSMUSG00000018899	Irf1	AU020929|Irf-1	interferon regulatory factor 1	protein-coding
8316	chr7	142025794	142026294	+	0	NA	intron (NM_028308, intron 1 of 4)	intron (NM_028308, intron 1 of 4)	33865	NR_037291	100526509		NR_037291		Mir3104	mmu-mir-3104	microRNA 3104	ncRNA
4395	chr19	47454484	47455496	+	0	NA	intron (NM_008018, intron 1 of 14)	intron (NM_008018, intron 1 of 14)	9421	NM_001164717	14218	Mm.127560	NM_008018	ENSMUSG00000053617	Sh3pxd2a	2310014D11Rik|AA589508|AI256723|AI413738|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5	SH3 and PX domains 2A	protein-coding
8777	chr9	67886644	67887144	+	0	NA	intron (NM_177184, intron 16 of 84)	intron (NM_177184, intron 16 of 84)	46498	NM_177184	320528	Mm.241454	NM_177184	ENSMUSG00000035284	Vps13c	AI552542|AV026040|C230055H22Rik|W51662|chorein	vacuolar protein sorting 13C (yeast)	protein-coding
7976	chr19	56815966	56816602	+	0	NA	Intergenic	Intergenic	-2601	NM_170757	213993	Mm.469677	NM_170757	ENSMUSG00000035173	Ccdc186	1810028B20Rik|A630007B06Rik|AI159700|Otg1	coiled-coil domain containing 186	protein-coding
4906	chr11	5429731	5430231	+	0	NA	intron (NM_001080924, intron 1 of 8)	intron (NM_001080924, intron 1 of 8)	14866	NM_001080924	407821	Mm.216313	NM_001080924	ENSMUSG00000041961	Znrf3	Gm1167	zinc and ring finger 3	protein-coding
8742	chr6	115987093	115987593	+	0	NA	intron (NM_026376, intron 1 of 35)	intron (NM_026376, intron 1 of 35)	7662	NM_026376	67784	Mm.3085	NM_026376	ENSMUSG00000030123	Plxnd1	6230425C21Rik|b2b1863Clo|b2b553Clo	plexin D1	protein-coding
8842	chr15	10588876	10589376	+	0	NA	intron (NM_030690, intron 11 of 17)	intron (NM_030690, intron 11 of 17)	-11167	NR_033541	100038608	Mm.450744	NR_033541		Gm10389	ENSMUSG00000072658	predicted gene 10389	ncRNA
3919	chr12	28807110	28808036	+	0	NA	intron (NM_201357, intron 3 of 8)	Charlie1b|DNA|hAT-Charlie	55745	NM_201357	380752	Mm.273724	NM_201357	ENSMUSG00000036613	Tssc1	D12Ertd604e	tumor suppressing subtransferable candidate 1	protein-coding
6797	chr17	5097549	5098049	+	0	NA	intron (NM_001085355, intron 3 of 19)	intron (NM_001085355, intron 3 of 19)	102725	NM_001085355	239985	Mm.133401	NM_001085355	ENSMUSG00000069729	Arid1b	8030481M12|9330189K18Rik|AI836955|Ardi1b|B230217J03Rik|mKIAA1235	AT rich interactive domain 1B (SWI-like)	protein-coding
7258	chr17	4945605	4946105	+	0	NA	Intergenic	Intergenic	-49219	NM_001085355	239985	Mm.133401	NM_001085355	ENSMUSG00000069729	Arid1b	8030481M12|9330189K18Rik|AI836955|Ardi1b|B230217J03Rik|mKIAA1235	AT rich interactive domain 1B (SWI-like)	protein-coding
7982	chrX	101241423	101241923	+	0	NA	Intergenic	Intergenic	-12855	NM_018789	54601	Mm.240299	NM_018789	ENSMUSG00000042903	Foxo4	Afxh|Mllt7|afx	forkhead box O4	protein-coding
8568	chr7	96643887	96644387	+	0	NA	intron (NM_011858, intron 5 of 32)	intron (NM_011858, intron 5 of 32)	157412	NR_045874	791381	Mm.402112	NR_045874	ENSMUSG00000053049	Gm15413	ENSMUSG00000053049|OTTMUSG00000021246	predicted gene 15413	ncRNA
7875	chr11	117475410	117475910	+	0	NA	Intergenic	Intergenic	-135587	NR_015489	78403	Mm.212543	NR_015489		2900041M22Rik	-	RIKEN cDNA 2900041M22 gene	ncRNA
6561	chr1	80646831	80647331	+	0	NA	intron (NM_001285927, intron 2 of 55)	intron (NM_001285927, intron 2 of 55)	18271	NM_001285927	210293	Mm.133473	NM_175291	ENSMUSG00000038608	Dock10	9330153B10Rik|A630054M16Rik|Jr4|Jr5|R75174|ZIZ3|Zizimin3|mKIAA0694	dedicator of cytokinesis 10	protein-coding
7616	chr15	5262957	5263457	+	0	NA	Intergenic	Intergenic	-19020	NM_008965	19219	Mm.18509	NM_008965	ENSMUSG00000039942	Ptger4	EP4|Ptgerep4	prostaglandin E receptor 4 (subtype EP4)	protein-coding
8621	chr12	99347283	99347783	+	0	NA	intron (NM_183186, intron 2 of 5)	intron (NM_183186, intron 2 of 5)	102541	NM_183186	71375	Mm.341972	NM_183186	ENSMUSG00000033713	Foxn3	5430426H20Rik|AA589593|AW556347|Ches1|Ches1l|HTLFL1	forkhead box N3	protein-coding
4758	chr6	99658522	99659022	+	0	NA	intron (NM_025829, intron 1 of 6)	MIR|SINE|MIR	7999	NM_025829	66892	Mm.32889	NM_025829	ENSMUSG00000093661	Eif4e3	1300018P11Rik|AI451927|eIF4E-3	eukaryotic translation initiation factor 4E member 3	protein-coding
1136	chr2	132691904	132693922	+	0	NA	intron (NM_028637, intron 2 of 2)	RSINE1|SINE|B4	2630	NM_028637	73747	Mm.284114	NM_028637	ENSMUSG00000044991	1110034G24Rik	-	RIKEN cDNA 1110034G24 gene	protein-coding
2943	chr11	11738655	11739819	+	0	NA	intron (NM_009578, intron 3 of 6)	intron (NM_009578, intron 3 of 6)	53024	NM_009578	22778	Mm.103545	NM_009578	ENSMUSG00000018654	Ikzf1	5832432G11Rik|Ikaros|LyF-1|Zfpn1a1|Znfn1a1|hlk-1|mKIAA4227	IKAROS family zinc finger 1	protein-coding
7672	chr17	84022268	84022768	+	0	NA	Intergenic	Intergenic	-56142	NR_045458	74473	Mm.399575	NR_045458		4933433H22Rik	-	RIKEN cDNA 4933433H22 gene	ncRNA
6723	chr10	84516277	84516777	+	0	NA	Intergenic	Intergenic	17361	NM_175451	216197	Mm.334999	NM_175451	ENSMUSG00000046841	Ckap4	5630400A09Rik|CLIMP-63|P63	cytoskeleton-associated protein 4	protein-coding
8369	chr11	79662182	79662682	+	0	NA	intron (NM_175543, intron 3 of 14)	intron (NM_175543, intron 3 of 14)	12654	NR_045898	72218	Mm.443271	NR_045898	ENSMUSG00000086569	Rab11fip4os2	1700020F10Rik|4930542H20Rik|Rab11fib4os2	RAB11 family interacting protein 4 (class II), opposite strand 2	ncRNA
6094	chr11	96475251	96475751	+	0	NA	intron (NM_001177898, intron 1 of 10)	(TTA)n|Simple_repeat|Simple_repeat	10910	NM_001033186	78473	Mm.395840	NM_001033186	ENSMUSG00000057058	Skap1	1700091G21Rik|Scap1|Skap-55	src family associated phosphoprotein 1	protein-coding
8426	chr15	80596654	80597154	+	0	NA	intron (NM_001289442, intron 1 of 7)	B1_Mur1|SINE|Alu	24307	NM_001289442	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding
8216	chr2	160860306	160860806	+	0	NA	intron (NM_177263, intron 1 of 3)	intron (NM_177263, intron 1 of 3)	12434	NM_177263	320799	Mm.436734	NM_177263	ENSMUSG00000035877	Zhx3	1810059C13Rik|4932418O04Rik|9530010N21Rik|Tix1|mKIAA0395	zinc fingers and homeoboxes 3	protein-coding
8731	chr5	142427794	142428294	+	0	NA	intron (NM_199068, intron 1 of 8)	intron (NM_199068, intron 1 of 8)	26547	NM_199068	17425	Mm.24214	NM_010812	ENSMUSG00000056493	Foxk1	A630048H08Rik|AI463295|ENSMUSG00000075577|Gm10868|Mnf	forkhead box K1	protein-coding
8613	chr11	115634238	115634738	+	0	NA	Intergenic	Intergenic	-6193	NM_001252396	67283	Mm.383426	NM_026071	ENSMUSG00000020744	Slc25a19	2900089E13Rik|DNC|MUP1|TPC	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19	protein-coding
8840	chr14	118664030	118664530	+	0	NA	intron (NM_001163675, intron 3 of 30)	intron (NM_001163675, intron 3 of 30)	12651	NM_001163675	239273	Mm.40537	NM_001033336	ENSMUSG00000032849	Abcc4	D630049P08Rik|MOATB|MRP4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	protein-coding
5855	chr7	63753236	63753736	+	0	NA	intron (NM_130880, intron 11 of 13)	intron (NM_130880, intron 11 of 13)	-163371	NM_001256311	381994	Mm.425466	NM_001256311	ENSMUSG00000095061	E030018B13Rik	Gm1697	RIKEN cDNA E030018B13 gene	protein-coding
5399	chr8	22763945	22764607	+	0	NA	intron (NM_008872, intron 1 of 13)	intron (NM_008872, intron 1 of 13)	6532	NM_008872	18791	Mm.154660	NM_008872	ENSMUSG00000031538	Plat	AU020998|AW212668|D8Ertd2e|tPA	plasminogen activator, tissue	protein-coding
5950	chr19	4864985	4865635	+	0	NA	exon (NM_013456, exon 12 of 21)	exon (NM_013456, exon 12 of 21)	10181	NM_019861	56464	Mm.29561	NM_019861	ENSMUSG00000083282	Ctsf	AI481912	cathepsin F	protein-coding
6229	chr7	132762803	132763303	+	0	NA	intron (NM_175268, intron 3 of 4)	intron (NM_175268, intron 3 of 4)	23882	NM_175268	77938	Mm.225649	NM_175268	ENSMUSG00000030956	Fam53b	A930008G19Rik|mKIAA0140	family with sequence similarity 53, member B	protein-coding
