PeakID (cmd=annotatePeaks.pl enhancers_only_10um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
33124	chr11	88074781	88075419	+	0	NA	intron (NM_016686, intron 3 of 5)	B3|SINE|B2	6821	NM_016686	22344	Mm.46628	NM_016686	ENSMUSG00000018377	Vezf1	AI848691|AW046909|db1	vascular endothelial zinc finger 1	protein-coding
34686	chr1	106621699	106622199	+	0	NA	intron (NM_009741, intron 1 of 1)	intron (NM_009741, intron 1 of 1)	92341	NM_009741	12043	Mm.257460	NM_009741	ENSMUSG00000057329	Bcl2	AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik	B cell leukemia/lymphoma 2	protein-coding
33145	chr12	107171266	107171766	+	0	NA	Intergenic	MIR3|SINE|MIR	-455192	NR_015512	71033	Mm.159404	NR_015512	ENSMUSG00000085820	4933406K04Rik	4930426M03Rik|4930485I22Rik|4933427G14Rik	RIKEN cDNA 4933406K04 gene	ncRNA
30752	chr15	67129031	67129531	+	0	NA	intron (NM_009177, intron 2 of 8)	intron (NM_009177, intron 2 of 8)	47601	NM_009177	20442	Mm.248334	NM_009177	ENSMUSG00000013846	St3gal1	5330418N22Rik|AI467004|ST3GalI|Siat4|Siat4a|St3gal-1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	protein-coding
35349	chr14	55101256	55101756	+	0	NA	exon (NM_007455, exon 16 of 22)	exon (NM_007455, exon 16 of 22)	5087	NM_007455	11766	Mm.238879	NM_007455	ENSMUSG00000040701	Ap1g2	Adtg2|G2ad	adaptor protein complex AP-1, gamma 2 subunit	protein-coding
35403	chrX	142806214	142806714	+	0	NA	intron (NM_001199357, intron 4 of 6)	intron (NM_001199357, intron 4 of 6)	124738	NM_001199360	209497	Mm.249648	NM_177592	ENSMUSG00000047045	Tmem164	AI316850|AI852450|AW547186|F730011B02	transmembrane protein 164	protein-coding
32215	chr1	85829239	85829893	+	0	NA	intron (NM_133781, intron 2 of 8)	intron (NM_133781, intron 2 of 8)	36119	NM_133781	12283	Mm.26135	NM_133781	ENSMUSG00000036707	Cab39	AA408805|AA960512|C78372|MO25|MO25alpha	calcium binding protein 39	protein-coding
35161	chr19	44237768	44238268	+	0	NA	intron (NM_024450, intron 4 of 5)	intron (NM_024450, intron 4 of 5)	34730	NM_024450	30049	Mm.480594	NM_024450	ENSMUSG00000025202	Scd3	4930513N16Rik	stearoyl-coenzyme A desaturase 3	protein-coding
34277	chrX	159644146	159644646	+	0	NA	intron (NM_001135727, intron 1 of 17)	intron (NM_001135727, intron 1 of 17)	17124	NM_001135727	58194	Mm.286495	NM_021389	ENSMUSG00000040990	Sh3kbp1	1200007H22Rik|1700125L08Rik|5830464D22Rik|AI447724|IN85|Ruk|Seta	SH3-domain kinase binding protein 1	protein-coding
33463	chr12	80237275	80237901	+	0	NA	intron (NM_134156, intron 1 of 20)	PB1D9|SINE|Alu	22783	NM_134156	109711	Mm.253564	NM_134156	ENSMUSG00000015143	Actn1	3110023F10Rik|Actn1a	actinin, alpha 1	protein-coding
34944	chr10	111367964	111368464	+	0	NA	Intergenic	LTR48|LTR|ERV1	69535	NM_027914	71769	Mm.45256	NM_027914	ENSMUSG00000035759	Bbs10	1300007O09Rik|AI452285	Bardet-Biedl syndrome 10 (human)	protein-coding
32257	chr5	136625803	136626303	+	0	NA	Intergenic	ID_B1|SINE|B4	-58563	NM_198602	13047	Mm.320317	NM_009986	ENSMUSG00000029705	Cux1	CDP|Cutl1|Cux|Cux-1	cut-like homeobox 1	protein-coding
35522	chr15	64006434	64006934	+	0	NA	intron (NM_144846, intron 1 of 11)	intron (NM_144846, intron 1 of 11)	53764	NM_144846	223601	Mm.246108	NM_144846	ENSMUSG00000022378	Fam49b	0910001A06Rik|AW122079	family with sequence similarity 49, member B	protein-coding
32666	chr9	57854401	57854901	+	0	NA	Intergenic	Intergenic	-20417	NM_019689	56380	Mm.425588	NM_019689	ENSMUSG00000004661	Arid3b	Bdp|Dri2	AT rich interactive domain 3B (BRIGHT-like)	protein-coding
35072	chr15	42962773	42963273	+	0	NA	Intergenic	Intergenic	207795	NM_172815	239405	Mm.193274	NM_172815	ENSMUSG00000051920	Rspo2	2610028F08Rik|AA673245|D430027K22|ftls	R-spondin 2 homolog (Xenopus laevis)	protein-coding
33111	chr10	115395939	115396563	+	0	NA	intron (NM_001033261, intron 2 of 34)	intron (NM_001033261, intron 2 of 34)	11292	NM_001033261	216345	Mm.207621	NM_001033261	ENSMUSG00000034163	Zfc3h1	BC033596|Ccdc131|Psrc2	zinc finger, C3H1-type containing	protein-coding
31978	chr6	61267478	61268108	+	0	NA	intron (NM_183310, intron 1 of 10)	MIRb|SINE|MIR	-86983	NR_040287	100504262	Mm.438066	NR_040287		A730020E08Rik	-	RIKEN cDNA A730020E08 gene	ncRNA
35325	chr12	85928814	85929314	+	0	NA	intron (NM_001081423, intron 24 of 33)	intron (NM_001081423, intron 24 of 33)	104114	NM_001081423	320244	Mm.132172	NM_177114	ENSMUSG00000012609	Ttll5	1700048H13Rik|2310009M18Rik|4930556H18Rik|AI428864|D630041K24Rik|R75373|Stamp|mKIAA0998	tubulin tyrosine ligase-like family, member 5	protein-coding
32648	chr6	145947997	145948497	+	0	NA	intron (NM_010656, intron 1 of 2)	L2a|LINE|L2	14100	NM_010656	16651	Mm.49689	NM_010656	ENSMUSG00000030255	Sspn	Krag	sarcospan	protein-coding
31706	chr10	67483266	67483914	+	0	NA	Intergenic	Intergenic	-54279	NM_010118	13654	Mm.290421	NM_010118	ENSMUSG00000037868	Egr2	Egr-2|Krox-20|Krox20|NGF1-B|Zfp-25|Zfp-6	early growth response 2	protein-coding
33624	chr2	117354677	117355177	+	0	NA	Intergenic	Intergenic	-12050	NM_011246	19419	Mm.42150	NM_011246	ENSMUSG00000027347	Rasgrp1	Rasgrp	RAS guanyl releasing protein 1	protein-coding
34380	chr5	33824868	33825368	+	0	NA	Intergenic	Intergenic	-17994	NM_001081102	107823	Mm.19892	NM_175231	ENSMUSG00000057406	Whsc1	5830445G22Rik|9430010A17Rik|AW555663|C130020C13Rik|D030027O06Rik|D930023B08Rik|MMSET|NSD2|Whsc1l|mKIAA1090	Wolf-Hirschhorn syndrome candidate 1 (human)	protein-coding
33656	chr4	9973165	9973665	+	0	NA	Intergenic	L2|LINE|L2	-56018	NR_004448	74662	Mm.483401	NR_004448	ENSMUSG00000082843	4930448K20Rik	1700009K09Rik	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo
35249	chr6	17932029	17932529	+	0	NA	intron (NM_001289626, intron 13 of 14)	intron (NM_001289626, intron 13 of 14)	98166	NM_023653	22413	Mm.33653	NM_023653	ENSMUSG00000010797	Wnt2	2610510E18Rik|Int1l1|Irp|Mirp|Wnt-2|Wnt2a	wingless-type MMTV integration site family, member 2	protein-coding
34781	chr4	59351773	59352273	+	0	NA	intron (NM_001163288, intron 10 of 16)	intron (NM_001163288, intron 10 of 16)	86610	NM_001163288	634731	Mm.483589	NM_001163288	ENSMUSG00000038578	Susd1	A530080P10|Gm12528|OTTMUSG00000007332	sushi domain containing 1	protein-coding
34828	chr6	86857459	86857959	+	0	NA	intron (NM_177762, intron 1 of 19)	intron (NM_177762, intron 1 of 19)	8192	NM_001040106	269774	Mm.221038	NM_177762	ENSMUSG00000057230	Aak1	5530400K14Rik|9630042K20|AU067724|AU067726|BC028270|C79663|D6Ertd245e|R75501|mKIAA1048	AP2 associated kinase 1	protein-coding
33302	chr4	44880404	44880904	+	0	NA	intron (NM_138590, intron 2 of 8)	intron (NM_138590, intron 2 of 8)	-100757	NM_080289	76238	Mm.196574	NM_080289	ENSMUSG00000035637	Grhpr	1110059D05Rik|6430629L09Rik	glyoxylate reductase/hydroxypyruvate reductase	protein-coding
34825	chr6	39522601	39523101	+	0	NA	exon (NM_172477, exon 2 of 19)	exon (NM_172477, exon 2 of 19)	34983	NM_172477	209773	Mm.440021	NM_172477	ENSMUSG00000038456	Dennd2a	B930096L08Rik|C130031G22|mKIAA1277	DENN/MADD domain containing 2A	protein-coding
31796	chr1	171394763	171395511	+	0	NA	intron (NM_001005508, intron 1 of 11)	intron (NM_001005508, intron 1 of 11)	6177	NM_001005508	226652	Mm.251048	NM_001005508	ENSMUSG00000048865	Arhgap30	6030405P05Rik|Gm102|mFLJ00267	Rho GTPase activating protein 30	protein-coding
31526	chr7	47112568	47113418	+	0	NA	intron (NM_013643, intron 1 of 13)	intron (NM_013643, intron 1 of 13)	19605	NM_001163565	19259	Mm.4654	NM_013643	ENSMUSG00000030854	Ptpn5	Step	protein tyrosine phosphatase, non-receptor type 5	protein-coding
33284	chr3	38237916	38238416	+	0	NA	Intergenic	Intergenic	-30047	NR_040541	71342	Mm.410782	NR_040541		5430434I15Rik	-	RIKEN cDNA 5430434I15 gene	ncRNA
32610	chr1	88745503	88746003	+	0	NA	Intergenic	PB1|SINE|Alu	-9137	NR_040493	78650	Mm.243767	NR_040493	ENSMUSG00000097398	2410088K16Rik	-	RIKEN cDNA 2410088K16 gene	ncRNA
32270	chr7	64855650	64856150	+	0	NA	intron (NM_183087, intron 3 of 9)	intron (NM_183087, intron 3 of 9)	17140	NM_023239	66647	Mm.19944	NM_023239		Ndnl2	5730494G16Rik|AI642138|BB044375|HCA4|Mageg1|mage-g1	necdin-like 2	protein-coding
32100	chr5	150233053	150233553	+	0	NA	Intergenic	Intergenic	-26627	NM_172887	320365	Mm.216590	NM_172887	ENSMUSG00000056602	Fry	13CDNA73|9330186A19Rik|AF346502|AI462658|C87180|D930046M03|cg003|mKIAA4143	furry homolog (Drosophila)	protein-coding
29569	chr1	10233726	10234350	+	0	NA	Intergenic	Intergenic	-1368	NM_001102430	211673	Mm.229141	NM_001102430	ENSMUSG00000067851	Arfgef1	ARFGEP1|BIG1|D130059B05Rik|D730028O18Rik|P200	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	protein-coding
34475	chr9	99089747	99090247	+	0	NA	intron (NM_029094, intron 7 of 23)	intron (NM_029094, intron 7 of 23)	50214	NM_029094	74769	Mm.213128	NM_029094	ENSMUSG00000032462	Pik3cb	1110001J02Rik|AI447572|p110beta	phosphatidylinositol 3-kinase, catalytic, beta polypeptide	protein-coding
32338	chr14	62016994	62017494	+	0	NA	Intergenic	Intergenic	275735	NM_173419	239133	Mm.127330	NM_173419	ENSMUSG00000048281	Dleu7	BC038059	deleted in lymphocytic leukemia, 7	protein-coding
35459	chr7	66145885	66146385	+	0	NA	intron (NM_001081163, intron 2 of 2)	intron (NM_001081163, intron 2 of 2)	36620	NM_001081163	269941	Mm.333916	NM_001081163	ENSMUSG00000032640	Chsy1	mKIAA0990	chondroitin sulfate synthase 1	protein-coding
35131	chr17	79481586	79482086	+	0	NA	Intergenic	Intergenic	-3951	NR_033463	74622	Mm.311921	NR_033463		4930429F11Rik	-	RIKEN cDNA 4930429F11 gene	ncRNA
31228	chr12	79649942	79650442	+	0	NA	intron (NM_009014, intron 7 of 10)	(GA)n|Simple_repeat|Simple_repeat	352841	NM_001252562	19363	Mm.341756	NM_009014	ENSMUSG00000059060	Rad51b	AI553500|R51H2|Rad51l1|mREC2	RAD51 homolog B	protein-coding
35513	chr14	65882464	65882964	+	0	NA	Intergenic	Lx8|LINE|L1	45412	NM_145944	67179	Mm.214576	NM_145944	ENSMUSG00000022035	Ccdc25	2610528H13Rik|NSrp70	coiled-coil domain containing 25	protein-coding
35509	chr13	104041237	104041737	+	0	NA	intron (NM_029447, intron 9 of 12)	intron (NM_029447, intron 9 of 12)	68127	NM_029447	75805	Mm.127692	NM_029447	ENSMUSG00000021710	Nln	4930472G13Rik|C79345	neurolysin (metallopeptidase M3 family)	protein-coding
33407	chr10	39601290	39601790	+	0	NA	Intergenic	MER44B|DNA|TcMar-Tigger	-11394	NM_134000	103213	Mm.436686	NM_134000	ENSMUSG00000019842	Traf3ip2	AI429613|Act1|CIKS	TRAF3 interacting protein 2	protein-coding
34175	chr10	13023501	13024001	+	0	NA	Intergenic	ID_B1|SINE|B4	15301	NM_175102	66125	Mm.29743	NM_175102	ENSMUSG00000078348	Sf3b5	10kDa|1110005L13Rik|AU043053|Sf3b10	splicing factor 3b, subunit 5	protein-coding
34339	chr3	52404554	52405054	+	0	NA	Intergenic	Intergenic	136467	NM_019739	56458	Mm.29891	NM_019739	ENSMUSG00000044167	Foxo1	AI876417|Afxh|FKHR|Fkhr1|Foxo1a	forkhead box O1	protein-coding
33976	chr17	74807689	74808189	+	0	NA	intron (NM_152817, intron 13 of 19)	intron (NM_152817, intron 13 of 19)	90189	NM_152817	74196	Mm.209503	NM_152817	ENSMUSG00000024078	Ttc27	2610511O17Rik	tetratricopeptide repeat domain 27	protein-coding
34423	chr7	45079778	45080278	+	0	NA	Intergenic	Intergenic	12185	NM_026555	52377	Mm.29997	NM_026555	ENSMUSG00000019539	Rcn3	6030455P07Rik|D530026G20Rik|D7Ertd671e|RLP49	reticulocalbin 3, EF-hand calcium binding domain	protein-coding
35142	chr18	36320417	36320917	+	0	NA	Intergenic	CpG	20566	NM_001267796	109169	Mm.426423	NM_001267796		Igip	6330403M23Rik	IgA inducing protein	protein-coding
30862	chr3	135722992	135723750	+	0	NA	Intergenic	Lx2|LINE|L1	-31824	NM_008689	18033	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding
35259	chr6	146185986	146186486	+	0	NA	intron (NM_019923, intron 48 of 56)	intron (NM_019923, intron 48 of 56)	252089	NM_010656	16651	Mm.49689	NM_010656	ENSMUSG00000030255	Sspn	Krag	sarcospan	protein-coding
34635	chr18	38654708	38655208	+	0	NA	Intergenic	Intergenic	-53690	NM_011898	24066	Mm.42038	NM_011898	ENSMUSG00000024427	Spry4	A030006O18Rik|sprouty4	sprouty homolog 4 (Drosophila)	protein-coding
35369	chr17	24135302	24135802	+	0	NA	intron (NM_001286662, intron 1 of 13)	B1_Mus2|SINE|Alu	6042	NM_001080773	18607	Mm.10504	NM_011062	ENSMUSG00000024122	Pdpk1	Pdk1	3-phosphoinositide dependent protein kinase 1	protein-coding
34040	chr2	43793989	43794489	+	0	NA	intron (NM_153820, intron 2 of 13)	intron (NM_153820, intron 2 of 13)	45412	NM_001025377	76117	Mm.217350	NM_153820	ENSMUSG00000049744	Arhgap15	5830480G12Rik	Rho GTPase activating protein 15	protein-coding
34056	chr2	180592380	180592880	+	0	NA	intron (NM_031373, intron 4 of 6)	intron (NM_031373, intron 4 of 6)	3223	NM_031373	72075	Mm.250418	NM_031373	ENSMUSG00000049401	Ogfr	2010013E17Rik	opioid growth factor receptor	protein-coding
34385	chr5	65547198	65547698	+	0	NA	intron (NM_016786, intron 1 of 6)	(CATATA)n|Simple_repeat|Simple_repeat	10187	NM_016786	53323	Mm.319512	NM_016786	ENSMUSG00000029203	Ube2k	AW492011|D5Ertd601e|E2-25k|Hip2|Hypg|Lig	ubiquitin-conjugating enzyme E2K	protein-coding
31237	chr14	67046924	67047614	+	0	NA	intron (NM_028032, intron 2 of 9)	intron (NM_028032, intron 2 of 9)	25202	NM_028032	71978	Mm.273997	NM_028032	ENSMUSG00000022052	Ppp2r2a	2410004D02Rik|mKIAA1541	protein phosphatase 2, regulatory subunit B, alpha	protein-coding
35246	chr5	123167161	123167661	+	0	NA	3' UTR (NM_001040398, exon 17 of 17)	3' UTR (NM_001040398, exon 17 of 17)	15275	NM_008277	15445	Mm.439709	NM_008277	ENSMUSG00000029445	Hpd	Fla|Flp|Hppd|Laf	4-hydroxyphenylpyruvic acid dioxygenase	protein-coding
34851	chr7	68244936	68245436	+	0	NA	intron (NM_030101, intron 1 of 3)	B4|SINE|B4	19047	NM_030101	78444	Mm.425468	NM_030101	ENSMUSG00000030553	Pgpep1l	C330024D12Rik	pyroglutamyl-peptidase I-like	protein-coding
33065	chr7	132756819	132757319	+	0	NA	intron (NM_175268, intron 4 of 4)	B3|SINE|B2	29866	NM_175268	77938	Mm.225649	NM_175268	ENSMUSG00000030956	Fam53b	A930008G19Rik|mKIAA0140	family with sequence similarity 53, member B	protein-coding
31824	chr3	119772733	119773571	+	0	NA	intron (NM_019550, intron 2 of 13)	intron (NM_019550, intron 2 of 13)	10236	NM_019550	56195	Mm.29966	NM_019550	ENSMUSG00000028134	Ptbp2	Ptb2|brPTB|nPTB	polypyrimidine tract binding protein 2	protein-coding
34268	chr19	36904836	36905336	+	0	NA	Intergenic	Intergenic	14513	NM_028263	72514	Mm.41674	NM_028263	ENSMUSG00000047632	Fgfbp3	2610306H15Rik|Fgf-bp3	fibroblast growth factor binding protein 3	protein-coding
35119	chr17	42871586	42872086	+	0	NA	intron (NM_009847, intron 1 of 17)	B4A|SINE|B4	4588	NM_009847	12488	Mm.218637	NM_009847	ENSMUSG00000061665	Cd2ap	AL024079|C78928|METS-1|Mets1	CD2-associated protein	protein-coding
32397	chr2	101615590	101616090	+	0	NA	intron (NM_026592, intron 1 of 6)	intron (NM_026592, intron 1 of 6)	-8908	NM_009020	19374	Mm.4988	NM_009020	ENSMUSG00000032864	Rag2	Rag-2	recombination activating gene 2	protein-coding
33818	chr10	59967821	59968321	+	0	NA	Intergenic	Intergenic	-16301	NM_029083	74747	Mm.21697	NM_029083	ENSMUSG00000020108	Ddit4	5830413E08Rik|AA415483|REDD1|Rtp801|dig2	DNA-damage-inducible transcript 4	protein-coding
35545	chrX	56404750	56405250	+	0	NA	Intergenic	Lx7|LINE|L1	30414	NR_028086	320237	Mm.233168	NM_183030		6330419J24Rik	Ncrna00086	RIKEN cDNA 6330419J24 gene	ncRNA
33694	chr5	115693630	115694130	+	0	NA	intron (NM_001080808, intron 2 of 8)	Lx6|LINE|L1	37679	NM_001080808	75665	Mm.233914	NM_001080808	ENSMUSG00000041609	Ccdc64	2210403N09Rik|BICDR-1	coiled-coil domain containing 64	protein-coding
33299	chr4	8217703	8218329	+	0	NA	intron (NM_007592, intron 3 of 8)	intron (NM_007592, intron 3 of 8)	21025	NM_007592	12319	Mm.119320	NM_007592		Car8	AW546993|Ca8|Cals|Cals1|Carp|wdl	carbonic anhydrase 8	protein-coding
31942	chr1	38695886	38696386	+	0	NA	Intergenic	Intergenic	-68892	NM_001290814	16764	Mm.336679	NM_010678	ENSMUSG00000037138	Aff3	3222402O04Rik|A730046J16|LAF-4|Laf4	AF4/FMR2 family, member 3	protein-coding
34770	chr3	142611741	142612241	+	0	NA	intron (NM_010259, intron 10 of 10)	Lx5|LINE|L1	-8672	NM_010260	14469	Mm.24038	NM_010260	ENSMUSG00000028270	Gbp2	-	guanylate binding protein 2	protein-coding
35166	chrX	13599265	13599765	+	0	NA	intron (NM_001284503, intron 10 of 26)	intron (NM_001284503, intron 10 of 26)	-33254	NM_011823	23890	Mm.487326	NM_011823	ENSMUSG00000040229	Gpr34	Lypsr1	G protein-coupled receptor 34	protein-coding
32279	chr8	69971516	69972144	+	0	NA	intron (NM_001286450, intron 1 of 12)	intron (NM_001286450, intron 1 of 12)	2553	NM_001113346	234366	Mm.270044	NM_145596	ENSMUSG00000036180	Gatad2a	1110066C11Rik|BC031407|C80248	GATA zinc finger domain containing 2A	protein-coding
31794	chr1	159938688	159939188	+	0	NA	Intergenic	Intergenic	-105442	NR_028111	67647	Mm.171518	NM_001024470	ENSMUSG00000090394	4930523C07Rik	-	RIKEN cDNA 4930523C07 gene	protein-coding
35293	chr10	50787929	50788429	+	0	NA	intron (NM_198007, intron 36 of 41)	Lx3B|LINE|L1	-107472	NM_011376	20464	Mm.4774	NM_011376	ENSMUSG00000019913	Sim1	bHLHe14|mSIM1	single-minded homolog 1 (Drosophila)	protein-coding
34528	chr11	115678386	115678886	+	0	NA	intron (NM_008163, intron 2 of 5)	RMER6A|LTR|ERVK	29961	NM_008163	14784	Mm.439649	NM_008163	ENSMUSG00000059923	Grb2	AA408164|Ash	growth factor receptor bound protein 2	protein-coding
34941	chr10	94992784	94993284	+	0	NA	Intergenic	Intergenic	-48456	NM_018797	54712	Mm.256712	NM_018797	ENSMUSG00000074785	Plxnc1	2510048K12Rik|AW742158|CD232|Vespr	plexin C1	protein-coding
34469	chr9	66673937	66674437	+	0	NA	Intergenic	B4|SINE|B4	-39499	NM_178396	76459	Mm.277921	NM_178396	ENSMUSG00000032373	Car12	2310047E01Rik|AI314958|Ca12	carbonic anyhydrase 12	protein-coding
31421	chr8	22544698	22545198	+	0	NA	intron (NM_011394, intron 4 of 10)	intron (NM_011394, intron 4 of 10)	48865	NM_011696	22335	Mm.227704	NM_011696	ENSMUSG00000008892	Vdac3	-	voltage-dependent anion channel 3	protein-coding
33909	chr14	78353557	78354057	+	0	NA	Intergenic	Intergenic	-45764	NM_011613	21943	Mm.249221	NM_011613	ENSMUSG00000022015	Tnfsf11	Ly109l|ODF|OPG|OPGL|RANKL|Trance	tumor necrosis factor (ligand) superfamily, member 11	protein-coding
32142	chr11	22879200	22879700	+	0	NA	Intergenic	Intergenic	-19114	NM_001169114	53625	Mm.395495	NM_016888	ENSMUSG00000051650	B3gnt2	AA408337|AA409404|AW260308|B3Galt6|B3gnt1|BGnT-1|BGnT-2|BGnT1|BGnT2|Beta3gnt	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	protein-coding
34416	chr6	145271936	145272436	+	0	NA	Intergenic	Intergenic	21634	NR_045598	100039495	Mm.121014	NR_045598	ENSMUSG00000086013	Gm15706	OTTMUSG00000025463	predicted gene 15706	ncRNA
32064	chr2	31026493	31027125	+	0	NA	3' UTR (NM_001177650, exon 14 of 14)	3' UTR (NM_001177650, exon 14 of 14)	44530	NM_028846	74270	Mm.346654	NM_028846	ENSMUSG00000026854	Usp20	1700055M05Rik|AI467231|Vdu2	ubiquitin specific peptidase 20	protein-coding
31827	chr4	32399099	32399599	+	0	NA	Intergenic	Charlie1a|DNA|hAT-Charlie	-18086	NM_001109661	12014	Mm.491223	NM_007521	ENSMUSG00000040270	Bach2	E030004N02Rik	BTB and CNC homology 2	protein-coding
35254	chr6	108278086	108278586	+	0	NA	intron (NM_010585, intron 4 of 61)	intron (NM_010585, intron 4 of 61)	65240	NM_010585	16438	Mm.227912	NM_010585	ENSMUSG00000030102	Itpr1	D6Pas2|ENSMUSG00000072853|Gm10429|IP3R1|InsP3R|Ip3r|Itpr-1|P400|Pcp-1|Pcp1|opt	inositol 1,4,5-trisphosphate receptor 1	protein-coding
33279	chr2	174442832	174443332	+	0	NA	Intergenic	Intergenic	-4090	NM_022325	64138	Mm.156919	NM_022325	ENSMUSG00000016256	Ctsz	AI787083|AU019819|CTSX|D2Wsu143e	cathepsin Z	protein-coding
34034	chr1	193303731	193304231	+	0	NA	intron (NM_001277928, intron 2 of 22)	(T)n|Simple_repeat|Simple_repeat	1738	NM_001277928	16780	Mm.435441	NM_008484	ENSMUSG00000026639	Lamb3	-	laminin, beta 3	protein-coding
32906	chr15	80004405	80005055	+	0	NA	intron (NM_011057, intron 2 of 6)	intron (NM_011057, intron 2 of 6)	-5704	NR_106072	102465699		NR_106072		Mir7213	mmu-mir-7213	microRNA mir-7213	ncRNA
31017	chr1	80659285	80660083	+	0	NA	intron (NM_175291, intron 1 of 55)	intron (NM_175291, intron 1 of 55)	5668	NM_001285927	210293	Mm.133473	NM_175291	ENSMUSG00000038608	Dock10	9330153B10Rik|A630054M16Rik|Jr4|Jr5|R75174|ZIZ3|Zizimin3|mKIAA0694	dedicator of cytokinesis 10	protein-coding
34309	chr2	29003087	29003587	+	0	NA	intron (NM_001166705, intron 1 of 5)	intron (NM_001166705, intron 1 of 5)	51729	NM_001166705	329375	Mm.425079	NM_001085514	ENSMUSG00000079502	1700101E01Rik	Gm823	RIKEN cDNA 1700101E01 gene	protein-coding
33031	chr6	29258505	29259005	+	0	NA	Intergenic	Intergenic	-13733	NM_001190461	69573	Mm.45161	NM_023516	ENSMUSG00000043421	Hilpda	2310016C08Rik|AW049004|Hig2	hypoxia inducible lipid droplet associated	protein-coding
33761	chr7	139930241	139930981	+	0	NA	intron (NM_177261, intron 22 of 30)	intron (NM_177261, intron 22 of 30)	-13245	NM_009482	22286	Mm.10205	NM_009482	ENSMUSG00000047751	Utf1	AI505934	undifferentiated embryonic cell transcription factor 1	protein-coding
34935	chr10	81485067	81485567	+	0	NA	Intergenic	Intergenic	-2608	NM_176954	319586	Mm.152689	NM_176954	ENSMUSG00000034818	Celf5	4930565A21Rik|Brunol5	CUGBP, Elav-like family member 5	protein-coding
32557	chr15	64036442	64037258	+	0	NA	intron (NM_144846, intron 1 of 11)	(GGGAGA)n|Simple_repeat|Simple_repeat	23598	NM_144846	223601	Mm.246108	NM_144846	ENSMUSG00000022378	Fam49b	0910001A06Rik|AW122079	family with sequence similarity 49, member B	protein-coding
31051	chr9	61278364	61279182	+	0	NA	intron (NR_045334, intron 3 of 4)	intron (NR_045334, intron 3 of 4)	15036	NR_045334	622037	Mm.126243	NR_045334		B930092H01Rik	-	RIKEN cDNA B930092H01 gene	ncRNA
31905	chr13	114679880	114680704	+	0	NA	intron (NR_045976, intron 3 of 6)	intron (NR_045976, intron 3 of 6)	73064	NR_045976	75161	Mm.50406	NM_175218	ENSMUSG00000051758	4930544M13Rik	-	RIKEN cDNA 4930544M13 gene	ncRNA
33704	chr5	144105018	144105518	+	0	NA	intron (NM_001081109, intron 1 of 13)	intron (NM_001081109, intron 1 of 13)	4832	NM_001081109	231876	Mm.288726	NM_001081109	ENSMUSG00000038970	Lmtk2	2900041G10Rik|A330101P12Rik|BREK|KPI-2|KPI2|aatyk2|cprk	lemur tyrosine kinase 2	protein-coding
32171	chr14	40943930	40944430	+	0	NA	intron (NM_145928, intron 1 of 8)	L1_Mur2|LINE|L1	22627	NM_145928	52588	Mm.28876	NM_145928	ENSMUSG00000037824	Tspan14	AA958793|D14Ertd226e|Tm4sf14	tetraspanin 14	protein-coding
