PeakID (cmd=annotatePeaks.pl enhancers_only_0_1um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
25232	chr13	105067261	105067889	+	0	NA	Intergenic	RLTR13D3A|LTR|ERVK	-12645	NM_029879	52882	Mm.100348	NM_029879	ENSMUSG00000021719	Rgs7bp	A930030I01Rik|AI842293|D13Bwg1146e|R7bp	regulator of G-protein signalling 7 binding protein	protein-coding
28316	chr11	107373974	107374474	+	0	NA	intron (NM_145823, intron 1 of 9)	MLT1D|LTR|ERVL-MaLR	96496	NM_145823	71795	Mm.397413	NM_145823	ENSMUSG00000040430	Pitpnc1	1110020B03Rik|5830436L09Rik|AI662802|AI851387|C330017I21Rik|Dnr411|RDGBB|RDGBB1|rdgB-beta	phosphatidylinositol transfer protein, cytoplasmic 1	protein-coding
28943	chr2	29769420	29769920	+	0	NA	Intergenic	B2_Mm2|SINE|B2	8142	NM_001177392	433416	Mm.330112	NM_001034887	ENSMUSG00000075425	Gm13547	OTTMUSG00000012686	predicted gene 13547	protein-coding
28754	chr6	90762464	90762964	+	0	NA	intron (NM_001134384, intron 1 of 13)	intron (NM_001134384, intron 1 of 13)	-46185	NM_001134383	232227	Mm.196943	NM_182784	ENSMUSG00000034312	Iqsec1	AW561907|BC026481|BRAG2|D6Ertd349e|cI-43	IQ motif and Sec7 domain 1	protein-coding
27286	chr11	100291569	100292069	+	0	NA	Intergenic	Intergenic	-21948	NM_212483	68239	Mm.158190	NM_212483	ENSMUSG00000053654	Krt42	2410039E07Rik|K17n|Ka22|ecat6	keratin 42	protein-coding
28426	chr18	37800631	37801131	+	0	NA	intron (NM_033595, intron 1 of 3)	intron (NM_033595, intron 1 of 3)	-5529	NM_033581	93706	Mm.247203	NM_033581	ENSMUSG00000023036	Pcdhgc3	PC43|Pcdh2	protocadherin gamma subfamily C, 3	protein-coding
27160	chr5	34590383	34590883	+	0	NA	intron (NM_001024458, intron 1 of 14)	intron (NM_001024458, intron 1 of 14)	16482	NR_106111	102466999		NR_106111	miRBase:MI0024991	Mir7036b	mmu-mir-7036b	microRNA mir-7036b	ncRNA
28210	chr6	97234246	97234746	+	0	NA	Intergenic	ORR1A2|LTR|ERVL-MaLR	18284	NM_001081157	320502	Mm.68163	NM_001081157	ENSMUSG00000044086	Lmod3	5430424A14Rik	leiomodin 3 (fetal)	protein-coding
27181	chr6	85238831	85239331	+	0	NA	intron (NM_178639, intron 10 of 13)	intron (NM_178639, intron 10 of 13)	51150	NM_010131	13796	Mm.391473	NM_010131		Emx1	-	empty spiracles homeobox 1	protein-coding
24934	chr6	47314857	47315357	+	0	NA	Intergenic	Intergenic	70711	NM_025771	66797	Mm.440084	NM_025771	ENSMUSG00000039419	Cntnap2	5430425M22Rik|Caspr2|mKIAA0868	contactin associated protein-like 2	protein-coding
25578	chr1	159910930	159911430	+	0	NA	intron (NM_022312, intron 18 of 22)	intron (NM_022312, intron 18 of 22)	-133200	NM_001162896	67647	Mm.171518	NM_001024470	ENSMUSG00000090394	4930523C07Rik	-	RIKEN cDNA 4930523C07 gene	protein-coding
28990	chrX	53379409	53379909	+	0	NA	Intergenic	B3A|SINE|B2	-9100	NR_110964	70380	Mm.491083	NM_027409	ENSMUSG00000023074	Mospd1	1810018L05Rik	motile sperm domain containing 1	protein-coding
27125	chr3	88464702	88465202	+	0	NA	Intergenic	Intergenic	-3770	NM_001163489	20351	Mm.439752	NM_013658	ENSMUSG00000028064	Sema4a	AI132332|SemB|Semab	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	protein-coding
24657	chr9	107601913	107602537	+	0	NA	intron (NM_001291538, intron 9 of 19)	intron (NM_001291538, intron 9 of 19)	3177	NM_009153	20347	Mm.4083	NM_009153	ENSMUSG00000057969	Sema3b	SemA|Semaa|sema5|semaV	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	protein-coding
25525	chr12	16507255	16507883	+	0	NA	Intergenic	RMER1A|Other|Other	82201	NM_015763	14245	Mm.153625	NM_015763	ENSMUSG00000020593	Lpin1	4631420P06|Kiaa0188|Lipin1|fld|mKIAA0188	lipin 1	protein-coding
24945	chr7	128621971	128622607	+	0	NA	intron (NM_178641, intron 1 of 19)	MER5B|DNA|hAT-Charlie	10924	NM_178641	101490	Mm.490344	NM_178641	ENSMUSG00000042105	Inpp5f	5830435P03Rik|AI115354|AW561896|SAC2|cI-27|mKIAA0966	inositol polyphosphate-5-phosphatase F	protein-coding
28508	chr4	134430458	134430958	+	0	NA	Intergenic	Intergenic	19463	NR_045800	69409	Mm.226215	NR_045800	ENSMUSG00000087343	1700021N21Rik	-	RIKEN cDNA 1700021N21 gene	ncRNA
28097	chr1	133021209	133021709	+	0	NA	intron (NM_008575, intron 1 of 11)	B3|SINE|B2	3889	NM_008575	17248	Mm.426531	NM_008575	ENSMUSG00000054387	Mdm4	4933417N07Rik|AA414968|AL023055|AU018793|AU021806|C85810|Mdmx	transformed mouse 3T3 cell double minute 4	protein-coding
28535	chr6	134201725	134202225	+	0	NA	intron (NM_007961, intron 2 of 7)	B3A|SINE|B2	166268	NM_007961	14011	Mm.269995	NM_007961	ENSMUSG00000030199	Etv6	AW123102|AW557856|Tel	ets variant 6	protein-coding
28172	chr4	124772690	124773190	+	0	NA	intron (NM_008385, intron 7 of 23)	intron (NM_008385, intron 7 of 23)	29159	NR_030480	735263		NR_030480		Mir698	Mirn698|mir-698|mmu-mir-698	microRNA 698	ncRNA
28191	chr5	112128345	112128845	+	0	NA	Intergenic	L1MB7|LINE|L1	-78168	NR_045377	75569	Mm.243721	NR_045377		1700028D13Rik	-	RIKEN cDNA 1700028D13 gene	ncRNA
27917	chr7	74525380	74525880	+	0	NA	intron (NM_001038643, intron 1 of 10)	intron (NM_001038643, intron 1 of 10)	29150	NM_001038643	108116	Mm.425467	NM_023908	ENSMUSG00000025790	Slco3a1	5830414C08Rik|Anr1|MJAM|OATP-D|R75096|Slc21a11	solute carrier organic anion transporter family, member 3a1	protein-coding
28051	chr18	31811284	31811784	+	0	NA	intron (NM_001170966, intron 1 of 5)	B1_Mus2|SINE|Alu	7477	NM_001170966	74320	Mm.277705	NM_028866	ENSMUSG00000024400	Wdr33	1110001N06Rik|2310011G05Rik|2810021O11Rik|8430413N20Rik|WDC146	WD repeat domain 33	protein-coding
26743	chr13	49346213	49346849	+	0	NA	intron (NM_001039180, intron 2 of 8)	intron (NM_001039180, intron 2 of 8)	4982	NM_001039180	76895	Mm.197387	NM_029791	ENSMUSG00000037933	Bicd2	-	bicaudal D homolog 2 (Drosophila)	protein-coding
27292	chr12	65259301	65259801	+	0	NA	Intergenic	Intergenic	34034	NM_027614	70948	Mm.219475	NM_027614	ENSMUSG00000035560	Wdr20rt	4921538B03Rik|4930427E19Rik|Wdr20|Wdr20b	WD repeat domain 20, retrogene	protein-coding
28909	chr18	35382637	35383137	+	0	NA	intron (NM_030749, intron 3 of 9)	B1F|SINE|Alu	116038	NM_030749	81500	Mm.291482	NM_030749	ENSMUSG00000024357	Sil1	1810057E01Rik|AI042831|wz	endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae)	protein-coding
28657	chr18	80653755	80654255	+	0	NA	intron (NM_198429, intron 6 of 9)	intron (NM_198429, intron 6 of 9)	54168	NM_016791	18018	Mm.329560	NM_016791	ENSMUSG00000033016	Nfatc1	2210017P03Rik|AI449492|AV076380|NF-ATc|NFAT2|NFATc|Nfatcb	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	protein-coding
28204	chr6	66454703	66455203	+	0	NA	Intergenic	L1Md_F2|LINE|L1	-80515	NM_019499	56150	Mm.489653	NM_019499	ENSMUSG00000029910	Mad2l1	AA673185|MAD2	MAD2 mitotic arrest deficient-like 1	protein-coding
28078	chr1	36365559	36366059	+	0	NA	intron (NM_172652, intron 2 of 20)	intron (NM_172652, intron 2 of 20)	3372	NM_172652	226976	Mm.24734	NM_172652	ENSMUSG00000010453	Kansl3	4632411B12Rik|4932435K23|AI431067|AI647574|C85723|Kiaa1310|mKIAA1310	KAT8 regulatory NSL complex subunit 3	protein-coding
24682	chr14	25505186	25505814	+	0	NA	intron (NM_183208, intron 2 of 23)	intron (NM_183208, intron 2 of 23)	-28939	NR_037236	100526533		NR_037236	miRBase:MI0014038	Mir3075	mmu-mir-3075	microRNA 3075	ncRNA
28432	chr19	6300459	6300959	+	0	NA	TTS (NM_010119)	TTS (NM_010119)	-5748	NM_001033342	240505	Mm.329622	NM_001033342	ENSMUSG00000024769	Cdc42bpg	BC046418|MRCKgamma	CDC42 binding protein kinase gamma (DMPK-like)	protein-coding
27714	chr14	30458101	30458601	+	0	NA	intron (NM_028981, intron 1 of 46)	L2a|LINE|L2	-21214	NM_133761	75901	Mm.28733	NM_133761	ENSMUSG00000021962	Dcp1a	1110066A22Rik|4930568L04Rik|AU019772|D14Ertd817e|Mitc1|SMIF	DCP1 decapping enzyme homolog A (S. cerevisiae)	protein-coding
28982	chr15	78278601	78279101	+	0	NA	Intergenic	Intergenic	5998	NR_106137	102465776		NR_106137		Mir7676-1	mmu-mir-7676-1	microRNA mir-7676-1	ncRNA
28728	chr4	137899136	137899636	+	0	NA	intron (NM_199307, intron 1 of 19)	intron (NM_199307, intron 1 of 19)	37149	NM_199307	230857	Mm.401062	NM_199307	ENSMUSG00000057530	Ece1	AW322500|ECE-1|ECE-1a|ECE-1b|ECE-1d	endothelin converting enzyme 1	protein-coding
27221	chr8	94270023	94270523	+	0	NA	intron (NM_172410, intron 4 of 22)	intron (NM_172410, intron 4 of 22)	-54038	NR_029552	723956		NR_029552	miRBase:MI0000164	Mir138-2	Mirn138-2	microRNA 138-2	ncRNA
27248	chr10	5197499	5197999	+	0	NA	Intergenic	Intergenic	-3042	NM_001079686	64009	Mm.331626	NM_022027	ENSMUSG00000019769	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|Myne1|mKIAA1756	spectrin repeat containing, nuclear envelope 1	protein-coding
23997	chr13	114842851	114843351	+	0	NA	intron (NM_008396, intron 27 of 29)	intron (NM_008396, intron 27 of 29)	24864	NM_001113374	17434	Mm.19027	NM_013826	ENSMUSG00000015536	Mocs2	AI415403	molybdenum cofactor synthesis 2	protein-coding
26797	chr1	38902285	38902785	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-4375	NM_145142	98388	Mm.260054	NM_145142	ENSMUSG00000026080	Chst10	AI507003|AU041319|Hnk-1st|ST	carbohydrate sulfotransferase 10	protein-coding
25001	chr15	67146176	67146676	+	0	NA	intron (NM_009177, intron 2 of 8)	intron (NM_009177, intron 2 of 8)	30456	NM_009177	20442	Mm.248334	NM_009177	ENSMUSG00000013846	St3gal1	5330418N22Rik|AI467004|ST3GalI|Siat4|Siat4a|St3gal-1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	protein-coding
25681	chr9	123734245	123734745	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-16938	NM_033322	93730	Mm.378263	NM_033322	ENSMUSG00000025245	Lztfl1	5530402H04Rik|6130400H19Rik|AI414725|AW048545	leucine zipper transcription factor-like 1	protein-coding
27888	chr5	72180625	72181125	+	0	NA	Intergenic	MLT2D|LTR|ERVL	-12692	NM_178599	27784	Mm.44223	NM_178599	ENSMUSG00000029213	Commd8	C77770|D5Buc26e	COMM domain containing 8	protein-coding
28030	chr15	84772805	84773305	+	0	NA	TTS (NM_028455)	TTS (NM_028455)	-52789	NR_040347	328576	Mm.400211	NR_040347		Gm20556	A430075N02	predicted gene, 20556	ncRNA
24680	chr14	14599234	14599734	+	0	NA	Intergenic	Intergenic	-103541	NM_001033270	218756	Mm.258893	NM_001033270	ENSMUSG00000021733	Slc4a7	E430014N10Rik|NBC3|NBCn1|NBCn1-G	solute carrier family 4, sodium bicarbonate cotransporter, member 7	protein-coding
27332	chr14	79153883	79154383	+	0	NA	intron (NM_027906, intron 37 of 44)	intron (NM_027906, intron 37 of 44)	93234	NM_001033215	105590	Mm.486536	NM_001033215	ENSMUSG00000071262	Zfp957	AU017455	zinc finger protein 957	protein-coding
28772	chr7	129764346	129764846	+	0	NA	Intergenic	Intergenic	172733	NM_172255	207425	Mm.229323	NM_172255	ENSMUSG00000042055	Wdr11	2900055P10Rik|AW489876|Brwd2|mKIAA1351	WD repeat domain 11	protein-coding
27704	chr13	91377097	91377747	+	0	NA	intron (NR_045161, intron 1 of 2)	B1_Mm|SINE|Alu	10663	NR_045161	320297	Mm.375866	NR_045161	ENSMUSG00000097182	A830009L08Rik	-	RIKEN cDNA A830009L08 gene	ncRNA
26951	chr10	119065574	119066074	+	0	NA	Intergenic	Intergenic	-27081	NR_045348	73400	Mm.416864	NR_045348		1700064J06Rik	-	RIKEN cDNA 1700064J06 gene	ncRNA
27040	chr18	31628345	31628845	+	0	NA	Intergenic	RMER19C|LTR|ERVK	-5788	NM_172965	269003	Mm.194538	NM_172965	ENSMUSG00000024260	Sap130	2610304F09Rik|6720406D06	Sin3A associated protein	protein-coding
22946	chr10	96398284	96399202	+	0	NA	Intergenic	Intergenic	172536	NR_110448	74881	Mm.410819	NR_110448		4930459C07Rik	-	RIKEN cDNA 4930459C07 gene	ncRNA
28850	chr12	102448419	102448919	+	0	NA	Intergenic	Intergenic	-8972	NM_011175	19141	Mm.17185	NM_011175	ENSMUSG00000021190	Lgmn	AEP|AI746452|AU022324|Prsc1	legumain	protein-coding
27903	chr6	72547072	72547572	+	0	NA	intron (NM_001271415, intron 2 of 10)	B3A|SINE|B2	-1951	NM_001042534	12332	Mm.18626	NM_007599	ENSMUSG00000056737	Capg	gCap39|mbh1	capping protein (actin filament), gelsolin-like	protein-coding
24578	chr15	60130110	60130610	+	0	NA	Intergenic	(CAA)n|Simple_repeat|Simple_repeat	-113742	NM_027668	71088	Mm.425950	NM_027668	ENSMUSG00000071749	4933412E24Rik	-	RIKEN cDNA 4933412E24 gene	protein-coding
28433	chr19	10579072	10579572	+	0	NA	intron (NM_001282067, intron 3 of 8)	intron (NM_001282067, intron 3 of 8)	2165	NM_001282064	225912	Mm.252701	NM_201351	ENSMUSG00000034445	Cyb561a3	2310004G04Rik|Cybasc3|Lcytb	cytochrome b561 family, member A3	protein-coding
27655	chr11	67563520	67564020	+	0	NA	intron (NM_008088, intron 1 of 13)	intron (NM_008088, intron 1 of 13)	-22730	NM_001109657	14457	Mm.40338	NM_008088	ENSMUSG00000033066	Gas7	AW124766|B230343A10Rik|Gas7-cb	growth arrest specific 7	protein-coding
24244	chr1	171789333	171789833	+	0	NA	intron (NM_013730, intron 4 of 6)	intron (NM_013730, intron 4 of 6)	22451	NM_013730	27218	Mm.103648	NM_013730	ENSMUSG00000015316	Slamf1	4933415F16|AA177906|CD150|CDw150|ESTM51|IPO-3|Slam	signaling lymphocytic activation molecule family member 1	protein-coding
25576	chr1	106684554	106685054	+	0	NA	intron (NM_009741, intron 1 of 1)	intron (NM_009741, intron 1 of 1)	29486	NM_009741	12043	Mm.257460	NM_009741	ENSMUSG00000057329	Bcl2	AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik	B cell leukemia/lymphoma 2	protein-coding
28336	chr13	20795702	20796202	+	0	NA	intron (NM_012054, intron 1 of 20)	intron (NM_012054, intron 1 of 20)	1839	NM_012054	27052	Mm.314046	NM_012054	ENSMUSG00000021322	Aoah	4930433E13Rik	acyloxyacyl hydrolase	protein-coding
25974	chr2	156324263	156325091	+	0	NA	intron (NM_027585, intron 2 of 12)	intron (NM_027585, intron 2 of 12)	-11973	NM_020255	19018	Mm.389346	NM_020255	ENSMUSG00000046229	Scand1	2310003H23Rik|Leap1|PGC-2|Ppargc2	SCAN domain-containing 1	protein-coding
25591	chr2	121275584	121276084	+	0	NA	Intergenic	L1MB3|LINE|L1	-4427	NM_001290830	27223	Mm.215389	NM_013735	ENSMUSG00000043909	Trp53bp1	53BP1|Tp53bp1|m53BP1|p53BP1	transformation related protein 53 binding protein 1	protein-coding
28417	chr17	88029855	88030355	+	0	NA	intron (NM_001081034, intron 1 of 22)	intron (NM_001081034, intron 1 of 22)	35180	NM_001081034	225055	Mm.386857	NM_001081034	ENSMUSG00000005371	Fbxo11	C80048|Jf	F-box protein 11	protein-coding
28238	chr7	137911779	137912279	+	0	NA	Intergenic	Intergenic	474355	NR_033611	620016	Mm.388932	NR_033611	ENSMUSG00000049494	Gm12669	OTTMUSG00000007920	glutaredoxin 3 pseudogene	pseudo
26556	chr15	97381569	97382069	+	0	NA	intron (NM_172293, intron 5 of 5)	B1_Mur4|SINE|Alu	-134532	NM_178114	105827	Mm.24005	NM_178114	ENSMUSG00000048218	Amigo2	AI415330|AMIGO-2|AW208913|Ali1	adhesion molecule with Ig like domain 2	protein-coding
28205	chr6	67181314	67181814	+	0	NA	Intergenic	Intergenic	-85415	NM_001113566	66870	Mm.240490	NM_025814	ENSMUSG00000036371	Serbp1	1200009K13Rik|9330147J08Rik|AL022786|Pairbp1	serpine1 mRNA binding protein 1	protein-coding
24970	chr11	49631533	49632161	+	0	NA	intron (NM_008029, intron 10 of 29)	intron (NM_008029, intron 10 of 29)	22168	NM_008029	14257	Mm.3291	NM_008029	ENSMUSG00000020357	Flt4	AI323512|Chy|Flt-4|VEGFR-3|VEGFR3	FMS-like tyrosine kinase 4	protein-coding
27534	chr5	147475814	147476314	+	0	NA	intron (NM_028291, intron 4 of 18)	ORR1E-int|LTR|ERVL-MaLR	45484	NM_028291	72587	Mm.320469	NM_028291	ENSMUSG00000029647	Pan3	2700050F09Rik|A430027N15Rik|AU014670	PAN3 polyA specific ribonuclease subunit homolog (S. cerevisiae)	protein-coding
28883	chr16	32154762	32155262	+	0	NA	intron (NM_146069, intron 2 of 3)	(CATA)n|Simple_repeat|Simple_repeat	10464	NM_146069	224109	Mm.33498	NM_146069	ENSMUSG00000052384	Nrros	E430025L02Rik|Lrcc33|Lrrc33	negative regulator of reactive oxygen species	protein-coding
28940	chrX	167198070	167198570	+	0	NA	Intergenic	Intergenic	10898	NM_021278	19241	Mm.142729	NM_021278	ENSMUSG00000049775	Tmsb4x	Ptmb4|Tb4	thymosin, beta 4, X chromosome	protein-coding
25940	chr18	76379406	76379906	+	0	NA	Intergenic	Intergenic	118535	NM_001252481	17126	Mm.152699	NM_010754		Smad2	7120426M23Rik|Madh2|Madr2|Smad-2|mMad2	SMAD family member 2	protein-coding
27959	chr10	121501504	121502158	+	0	NA	Intergenic	B1_Mus2|SINE|Alu	-25581	NM_138956	192678	Mm.41265	NM_138956	ENSMUSG00000025795	Rassf3	AW212023|AW322379	Ras association (RalGDS/AF-6) domain family member 3	protein-coding
28916	chr19	5232762	5233262	+	0	NA	intron (NM_153129, intron 1 of 23)	intron (NM_153129, intron 1 of 23)	40107	NM_153129	107975	Mm.234923	NM_153129	ENSMUSG00000024855	Pacs1	AI325977	phosphofurin acidic cluster sorting protein 1	protein-coding
25208	chr9	110245710	110246210	+	0	NA	intron (NM_013884, intron 1 of 4)	intron (NM_013884, intron 1 of 4)	2177	NM_013884	29873	Mm.38496	NM_013884	ENSMUSG00000032482	Cspg5	Caleb|Ngc	chondroitin sulfate proteoglycan 5	protein-coding
26751	chr14	77869564	77870064	+	0	NA	intron (NM_025384, intron 1 of 5)	intron (NM_025384, intron 1 of 5)	5103	NM_025384	66148	Mm.248046	NM_025384	ENSMUSG00000022013	Dnajc15	1110003P16Rik|Dnajd1	DnaJ (Hsp40) homolog, subfamily C, member 15	protein-coding
26428	chr7	30426933	30427433	+	0	NA	exon (NM_172142, exon 9 of 11)	exon (NM_172142, exon 9 of 11)	3879	NM_172142	243910	Mm.386878	NM_172142	ENSMUSG00000036931	Nfkbid	IkappaBNS	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta	protein-coding
24177	chr4	9135739	9136239	+	0	NA	Intergenic	Intergenic	-133328	NM_028940	74438	Mm.473368	NM_028940	ENSMUSG00000041216	Clvs1	4933402J24Rik|Clvl1|Rlbp1l1	clavesin 1	protein-coding
28251	chr8	107046450	107046950	+	0	NA	TTS (NM_126165)	TTS (NM_126165)	1914	NM_026513	68023	Mm.482335	NM_026513	ENSMUSG00000078931	Pdf	2610019N19Rik	peptide deformylase (mitochondrial)	protein-coding
28612	chr14	25188508	25189008	+	0	NA	Intergenic	Intergenic	-45517	NR_045718	75862	Mm.109191	NR_045718		4930572O13Rik	-	RIKEN cDNA 4930572O13 gene	ncRNA
27800	chr19	12007872	12008372	+	0	NA	Intergenic	Lx3A|LINE|L1	28618	NM_146680	258675	Mm.271517	NM_146680	ENSMUSG00000067529	Olfr1423	MOR239-3	olfactory receptor 1423	protein-coding
26907	chr8	57312428	57312928	+	0	NA	intron (NR_110474, intron 2 of 4)	intron (NR_110474, intron 2 of 4)	8181	NR_110474	102636514		NR_110474		LOC102636514	-	uncharacterized LOC102636514	ncRNA
25995	chr4	101223108	101223608	+	0	NA	intron (NM_146145, intron 1 of 24)	intron (NM_146145, intron 1 of 24)	41924	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding
25795	chr2	34939362	34939862	+	0	NA	Intergenic	Intergenic	22160	NM_009421	22029	Mm.239514	NM_009421	ENSMUSG00000026875	Traf1	4732496E14Rik	TNF receptor-associated factor 1	protein-coding
26993	chr13	99173481	99173981	+	0	NA	Intergenic	G-rich|Low_complexity|Low_complexity	-11092	NM_001004149	238803	Mm.343207	NM_001004149	ENSMUSG00000050919	Zfp366	DC-SCRIPT|Znf366	zinc finger protein 366	protein-coding
28043	chr17	14826571	14827071	+	0	NA	intron (NM_175173, intron 24 of 24)	intron (NM_175173, intron 24 of 24)	116303	NM_175173	71682	Mm.122698	NM_175173	ENSMUSG00000046991	Wdr27	0610012K18Rik	WD repeat domain 27	protein-coding
23051	chr2	132040304	132041084	+	0	NA	Intergenic	Intergenic	-10706	NM_175445	215653	Mm.204737	NM_175445	ENSMUSG00000027339	Rassf2	3830431H01Rik|9030412M04Rik|AI852669|AW495050	Ras association (RalGDS/AF-6) domain family member 2	protein-coding
28717	chr4	45653736	45654236	+	0	NA	Intergenic	Helitron3Na_Mam|RC|Helitron	-29603	NM_001033412	329839	Mm.331582	NM_001033412		Gm829	-	predicted gene 829	protein-coding
28614	chr14	54549437	54549937	+	0	NA	exon (NM_145462, exon 4 of 10)	exon (NM_145462, exon 4 of 10)	4674	NM_145462	219072	Mm.202152	NM_145462	ENSMUSG00000022177	Haus4	9430093H08Rik|AU016300|D14Ertd500e	HAUS augmin-like complex, subunit 4	protein-coding
27836	chr2	29103806	29104306	+	0	NA	Intergenic	RMER1A|Other|Other	-20936	NM_198033	269254	Mm.41867	NM_198033	ENSMUSG00000043535	Setx	A130090N03|A930037J23Rik|AOA2|AW060766|Als4|SCAR1|Sen1|mKIAA0625	senataxin	protein-coding
28956	chr6	83389831	83390331	+	0	NA	intron (NM_183138, intron 3 of 10)	intron (NM_183138, intron 3 of 10)	11021	NR_105793	102465194		NR_105793		Mir6374	mmu-mir-6374	microRNA mir-6374	ncRNA
28520	chr5	105858824	105859324	+	0	NA	Intergenic	Intergenic	-17494	NR_030777	54367	Mm.248876	NM_018759	ENSMUSG00000029290	Zfp326	5730470H14Rik|ZAN75|Znf326	zinc finger protein 326	protein-coding
25976	chr2	163637926	163638426	+	0	NA	intron (NM_012032, intron 2 of 9)	intron (NM_012032, intron 2 of 9)	-6674	NR_028113	68386	Mm.410649	NR_028113	ENSMUSG00000058812	0610039K10Rik	-	RIKEN cDNA 0610039K10 gene	ncRNA
27749	chr16	14365242	14365742	+	0	NA	intron (NM_008576, intron 1 of 30)	intron (NM_008576, intron 1 of 30)	3934	NM_008576	17250	Mm.196634	NM_008576	ENSMUSG00000023088	Abcc1	Abcc1a|Abcc1b|MRP|Mdrap|Mrp1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	protein-coding
28393	chr16	38396967	38397467	+	0	NA	intron (NM_134102, intron 10 of 10)	intron (NM_134102, intron 10 of 10)	35007	NM_022318	64082	Mm.390856	NM_022318	ENSMUSG00000022803	Popdc2	AV006127|Pop2	popeye domain containing 2	protein-coding
25845	chr7	102312854	102313486	+	0	NA	intron (NM_009287, intron 1 of 11)	MIR|SINE|MIR	45346	NM_009287	20866	Mm.645	NM_009287	ENSMUSG00000030987	Stim1	SIM	stromal interaction molecule 1	protein-coding
25616	chr4	88680526	88681160	+	0	NA	Intergenic	Intergenic	2936	NM_010503	15965	Mm.14091	NM_010503		Ifna2	Ifa2	interferon alpha 2	protein-coding
27720	chr14	101837946	101838446	+	0	NA	intron (NM_201529, intron 3 of 30)	T-rich|Low_complexity|Low_complexity	108268	NM_201529	380928	Mm.218981	NM_201529	ENSMUSG00000033060	Lmo7	C78582|FBXO20|Gm914|mKIAA0858	LIM domain only 7	protein-coding
28489	chr3	69724644	69725144	+	0	NA	intron (NM_133787, intron 3 of 15)	intron (NM_133787, intron 3 of 15)	2839	NM_133787	97112	Mm.21062	NM_133787	ENSMUSG00000027787	Nmd3	C87860	NMD3 homolog (S. cerevisiae)	protein-coding
27406	chr1	106678460	106678960	+	0	NA	intron (NM_009741, intron 1 of 1)	intron (NM_009741, intron 1 of 1)	35580	NM_009741	12043	Mm.257460	NM_009741	ENSMUSG00000057329	Bcl2	AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik	B cell leukemia/lymphoma 2	protein-coding
26298	chr17	17620632	17621266	+	0	NA	intron (NM_172827, intron 1 of 17)	intron (NM_172827, intron 1 of 17)	3540	NM_172827	240028	Mm.328807	NM_172827	ENSMUSG00000023845	Lnpep	2010309L07Rik|4732490P18Rik|CAP|IRAP|PLAP|gp160|vp165	leucyl/cystinyl aminopeptidase	protein-coding
