PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-24h-MNase-All-Conditions/regions.txt mm10 -size given -d AND-CD4TCell-H3K27Ac-1uM-K99A-24h-MNase-Combined AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	1uM K99A	1uM PCC	No Peptide
chr16-7045	chr16	10723502	10724454	+	31.4	42.94	intron (NM_177562, intron 21 of 22)	intron (NM_177562, intron 21 of 22)	61558.0	NM_009896	12703.0	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	35.05	34.66	27.85
chr14-5522	chr14	56303622	56304590	+	30.9	64.833	Intergenic	B1_Mus1|SINE|Alu	-41846.0	NM_013542	14939.0	Mm.14874	NM_013542	ENSMUSG00000015437	Gzmb	AI553453|CCP-1/C11|CCP1|Ctla-1|Ctla1|GZB	granzyme B	protein-coding	33.5	26.7	23.87
chr10-19214	chr10	117081523	117082401	+	30.9	43.52	intron (NM_177798, intron 5 of 9)	(CAAAAA)n|Simple_repeat|Simple_repeat	-18148.0	NM_007636	12461.0	Mm.247788	NM_007636	ENSMUSG00000034024	Cct2	Cctb	chaperonin containing Tcp1, subunit 2 (beta)	protein-coding	23.88	30.36	26.39
chr9-46259	chr9	66894508	66895816	+	30.7	28.303	intron (NM_173413, intron 1 of 7)	intron (NM_173413, intron 1 of 7)	24543.0	NM_173413	235442.0	Mm.260376	NM_173413	ENSMUSG00000036943	Rab8b	5930437D16|D330025I23Rik	RAB8B, member RAS oncogene family	protein-coding	31.27	30.79	30.79
chr15-662	chr15	78510083	78510583	+	30.7	51.986999999999995	Intergenic	Intergenic	-15267.0	NM_008368	16185.0	Mm.35287	NM_008368	ENSMUSG00000068227	Il2rb	CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70	interleukin 2 receptor, beta chain	protein-coding	18.38	21.96	14.87
chr6-5221	chr6	140597993	140599549	+	30.6	16.687	Intergenic	Intergenic	-23892.0	NM_178803	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	34.7	43.92	28.27
chr1-31726	chr1	51493260	51494868	+	30.3	28.406999999999996	Intergenic	Intergenic	-15665.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	25.08	34.66	25.34
chr8-7812	chr8	120751560	120752504	+	30.3	38.306999999999995	intron (NM_008320, intron 6 of 8)	intron (NM_008320, intron 6 of 8)	15656.0	NM_008320	15900.0	Mm.334861	NM_008320	ENSMUSG00000041515	Irf8	AI893568|ICSBP|IRF-8|Icsbp1|Myls	interferon regulatory factor 8	protein-coding	29.89	20.45	30.37
chr9-7989	chr9	120090510	120091264	+	29.1	31.07	Intergenic	ORR1A2|LTR|ERVL-MaLR	-1246.0	NM_007720	12776.0	Mm.442098	NM_007720	ENSMUSG00000042262	Ccr8	C-C|C-C CKR-8|CC-CKR-8|CCR-8|CKR-8|Cmkbr8|mCCR8	chemokine (C-C motif) receptor 8	protein-coding	21.13	53.82	16.75
chr1-60309	chr1	60952670	60954446	+	29.1	27.693	Intergenic	IMPB_01|Satellite|Satellite	-24356.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	29.04	27.13	23.87
chr5-1861	chr5	148311108	148311732	+	28.9	37.613	intron (NM_029920, intron 14 of 14)	MuRRS-int|LTR|ERV1	88484.0	NM_007513	11987.0	Mm.275489	NM_007513	ENSMUSG00000041313	Slc7a1	4831426K01Rik|AI447493|Atrc-1|Atrc1|Cat1|Rec-1|Rev-1|mCAT-1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	protein-coding	29.38	13.56	22.2
chr9-31568	chr9	78520283	78521611	+	28.7	11.49	Intergenic	Intergenic	-39223.0	NM_010106	13627.0	Mm.138471	NM_010106	ENSMUSG00000037742	Eef1a1	-	eukaryotic translation elongation factor 1 alpha 1	protein-coding	22.33	40.26	21.99
chr1-6454	chr1	160233647	160234423	+	28.7	36.157	intron (NM_001038621, intron 6 of 8)	intron (NM_001038621, intron 6 of 8)	-21143.0	NM_009786	12301.0	Mm.10702	NM_009786	ENSMUSG00000014226	Cacybp	SIP	calcyclin binding protein	protein-coding	24.4	21.75	16.96
chr5-14022	chr5	149635004	149636036	+	28.7	22.066999999999997	intron (NM_013559, intron 1 of 17)	intron (NM_013559, intron 1 of 17)	795.0	NM_013559	15505.0	Mm.270681	NM_013559	ENSMUSG00000029657	Hsph1	105kDa|AI790491|Hsp105|Hsp110|hsp-E7I	heat shock 105kDa/110kDa protein 1	protein-coding	26.8	37.25	19.48
chr11-9215	chr11	120484565	120485993	+	28.6	17.583	exon (NM_027204, exon 2 of 5)	exon (NM_027204, exon 2 of 5)	610.0	NM_027204	56282.0	Mm.133851	NM_027204	0	Mrpl12	0610034O11Rik|1500031N16Rik|MRP-L12|Rpml12	mitochondrial ribosomal protein L12	protein-coding	26.11	32.51	31.62
chr2-34249	chr2	152793499	152794581	+	28.4	28.927	intron (NM_001289717, intron 2 of 2)	(TAAA)n|Simple_repeat|Simple_repeat	36677.0	NM_001289739	12048.0	Mm.238213	NM_009743	ENSMUSG00000007659	Bcl2l1	Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1	BCL2-like 1	protein-coding	23.88	21.53	20.31
chr4-9588	chr4	63946383	63947569	+	28.3	23.976999999999997	Intergenic	IMPB_01|Satellite|Satellite	-85692.0	NM_009403	21949.0	Mm.4664	NM_009403	0	Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding	25.77	49.52	17.8
chr6-4808	chr6	131387302	131388846	+	28.3	24.27	exon (NM_139117, exon 1 of 10)	exon (NM_139117, exon 1 of 10)	376.0	NM_139117	56449.0	Mm.458000	NM_011733	ENSMUSG00000030189	Ybx3	Csda|Dpba|MSY3|MSY4|Yb2|dbpA|oxyR	Y box protein 3	protein-coding	26.97	54.9	18.43
chr4-79848	chr4	3833948	3835516	+	28.0	27.08	intron (NM_026147, intron 3 of 3)	intron (NM_026147, intron 3 of 3)	868.0	NM_026147	67427.0	Mm.21938	NM_026147	0	Rps20	4632426K06Rik|Dsk4	ribosomal protein S20	protein-coding	27.49	34.66	20.73
chr4-9830	chr4	63886184	63887110	+	27.9	21.467	Intergenic	Intergenic	-25363.0	NM_009403	21949.0	Mm.4664	NM_009403	0	Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding	30.07	31.86	23.25
chr9-10121	chr9	78527386	78528708	+	27.8	76.257	Intergenic	ID_B1|SINE|B4	-46323.0	NM_010106	13627.0	Mm.138471	NM_010106	ENSMUSG00000037742	Eef1a1	-	eukaryotic translation elongation factor 1 alpha 1	protein-coding	28.0	38.11	22.83
chr4-15588	chr4	48011851	48012605	+	27.6	43.403	Intergenic	Intergenic	-39020.0	NM_015743	18124.0	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding	42.44	27.77	36.86
chr11-77863	chr11	46366223	46368073	+	27.5	10.847000000000001	intron (NM_001281965, intron 2 of 16)	intron (NM_001281965, intron 2 of 16)	22367.0	NM_001281968	16428.0	Mm.339927	NM_010583	ENSMUSG00000020395	Itk	Emt|Tcsk|Tsk	IL2 inducible T cell kinase	protein-coding	27.49	27.77	29.53
chrX-4529	chrX	36795562	36797218	+	27.0	43.423	intron (NM_007451, intron 1 of 3)	CpG	738.0	NM_007451	11740.0	Mm.371544	NM_007451	ENSMUSG00000016319	Slc25a5	Ant2	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	protein-coding	24.4	26.91	22.2
chr14-34630	chr14	78303376	78304956	+	26.6	15.437000000000001	intron (NM_011613, intron 1 of 4)	intron (NM_011613, intron 1 of 4)	3877.0	NM_011613	21943.0	Mm.249221	NM_011613	ENSMUSG00000022015	Tnfsf11	Ly109l|ODF|OPG|OPGL|RANKL|Trance	tumor necrosis factor (ligand) superfamily, member 11	protein-coding	29.38	27.13	32.88
chr12-1072	chr12	110706388	110706888	+	26.6	18.803	Intergenic	Intergenic	-10243.0	NM_010480	15519.0	Mm.1843	NM_010480	ENSMUSG00000021270	Hsp90aa1	86kDa|89kDa|AL024080|AL024147|Hsp86-1|Hsp89|Hsp90|Hspca|hsp4	heat shock protein 90, alpha (cytosolic), class A member 1	protein-coding	19.41	20.88	14.87
chr16-19210	chr16	45349630	45350514	+	26.5	34.32	Intergenic	Intergenic	58981.0	NM_010818	17470.0	Mm.245851	NM_010818	ENSMUSG00000022661	Cd200	Mox2|OX2	CD200 antigen	protein-coding	21.48	42.41	14.87
chr7-12981	chr7	125588412	125589182	+	26.2	35.583	Intergenic	Intergenic	-14632.0	NM_021887	60504.0	Mm.155643	NM_021887	ENSMUSG00000030745	Il21r	NILR	interleukin 21 receptor	protein-coding	25.94	41.55	17.17
chr16-18592	chr16	51701131	51702815	+	25.9	41.893	Intergenic	Intergenic	-329576.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	12.03	49.09	10.68
chr6-7754	chr6	140541772	140542664	+	25.7	27.416999999999998	intron (NM_144920, intron 10 of 30)	intron (NM_144920, intron 10 of 30)	-80445.0	NM_178803	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	15.29	39.4	13.82
chr2-17935	chr2	38607200	38608556	+	25.7	18.157	intron (NM_011187, intron 6 of 7)	MIR|SINE|MIR	36028.0	NM_011187	19177.0	Mm.389251	NM_011187	ENSMUSG00000026750	Psmb7	AU020723|MC14	proteasome (prosome, macropain) subunit, beta type 7	protein-coding	26.63	30.36	17.17
chr5-10778	chr5	129021112	129022296	+	25.4	14.517000000000001	intron (NM_009391, intron 4 of 6)	intron (NM_009391, intron 4 of 6)	1548.0	NM_009391	19384.0	Mm.297440	NM_009391	ENSMUSG00000029430	Ran	-	RAN, member RAS oncogene family	protein-coding	16.84	29.5	15.92
chr1-50952	chr1	61046432	61047604	+	25.4	32.553000000000004	Intergenic	IMPB_01|Satellite|Satellite	69104.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	27.66	31.65	18.64
chr16-3456	chr16	10776801	10777705	+	25.4	27.76	Intergenic	CT-rich|Low_complexity|Low_complexity	8283.0	NM_009896	12703.0	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	24.57	29.71	23.87
chr6-48528	chr6	140720284	140721758	+	25.3	20.087	Intergenic	RCHARR1|DNA|hAT-Charlie	96723.0	NM_009637	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	12.89	14.64	15.08
chr3-3501	chr3	130900041	130900671	+	25.1	29.573	Intergenic	Intergenic	-169958.0	NM_001005859	68436.0	Mm.140568	NM_026724	ENSMUSG00000062006	Rpl34	1100001I22Rik	ribosomal protein L34	protein-coding	26.8	24.54	20.31
chr16-10513	chr16	52049372	52050330	+	25.1	23.403000000000002	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	18302.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	22.16	21.96	13.4
chr2-23123	chr2	38609955	38610715	+	24.7	59.806999999999995	intron (NM_011187, intron 6 of 7)	intron (NM_011187, intron 6 of 7)	33571.0	NM_011187	19177.0	Mm.389251	NM_011187	ENSMUSG00000026750	Psmb7	AU020723|MC14	proteasome (prosome, macropain) subunit, beta type 7	protein-coding	24.4	67.39	14.45
chr16-6839	chr16	51703349	51704539	+	24.7	31.053	Intergenic	Intergenic	-327605.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	18.9	43.92	13.4
chr15-6209	chr15	61988544	61989610	+	24.5	25.503	intron (NM_001177353, intron 2 of 2)	intron (NM_001177353, intron 2 of 2)	3736.0	NM_001177354	17869.0	Mm.2444	NM_010849	ENSMUSG00000022346	Myc	AU016757|Myc2|Niard|Nird|bHLHe39	myelocytomatosis oncogene	protein-coding	23.88	31.43	19.48
chr10-27044	chr10	30715530	30717196	+	24.3	20.483	intron (NM_172495, intron 3 of 15)	intron (NM_172495, intron 3 of 15)	-60496.0	NM_001111267	211329.0	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding	29.04	35.74	24.29
chr16-3175	chr16	45347257	45348141	+	23.9	21.333000000000002	Intergenic	Intergenic	61354.0	NM_010818	17470.0	Mm.245851	NM_010818	ENSMUSG00000022661	Cd200	Mox2|OX2	CD200 antigen	protein-coding	15.29	26.27	13.61
chr9-6840	chr9	120092573	120093537	+	23.9	21.517	intron (NM_007720, intron 1 of 1)	intron (NM_007720, intron 1 of 1)	922.0	NM_007720	12776.0	Mm.442098	NM_007720	ENSMUSG00000042262	Ccr8	C-C|C-C CKR-8|CC-CKR-8|CCR-8|CKR-8|Cmkbr8|mCCR8	chemokine (C-C motif) receptor 8	protein-coding	18.56	27.99	20.31
chr3-8735	chr3	135621922	135623050	+	23.7	16.367	intron (NM_008689, intron 7 of 24)	URR1B|DNA|hAT-Charlie	69061.0	NM_008689	18033.0	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	15.46	18.3	18.64
chr9-17328	chr9	40757533	40758433	+	23.6	39.927	intron (NM_133733, intron 1 of 6)	intron (NM_133733, intron 1 of 6)	-43290.0	NM_031165	15481.0	Mm.290774	NM_031165	ENSMUSG00000015656	Hspa8	2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10	heat shock protein 8	protein-coding	20.79	29.28	17.38
chr17-11019	chr17	29459056	29459984	+	23.6	36.14	Intergenic	Intergenic	-31525.0	NM_008842	18712.0	Mm.405293	NM_008842	0	Pim1	Pim-1	proviral integration site 1	protein-coding	25.26	25.84	23.25
chr7-15538	chr7	125631306	125632102	+	23.6	29.52	intron (NM_021887, intron 8 of 8)	intron (NM_021887, intron 8 of 8)	28275.0	NM_021887	60504.0	Mm.155643	NM_021887	ENSMUSG00000030745	Il21r	NILR	interleukin 21 receptor	protein-coding	37.8	32.08	28.06
chr9-16778	chr9	107315539	107317015	+	23.5	12.663	Intergenic	Intergenic	19588.0	NM_009895	12700.0	Mm.4592	NM_009895	0	Cish	AI385595|CIS1|Cis|F17|F23	cytokine inducible SH2-containing protein	protein-coding	20.96	32.29	21.36
chr19-25692	chr19	53546926	53547862	+	23.4	20.857	Intergenic	Intergenic	18076.0	NM_001085390	240672.0	Mm.482424	NM_001085390	0	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding	22.16	17.87	17.8
chr16-10267	chr16	52051400	52052316	+	23.3	24.81	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	20309.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	21.13	23.47	18.01
chr11-13080	chr11	58017451	58018415	+	23.2	16.98	intron (NM_028451, intron 1 of 18)	intron (NM_028451, intron 1 of 18)	8869.0	NM_028451	73158.0	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	21.13	17.87	19.48
chr15-7790	chr15	77894971	77895739	+	23.1	30.67	Intergenic	IAPLTR1_Mm|LTR|ERVK	33639.0	NM_019913	56551.0	Mm.291917	NM_019913	ENSMUSG00000005354	Txn2	2510006J11Rik|AI788873|Trx2	thioredoxin 2	protein-coding	17.01	11.41	15.5
chr9-63133	chr9	78532992	78533966	+	23.1	36.68	Intergenic	Intergenic	-51755.0	NM_010106	13627.0	Mm.138471	NM_010106	ENSMUSG00000037742	Eef1a1	-	eukaryotic translation elongation factor 1 alpha 1	protein-coding	24.4	23.9	24.08
chr16-14669	chr16	57130050	57131378	+	22.7	16.1	intron (NM_138599, intron 1 of 11)	intron (NM_138599, intron 1 of 11)	9000.0	NM_138599	28185.0	Mm.213292	NM_138599	ENSMUSG00000022752	Tomm70a	2610044B22Rik|D16Ium22|D16Ium22e|D16Wsu109e|Tom70|mKIAA0719	translocase of outer mitochondrial membrane 70 homolog A (yeast)	protein-coding	22.33	25.84	19.9
chr16-4114	chr16	51687436	51688214	+	22.6	19.327	Intergenic	Intergenic	-343724.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	9.28	21.53	12.15
chr11-14605	chr11	99177384	99178902	+	22.4	23.873	Intergenic	(C)n|Simple_repeat|Simple_repeat	-23066.0	NM_007719	12775.0	Mm.2932	NM_007719	ENSMUSG00000037944	Ccr7	CD197|Cdw197|Cmkbr7|EBI1|Ebi1h	chemokine (C-C motif) receptor 7	protein-coding	24.05	23.9	20.94
chr16-7290	chr16	10745472	10746280	+	22.3	27.206999999999997	TTS (NM_001204229)	TTS (NM_001204229)	39660.0	NM_009896	12703.0	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	19.24	20.24	20.31
chrX-2880	chrX	20658112	20659322	+	22.2	21.323	5' UTR (NM_001276317, exon 1 of 26)	5' UTR (NM_001276317, exon 1 of 26)	213.0	NM_001276317	22201.0	Mm.1104	NM_009457	ENSMUSG00000001924	Uba1	A1S9|Sbx|Ube-1|Ube1x	ubiquitin-like modifier activating enzyme 1	protein-coding	24.91	24.54	20.73
chr13-6190	chr13	30814361	30815337	+	21.9	38.217	3' UTR (NM_025588, exon 28 of 28)	3' UTR (NM_025588, exon 28 of 28)	65591.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	25.94	35.31	22.41
chr16-11432	chr16	52200760	52201756	+	21.8	13.99	intron (NM_001033238, intron 17 of 17)	MLTR11A|LTR|ERVK	169709.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	23.19	16.15	23.46
chr13-4957	chr13	30824836	30825586	+	21.7	23.357	intron (NM_025588, intron 24 of 27)	intron (NM_025588, intron 24 of 27)	75953.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	17.52	24.11	10.89
chr13-3848	chr13	30752197	30752949	+	21.3	28.013	intron (NM_013674, intron 3 of 8)	intron (NM_013674, intron 3 of 8)	3315.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	13.92	33.59	9.84
chr4-18983	chr4	63906187	63907205	+	21.3	18.957	Intergenic	Intergenic	-45412.0	NM_009403	21949.0	Mm.4664	NM_009403	0	Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding	16.15	24.33	12.78
chr1-29465	chr1	51539104	51540002	+	21.1	21.56	Intergenic	Intergenic	-61154.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	18.21	19.38	14.66
chr16-12245	chr16	52090453	52091421	+	20.9	33.84	intron (NM_001033238, intron 3 of 17)	(CCCA)n|Simple_repeat|Simple_repeat	59388.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	25.08	21.75	15.08
chrX-13725	chrX	159372015	159373227	+	20.9	57.43	intron (NM_025437, intron 1 of 6)	CpG	426.0	NM_025437	66235.0	Mm.294623	NM_025437	0	Eif1ax	1500010B24Rik|AI426898|Eif1ay	eukaryotic translation initiation factor 1A, X-linked	protein-coding	21.82	25.41	15.29
chr4-23905	chr4	129067334	129068222	+	20.4	32.1	intron (NM_029219, intron 1 of 8)	intron (NM_029219, intron 1 of 8)	9507.0	NM_029219	75234.0	Mm.259672	NM_029219	ENSMUSG00000028793	Rnf19b	4930534K13Rik|4930555L03Rik|Ibrdc3	ring finger protein 19B	protein-coding	16.49	27.99	18.85
chr16-17361	chr16	52043687	52045025	+	20.0	26.186999999999998	intron (NM_001033238, intron 2 of 17)	intron (NM_001033238, intron 2 of 17)	12807.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	18.04	21.75	14.87
chr6-20216	chr6	140684387	140685407	+	19.5	23.386999999999997	Intergenic	URR1A|DNA|hAT-Charlie	60599.0	NM_009637	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	18.73	16.79	15.92
chr13-27254	chr13	30781978	30783168	+	19.4	25.063000000000002	Intergenic	Intergenic	33315.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	15.12	33.16	15.92
chr7-25491	chr7	125584614	125585650	+	19.1	9.413	Intergenic	(CAAT)n|Simple_repeat|Simple_repeat	-18297.0	NM_021887	60504.0	Mm.155643	NM_021887	ENSMUSG00000030745	Il21r	NILR	interleukin 21 receptor	protein-coding	15.46	21.53	17.17
chr1-50858	chr1	52148519	52149979	+	19.1	12.567	intron (NM_009283, intron 18 of 24)	intron (NM_009283, intron 18 of 24)	29627.0	NM_001205313	20846.0	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding	21.3	18.95	16.13
chr1-11066	chr1	61027371	61028009	+	19.0	28.006999999999998	Intergenic	Intergenic	49776.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	20.62	18.09	17.59
chr12-93375	chr12	73773182	73774726	+	19.0	16.76	intron (NM_008856, intron 12 of 13)	intron (NM_008856, intron 12 of 13)	-133913.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	21.65	17.65	17.8
chr3-7195	chr3	101597561	101598219	+	18.9	23.11	intron (NM_144900, intron 1 of 22)	intron (NM_144900, intron 1 of 22)	6817.0	NM_144900	11928.0	Mm.280103	NM_144900	ENSMUSG00000033161	Atp1a1	Atpa-1|BC010319	ATPase, Na+/K+ transporting, alpha 1 polypeptide	protein-coding	19.59	20.24	13.82
chr12-6891	chr12	55438565	55439451	+	18.8	17.192999999999998	intron (NR_035430, intron 1 of 3)	intron (NR_035430, intron 1 of 3)	40183.0	NM_011968	26443.0	Mm.30210	NM_011968	ENSMUSG00000021024	Psma6	IOTA	proteasome (prosome, macropain) subunit, alpha type 6	protein-coding	19.59	19.38	15.29
chr1-12508	chr1	51467948	51468920	+	18.8	31.483	Intergenic	Intergenic	9965.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	21.99	18.95	18.01
chr1-65929	chr1	52067005	52068197	+	18.6	17.223	intron (NM_011487, intron 4 of 23)	intron (NM_011487, intron 4 of 23)	-51837.0	NM_001205314	20846.0	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding	19.07	23.9	15.92
chr12-9279	chr12	73903913	73904795	+	18.6	22.596999999999998	Intergenic	L1MCa|LINE|L1	-3513.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	19.76	22.18	19.06
chr1-78275	chr1	61025613	61026797	+	18.5	18.403	Intergenic	Intergenic	48291.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	20.27	24.54	13.19
chr1-10628	chr1	51501088	51501964	+	18.5	32.927	Intergenic	Intergenic	-23127.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	17.35	20.45	16.34
chr1-17756	chr1	52129252	52130154	+	18.4	15.03	intron (NM_009283, intron 5 of 24)	intron (NM_009283, intron 5 of 24)	10081.0	NM_001205313	20846.0	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding	21.82	22.39	17.17
chr1-16964	chr1	51624805	51625563	+	18.3	15.28	Intergenic	Intergenic	-146785.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	12.2	10.98	13.82
chr8-51219	chr8	120710446	120711468	+	18.2	19.307000000000002	Intergenic	L1MC|LINE|L1	-25419.0	NM_008320	15900.0	Mm.334861	NM_008320	ENSMUSG00000041515	Irf8	AI893568|ICSBP|IRF-8|Icsbp1|Myls	interferon regulatory factor 8	protein-coding	16.49	31.0	14.24
