PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chr4-10197	chr4	101193971	101196465	+	64.6	11.44	intron (NM_146145, intron 1 of 24)	intron (NM_146145, intron 1 of 24)	70064	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	66.07	54.86	54.74	65.27	84.27
chr4-11496	chr4	101216092	101217566	+	63.8	18.327	intron (NM_146145, intron 1 of 24)	intron (NM_146145, intron 1 of 24)	48453	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	56.19	55.42	70.71	65.85	75.09
chr1-5654	chr1	181859800	181861946	+	63.7	9.04	Intergenic	Intergenic	-18472	NM_133815	98386	Mm.4538	NM_133815	ENSMUSG00000004880	Lbr	AI505894|ic	lamin B receptor	protein-coding	77.18	63.34	53.83	63.54	78.43
chr13-4052	chr13	75824801	75826301	+	63.2	33.347	Intergenic	Intergenic	-14335	NM_053108	93692	Mm.25844	NM_053108	ENSMUSG00000021591	Glrx	C86710|D13Wsu156e|Glrx1|Grx1|TTase	glutaredoxin	protein-coding	68.54	59.38	57.94	65.27	65.91
chr17-4073	chr17	70924470	70925542	+	63.2	27.82	Intergenic	Intergenic	65510	NM_023402	67938	Mm.261329	NM_023402	0	Myl12b	1500001M02Rik|C77744|Mylc2b|RLC-B	myosin, light chain 12B, regulatory	protein-coding	60.51	44.68	58.39	45.63	70.08
chr16-11719	chr16	36925816	36928598	+	63.2	8.157	intron (NM_030035, intron 17 of 21)	intron (NM_030035, intron 17 of 21)	-7776	NM_008225	15163	Mm.4091	NM_008225	ENSMUSG00000022831	Hcls1	AW213261|HS1	hematopoietic cell specific Lyn substrate 1	protein-coding	64.83	80.87	70.71	52.57	31.7
chr10-10956	chr10	19494081	19495711	+	63.1	19.852999999999998	Intergenic	Intergenic	-97062	NM_010511	15979	Mm.549	NM_010511	ENSMUSG00000020009	Ifngr1	CD119|IFN-gammaR|Ifgr|Ifngr|Nktar	interferon gamma receptor 1	protein-coding	72.86	51.47	67.97	44.48	77.59
chr7-17576	chr7	140954263	140956725	+	63.0	29.98	intron (NM_030694, intron 1 of 1)	(CACG)n|Simple_repeat|Simple_repeat	467	NM_030694	80876	Mm.379266	NM_030694	ENSMUSG00000060591	Ifitm2	DSPA2c|Ifitm3l|fragilis3|mil-3	interferon induced transmembrane protein 2	protein-coding	80.89	63.91	55.66	60.65	48.39
chr15-14200	chr15	74967480	74969296	+	62.9	68.32300000000001	Intergenic	Intergenic	13282	NM_001164040	17069	Mm.788	NM_008529	ENSMUSG00000022587	Ly6e	9804|Ly67|RIG-E|Sca-2|TSA-1|Tsa1	lymphocyte antigen 6 complex, locus E	protein-coding	73.48	53.73	67.97	50.26	70.92
chr7-12558	chr7	63964959	63966691	+	62.8	12.647	Intergenic	Intergenic	-26910	NM_021366	50794	Mm.240473	NM_021366	ENSMUSG00000052040	Klf13	0610043C13Rik|9430029L20Rik|Bteb3|FKLF-2|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel-like factor 13	protein-coding	64.83	65.04	54.74	62.39	71.75
chr5-10144	chr5	113835982	113837814	+	62.6	23.87	Intergenic	Intergenic	-6397	NM_009151	20345	Mm.332590	NM_009151	ENSMUSG00000048163	Selplg	CD162|Psgl-1|Psgl1|Selp1|Selpl	selectin, platelet (p-selectin) ligand	protein-coding	72.86	55.99	63.87	54.3	73.42
chr7-22308	chr7	27544618	27545802	+	62.4	54.117	5' UTR (NM_011116, exon 2 of 14)	5' UTR (NM_011116, exon 2 of 14)	7902	NM_011116	18807	Mm.6483	NM_011116	ENSMUSG00000003363	Pld3	Sam-9	phospholipase D family, member 3	protein-coding	68.54	60.51	86.68	55.45	98.45
chr4-21171	chr4	86668722	86670508	+	62.2	20.102999999999998	intron (NM_007408, intron 1 of 7)	B1F1|SINE|Alu	444	NM_007408	11520	Mm.381	NM_007408	ENSMUSG00000028494	Plin2	AA407157|ADPH|Adfp|Adrp	perilipin 2	protein-coding	72.24	47.51	74.82	43.32	74.26
chr17-13016	chr17	84263935	84266293	+	62.2	11.58	intron (NM_183021, intron 30 of 37)	intron (NM_183021, intron 30 of 37)	-77167	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	56.19	48.07	52.01	43.32	82.6
chr9-1531	chr9	59291364	59292498	+	61.9	36.126999999999995	intron (NM_028121, intron 1 of 6)	CpG	359	NM_028121	72141	Mm.22456	NM_028121	ENSMUSG00000025236	Adpgk	2610017G09Rik|Adp-gk|C77577	ADP-dependent glucokinase	protein-coding	33.34	38.46	41.51	39.86	34.21
chr6-7415	chr6	136935295	136936935	+	60.9	16.1	intron (NM_001301301, intron 1 of 5)	intron (NM_001301301, intron 1 of 5)	3412	NM_001301303	11857	Mm.2241	NM_007486	ENSMUSG00000030220	Arhgdib	D4|Gdid4|Ly-GDI	Rho, GDP dissociation inhibitor (GDI) beta	protein-coding	61.75	44.68	65.24	49.68	70.92
chr3-4911	chr3	103773177	103775565	+	60.9	15.257	intron (NR_106164, intron 3 of 4)	intron (NR_106164, intron 3 of 4)	16904	NM_001301306	15257	Mm.20827	NM_010432	ENSMUSG00000008730	Hipk1	1110062K04Rik|Myak	homeodomain interacting protein kinase 1	protein-coding	69.15	50.33	64.78	60.07	77.59
chr3-11521	chr3	89896131	89898129	+	60.9	18.22	intron (NM_010559, intron 1 of 9)	intron (NM_010559, intron 1 of 9)	16032	NM_010559	16194	Mm.2856	NM_010559	ENSMUSG00000027947	Il6ra	CD126|IL-6R|Il6r	interleukin 6 receptor, alpha	protein-coding	59.28	57.69	59.76	49.68	61.74
chr2-35538	chr2	102872358	102874420	+	60.8	10.163	intron (NM_001177787, intron 1 of 10)	intron (NM_001177787, intron 1 of 10)	28276	NM_001177787	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	65.45	51.47	51.55	67.58	60.07
chr4-15486	chr4	134080979	134082759	+	60.5	42.063	intron (NM_001162970, intron 11 of 19)	CpG	13204	NM_013706	23833	Mm.24130	NM_013706	ENSMUSG00000000682	Cd52	AI463198|B7|B7-Ag|CAMPATH-1|CLS1|MB7	CD52 antigen	protein-coding	62.98	61.65	63.87	56.03	40.05
chr7-4384	chr7	24457989	24459711	+	60.5	17.813	Intergenic	Intergenic	-3650	NM_011113	18793	Mm.1359	NM_011113	ENSMUSG00000046223	Plaur	Cd87|u-PAR|uPAR	plasminogen activator, urokinase receptor	protein-coding	64.21	48.07	82.11	56.03	71.75
chr1-31407	chr1	128831868	128833726	+	60.5	29.303	Intergenic	Intergenic	-240498	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	68.54	52.6	63.41	54.3	63.41
chr6-10559	chr6	136930161	136931713	+	60.2	45.403	intron (NM_001301309, intron 2 of 4)	intron (NM_001301309, intron 2 of 4)	8590	NM_001301303	11857	Mm.2241	NM_007486	ENSMUSG00000030220	Arhgdib	D4|Gdid4|Ly-GDI	Rho, GDP dissociation inhibitor (GDI) beta	protein-coding	62.36	42.98	61.59	59.5	49.23
chr15-19476	chr15	6612066	6614014	+	60.1	24.133000000000003	intron (NM_011815, intron 1 of 17)	intron (NM_011815, intron 1 of 17)	33193	NM_001278269	23880	Mm.170905	NM_011815	0	Fyb	ADAP|B630013F22Rik|FYB-120/130|Slap130|p120/130|p120/p130	FYN binding protein	protein-coding	69.15	50.9	70.25	53.14	59.24
chr10-6670	chr10	19577814	19579382	+	60.1	25.34	Intergenic	Intergenic	-13360	NM_010511	15979	Mm.549	NM_010511	ENSMUSG00000020009	Ifngr1	CD119|IFN-gammaR|Ifgr|Ifngr|Nktar	interferon gamma receptor 1	protein-coding	58.04	48.64	65.24	42.17	73.42
chr11-37148	chr11	97817999	97821595	+	59.8	10.967	intron (NM_010688, intron 3 of 6)	B1_Mus1|SINE|Alu	20125	NM_010688	16796	Mm.271967	NM_010688	ENSMUSG00000038366	Lasp1	AA408629|Def-4|SH3P6|Tg(Col1a1-lacZ)1Ngma	LIM and SH3 protein 1	protein-coding	59.28	48.07	65.69	65.27	58.4
chr15-5968	chr15	74917960	74919342	+	59.7	35.567	Intergenic	Intergenic	-36400	NM_001164039	17069	Mm.788	NM_008529	ENSMUSG00000022587	Ly6e	9804|Ly67|RIG-E|Sca-2|TSA-1|Tsa1	lymphocyte antigen 6 complex, locus E	protein-coding	67.3	59.95	61.59	54.3	71.75
chr10-4683	chr10	112002087	112003215	+	59.6	16.97	Intergenic	Intergenic	-5387	NM_028608	73690	Mm.173790	NM_028608	ENSMUSG00000056888	Glipr1	2410114O14Rik|RTVP-1|RTVP1|mRTVP-1	GLI pathogenesis-related 1 (glioma)	protein-coding	79.65	44.68	57.48	47.94	65.08
chr4-7258	chr4	101184754	101186238	+	59.6	19.143	intron (NM_146145, intron 4 of 24)	intron (NM_146145, intron 4 of 24)	79786	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	54.95	46.38	63.41	53.14	79.26
chr16-3974	chr16	10968618	10970152	+	59.6	21.107	intron (NM_019980, intron 1 of 3)	intron (NM_019980, intron 1 of 3)	23736	NM_019980	56722	Mm.294753	NM_019980	ENSMUSG00000022500	Litaf	3222402J11Rik|C85531|N4WBP3|TBX1	LPS-induced TN factor	protein-coding	71.01	52.03	59.31	51.99	66.75
chr12-17362	chr12	102291960	102294000	+	58.8	14.142999999999999	intron (NM_001161365, intron 1 of 9)	intron (NM_001161365, intron 1 of 9)	9339	NM_001161365	217835	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding	46.31	54.29	52.46	59.5	53.4
chr2-18274	chr2	157146743	157148953	+	57.3	17.147000000000002	intron (NM_011249, intron 21 of 21)	intron (NM_011249, intron 21 of 21)	-12626	NM_018851	56045	Mm.248478	NM_018851	ENSMUSG00000027639	Samhd1	E330031J07Rik|Mg11	SAM domain and HD domain, 1	protein-coding	64.21	38.46	64.32	60.65	58.4
chr7-17826	chr7	63973563	63975655	+	57.1	51.403	Intergenic	Intergenic	-35694	NM_021366	50794	Mm.240473	NM_021366	ENSMUSG00000052040	Klf13	0610043C13Rik|9430029L20Rik|Bteb3|FKLF-2|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel-like factor 13	protein-coding	49.4	52.6	64.32	45.06	66.75
chr3-11645	chr3	95523271	95524553	+	57.0	47.82	Intergenic	Intergenic	-2874	NM_001267695	13040	Mm.3619	NM_021281	ENSMUSG00000038642	Ctss	-	cathepsin S	protein-coding	62.36	50.33	45.62	43.32	65.91
chr2-11167	chr2	102912024	102914308	+	56.8	13.343	Intergenic	Intergenic	-11501	NM_001177786	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	51.25	61.08	52.01	76.83	48.39
chr12-2231	chr12	102294346	102296126	+	56.3	15.633	intron (NM_001161365, intron 1 of 9)	intron (NM_001161365, intron 1 of 9)	11595	NM_001161365	217835	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding	69.77	78.05	57.94	54.88	84.27
chr11-34527	chr11	52312316	52314084	+	54.9	15.773	Intergenic	MLT1A1|LTR|ERVL-MaLR	-30629	NM_009331	21414	Mm.31630	NM_009331	ENSMUSG00000000782	Tcf7	AI465550|TCF-1|Tcf1	transcription factor 7, T cell specific	protein-coding	52.48	56.56	58.39	49.68	63.41
chr3-20901	chr3	115688353	115690187	+	54.1	20.666999999999998	Intergenic	Intergenic	25785	NM_007901	13609	Mm.982	NM_007901	ENSMUSG00000045092	S1pr1	AI849002|Edg1|Lpb1|S1p|S1p1	sphingosine-1-phosphate receptor 1	protein-coding	61.75	57.12	53.83	42.75	56.73
chr3-15061	chr3	90612146	90614114	+	53.8	47.493	5' UTR (NM_011313, exon 1 of 3)	5' UTR (NM_011313, exon 1 of 3)	236	NM_011313	20200	Mm.100144	NM_011313	ENSMUSG00000001025	S100a6	2A9|5B10|CALCYCLIN|Cacy|PRA	S100 calcium binding protein A6 (calcyclin)	protein-coding	52.48	53.16	56.11	52.57	59.24
chr5-5568	chr5	149245343	149246365	+	53.7	52.187	Intergenic	Intergenic	-19204	NM_009663	11690	Mm.19844	NM_009663	ENSMUSG00000060063	Alox5ap	Flap	arachidonate 5-lipoxygenase activating protein	protein-coding	59.28	37.33	55.2	42.75	79.26
chr2-53331	chr2	79180118	79181410	+	53.7	23.53	Intergenic	Intergenic	-74662	NM_010576	16401	Mm.31903	NM_010576	ENSMUSG00000027009	Itga4	CD49D|Itga4B	integrin alpha 4	protein-coding	48.78	46.94	48.36	47.94	55.9
chr3-3019	chr3	90604266	90605518	+	53.4	13.65	intron (NM_011311, intron 1 of 2)	intron (NM_011311, intron 1 of 2)	1122	NM_011311	20198	Mm.3925	NM_011311	ENSMUSG00000001020	S100a4	18A2|42a|Capl|FSp1|Mts1|PeL98|metastasin|pk9a	S100 calcium binding protein A4	protein-coding	46.93	44.11	44.71	54.3	59.24
chrX-10318	chrX	74248699	74250873	+	53.2	25.006999999999998	Intergenic	Intergenic	-3252	NM_001290421	192176	Mm.295533	NM_010227	ENSMUSG00000031328	Flna	ABP-280|Dilp2|F730004A14Rik|Fln1|GENA 379|filamin-1	filamin, alpha	protein-coding	52.48	54.29	55.2	47.37	55.9
chr1-16973	chr1	165696856	165698554	+	53.2	32.553000000000004	intron (NM_001038846, intron 1 of 5)	intron (NM_001038846, intron 1 of 5)	10389	NM_178593	226594	Mm.265552	NM_178593	ENSMUSG00000040723	Rcsd1	A430105K13Rik|BC025872	RCSD domain containing 1	protein-coding	36.43	44.68	54.29	43.32	55.07
chr14-16831	chr14	73387828	73389730	+	52.5	23.19	Intergenic	Intergenic	-3508	NM_008410	16432	Mm.4266	NM_008410	ENSMUSG00000022108	Itm2b	AI256040|Bri|Bri2|Bricd2b|D14Sel6|E25BMM|imBRI2	integral membrane protein 2B	protein-coding	59.89	47.51	46.53	54.88	48.39
chr15-10736	chr15	6524714	6526402	+	52.4	21.383000000000003	Intergenic	ORR1E|LTR|ERVL-MaLR	-54289	NM_011815	23880	Mm.170905	NM_011815	0	Fyb	ADAP|B630013F22Rik|FYB-120/130|Slap130|p120/130|p120/p130	FYN binding protein	protein-coding	64.21	44.68	45.16	51.99	60.91
chr10-26475	chr10	17723650	17725366	+	52.1	50.023	exon (NM_010828, exon 2 of 2)	exon (NM_010828, exon 2 of 2)	1280	NM_010828	17684	Mm.272321	NM_010828	ENSMUSG00000039910	Cited2	AI835299|ER154-like|Mrg1|Msg2|p35srj	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	protein-coding	50.01	36.2	47.44	36.39	50.89
chr5-9098	chr5	140663268	140664808	+	51.2	8.47	3' UTR (NM_028833, exon 23 of 23)	3' UTR (NM_028833, exon 23 of 23)	-15007	NM_175274	78339	Mm.28947	NM_175274	ENSMUSG00000036565	Ttyh3	2900029G13Rik|AI414930	tweety homolog 3 (Drosophila)	protein-coding	39.52	29.97	36.5	28.88	40.88
chr12-7267	chr12	102451109	102452413	+	51.0	13.45	Intergenic	Intergenic	-12064	NM_011175	19141	Mm.17185	NM_011175	ENSMUSG00000021190	Lgmn	AEP|AI746452|AU022324|Prsc1	legumain	protein-coding	51.25	30.54	52.46	37.55	43.39
chr15-17053	chr15	3173197	3175313	+	50.9	16.053	Intergenic	Intergenic	-96512	NM_001042613	20363	Mm.392203	NM_009155	ENSMUSG00000064373	Sepp1	AU018766|D15Ucla1|Se-P|selp	selenoprotein P, plasma, 1	protein-coding	42.6	42.42	48.81	54.88	54.23
chr10-17671	chr10	84583776	84585568	+	50.8	12.78	intron (NM_146008, intron 1 of 9)	intron (NM_146008, intron 1 of 9)	7725	NM_146008	216198	Mm.296142	NM_146008	ENSMUSG00000020034	Tcp11l2	E430026E19Rik	t-complex 11 (mouse) like 2	protein-coding	54.34	55.42	56.57	49.1	65.08
chr11-29172	chr11	106313123	106315053	+	50.4	16.55	intron (NM_008339, intron 1 of 5)	intron (NM_008339, intron 1 of 5)	441	NM_008339	15985	Mm.2987	NM_008339	ENSMUSG00000040592	Cd79b	B29|Ig-beta|Igb|Igbeta	CD79B antigen	protein-coding	53.72	59.38	40.6	46.79	59.24
chr5-9215	chr5	43841320	43842492	+	50.4	25.67	intron (NM_009763, intron 8 of 8)	intron (NM_009763, intron 8 of 8)	23013	NM_009763	12182	Mm.246332	NM_009763	ENSMUSG00000029082	Bst1	114/A10|A530073F09|BP-3|Bp3|Bsta1|CD157|Ly65	bone marrow stromal cell antigen 1	protein-coding	57.42	46.94	58.39	38.7	45.05
chr19-14104	chr19	57098013	57099875	+	49.9	19.843	intron (NM_001290813, intron 6 of 20)	intron (NM_001290813, intron 6 of 20)	20080	NM_001103178	226251	Mm.217161	NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|AV079770|AW060987|AW215784|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding	58.66	49.77	51.09	51.99	70.92
chr19-8963	chr19	57103842	57105636	+	49.9	19.9	intron (NM_001290813, intron 6 of 20)	intron (NM_001290813, intron 6 of 20)	14285	NM_001103178	226251	Mm.217161	NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|AV079770|AW060987|AW215784|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding	48.78	46.94	45.62	56.03	67.58
chr17-7381	chr17	84161365	84162649	+	49.2	15.933	Intergenic	L1MC1|LINE|L1	25940	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	41.37	41.85	41.51	47.37	46.72
chr7-7876	chr7	126707717	126709135	+	49.2	11.152999999999999	Intergenic	MLT1K|LTR|ERVL-MaLR	-3610	NM_009898	12721	Mm.290482	NM_009898	ENSMUSG00000030707	Coro1a	Clabp|Lmb3|TACO|p57	coronin, actin binding protein 1A	protein-coding	51.25	44.11	42.88	49.68	42.55
chr1-5935	chr1	128786849	128788153	+	49.1	26.44	Intergenic	Intergenic	-195202	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	51.87	40.15	57.48	36.39	60.91
chr5-11350	chr5	96792710	96794356	+	48.8	40.06	5' UTR (NM_013470, exon 1 of 13)	5' UTR (NM_013470, exon 1 of 13)	148	NM_013470	11745	Mm.7214	NM_013470	ENSMUSG00000029484	Anxa3	Anx3	annexin A3	protein-coding	51.87	36.2	52.92	42.75	42.55
chr16-15154	chr16	36940586	36942134	+	48.8	21.583000000000002	intron (NM_008225, intron 3 of 13)	intron (NM_008225, intron 3 of 13)	6377	NM_008225	15163	Mm.4091	NM_008225	ENSMUSG00000022831	Hcls1	AW213261|HS1	hematopoietic cell specific Lyn substrate 1	protein-coding	48.16	50.33	58.39	56.03	53.4
chr3-34139	chr3	95540549	95542403	+	48.5	28.303	intron (NM_001267695, intron 3 of 7)	L1_Mus3|LINE|L1	14690	NM_021281	13040	Mm.3619	NM_021281	ENSMUSG00000038642	Ctss	-	cathepsin S	protein-coding	58.04	41.85	57.02	48.52	52.56
chr15-16725	chr15	79734247	79736211	+	48.4	16.46	intron (NM_194342, intron 6 of 16)	intron (NM_194342, intron 6 of 16)	7307	NM_194342	223697	Mm.202715	NM_194342	ENSMUSG00000042524	Sun2	B230369L08Rik|C030011B15|Unc84b	Sad1 and UNC84 domain containing 2	protein-coding	52.48	41.29	49.27	39.86	63.41
chr8-14389	chr8	72302965	72304339	+	48.3	58.1	Intergenic	Intergenic	-15410	NM_008452	16598	Mm.26938	NM_008452	ENSMUSG00000055148	Klf2	Lklf	Kruppel-like factor 2 (lung)	protein-coding	52.48	26.02	56.11	45.06	55.9
chr10-23716	chr10	43576808	43578112	+	48.1	18.82	Intergenic	Intergenic	-1709	NM_009846	12484	Mm.29742	NM_009846	ENSMUSG00000047139	Cd24a	Cd24|HSA|Ly-52|nectadrin	CD24a antigen	protein-coding	40.75	27.71	39.69	41.01	25.86
chr13-10951	chr13	32849528	32851900	+	47.2	9.392999999999999	intron (NM_025429, intron 1 of 6)	intron (NM_025429, intron 1 of 6)	471	NM_025429	66222	Mm.20144	NM_025429	ENSMUSG00000044734	Serpinb1a	1190005M04Rik|AI325983|EI|EIA|ELANH2|LEI|M/NEI|MNEI|PI2	serine (or cysteine) peptidase inhibitor, clade B, member 1a	protein-coding	50.01	43.55	47.44	45.63	39.21
chr14-6866	chr14	64271684	64273200	+	47.2	20.147000000000002	intron (NM_001253715, intron 2 of 4)	L1MC1|LINE|L1	144514	NM_001253716	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding	40.13	35.63	41.51	50.83	80.93
chr4-12978	chr4	101182174	101183338	+	47.0	37.07	intron (NM_146145, intron 5 of 24)	intron (NM_146145, intron 5 of 24)	82526	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	53.1	36.2	60.67	32.35	75.92
chr1-6669	chr1	128548763	128549925	+	46.9	12.96	Intergenic	Intergenic	42955	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	51.87	39.02	48.81	40.44	45.89
chr8-7800	chr8	72342389	72344105	+	46.7	8.163	intron (NM_001289859, intron 21 of 21)	ID|SINE|ID	24185	NM_008452	16598	Mm.26938	NM_008452	ENSMUSG00000055148	Klf2	Lklf	Kruppel-like factor 2 (lung)	protein-coding	37.66	46.94	38.78	38.7	43.39
chr2-36539	chr2	35259041	35260607	+	46.7	33.48	intron (NM_001206368, intron 1 of 16)	intron (NM_001206368, intron 1 of 16)	3465	NM_001206367	227753	Mm.21109	NM_146120	ENSMUSG00000026879	Gsn	ADF	gelsolin	protein-coding	56.81	45.24	52.46	40.44	35.04
chr4-14921	chr4	101186968	101188162	+	45.8	17.71	intron (NM_146145, intron 4 of 24)	intron (NM_146145, intron 4 of 24)	77717	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	43.84	36.76	57.48	43.32	42.55
chr2-37316	chr2	118007769	118009195	+	45.6	14.052999999999999	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-103440	NM_011580	21825	Mm.4159	NM_011580	ENSMUSG00000040152	Thbs1	TSP-1|TSP1|Thbs-1|tbsp1	thrombospondin 1	protein-coding	51.87	37.33	42.88	43.32	48.39
chr2-20740	chr2	79120381	79121715	+	45.2	33.213	Intergenic	Intergenic	-134378	NM_010576	16401	Mm.31903	NM_010576	ENSMUSG00000027009	Itga4	CD49D|Itga4B	integrin alpha 4	protein-coding	49.4	48.64	45.16	29.46	48.39
chr6-6197	chr6	86644628	86645946	+	45.1	15.993	Intergenic	Intergenic	17113	NM_026414	67855	Mm.183043	NM_026414	ENSMUSG00000033508	Asprv1	2300003P22Rik|AA986851|SASP|SASPase|Taps	aspartic peptidase, retroviral-like 1	protein-coding	51.87	53.16	52.92	38.7	53.4
chr12-25229	chr12	102350209	102352155	+	45.0	14.947000000000001	intron (NM_177620, intron 4 of 9)	intron (NM_177620, intron 4 of 9)	67541	NM_001161365	217835	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding	43.84	37.33	50.64	43.32	48.39
chr5-10225	chr5	64864706	64865804	+	44.4	21.62	Intergenic	Intergenic	61732	NM_008453	16599	Mm.392759	NM_008453	ENSMUSG00000029178	Klf3	9930027G08Rik|AL024007|Bklf|Tef-2	Kruppel-like factor 3 (basic)	protein-coding	42.6	32.24	49.27	34.66	63.41
chr10-18824	chr10	37231423	37232807	+	44.3	61.163000000000004	Intergenic	G-rich|Low_complexity|Low_complexity	-93189	NM_008538	17118	Mm.30059	NM_008538	ENSMUSG00000069662	Marcks	Macs|PKCSL	myristoylated alanine rich protein kinase C substrate	protein-coding	50.63	27.71	46.53	43.9	49.23
chr15-15295	chr15	9596323	9597335	+	44.3	32.427	Intergenic	Intergenic	-66953	NM_008372	16197	Mm.389	NM_008372	ENSMUSG00000003882	Il7r	CD127|IL-7Ralpha	interleukin 7 receptor	protein-coding	59.89	36.76	59.31	34.66	55.9
chr5-6445	chr5	113859246	113860252	+	44.2	16.687	intron (NM_011779, intron 3 of 10)	intron (NM_011779, intron 3 of 10)	-29248	NM_009151	20345	Mm.332590	NM_009151	ENSMUSG00000048163	Selplg	CD162|Psgl-1|Psgl1|Selp1|Selpl	selectin, platelet (p-selectin) ligand	protein-coding	35.81	29.41	36.5	30.04	36.71
chr3-3531	chr3	115673447	115674361	+	44.1	19.077	Intergenic	Intergenic	41151	NM_007901	13609	Mm.982	NM_007901	ENSMUSG00000045092	S1pr1	AI849002|Edg1|Lpb1|S1p|S1p1	sphingosine-1-phosphate receptor 1	protein-coding	50.63	35.06	43.34	42.17	45.05
chr5-11829	chr5	100581977	100583947	+	44.0	15.07	Intergenic	Intergenic	-10757	NM_139198	231507	Mm.34609	NM_139198	ENSMUSG00000029322	Plac8	C15|D5Wsu111e	placenta-specific 8	protein-coding	46.31	47.51	50.18	38.12	31.7
chr12-5037	chr12	108653486	108654758	+	43.8	16.85	intron (NM_007965, intron 3 of 12)	intron (NM_007965, intron 3 of 12)	18369	NM_001163396	14026	Mm.238841	NM_007965	ENSMUSG00000021262	Evl	AI528774	Ena-vasodilator stimulated phosphoprotein	protein-coding	48.78	33.37	40.15	36.97	45.89
chr15-7656	chr15	83008960	83010100	+	43.1	16.83	intron (NM_028728, intron 4 of 5)	intron (NM_028728, intron 4 of 5)	13608	NM_001271414	74039	Mm.32584	NM_028728	0	Nfam1	4921501M20Rik|Cnaip	Nfat activating molecule with ITAM motif 1	protein-coding	37.66	43.55	48.81	41.01	42.55
