PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chr18-2197	chr18	82471699	82473095	+	83.2	26.0	Intergenic	MLT1G3|LTR|ERVL-MaLR	-2726	NM_010777	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	90.77	66.73	75.73	66.43	61.74
chr11-7231	chr11	75486539	75487841	+	83.1	28.177	exon (NM_138659, exon 1 of 42)	exon (NM_138659, exon 1 of 42)	413	NM_138659	192159	Mm.3757	NM_138659	ENSMUSG00000020850	Prpf8	AU019467|D11Bwg0410e|DBF3/PRP8|Prp8|Sfprp8l	pre-mRNA processing factor 8	protein-coding	61.75	44.11	71.17	45.63	70.92
chr19-6093	chr19	53519281	53520959	+	82.5	34.363	Intergenic	Intergenic	-9198	NM_001085390	240672	Mm.482424	NM_001085390	0	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding	93.24	63.34	88.05	87.22	63.41
chr15-12617	chr15	101245226	101247470	+	81.8	38.233000000000004	Intergenic	CpG	-20498	NM_010444	15370	Mm.119	NM_010444	ENSMUSG00000023034	Nr4a1	GFRP1|Gfrp|Hbr-1|Hbr1|Hmr|N10|NGFI-B|NGFIB|NP10|TIS1|TR3|nur77	nuclear receptor subfamily 4, group A, member 1	protein-coding	100.03	62.78	87.13	84.91	60.07
chr16-8091	chr16	91930287	91932547	+	81.8	49.23	intron (NM_138597, intron 1 of 6)	CpG	213	NM_138597	28080	Mm.41	NM_138597	ENSMUSG00000022956	Atp5o	ATPO|D12Wsu28e|OSCP	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	protein-coding	80.89	71.26	93.52	75.09	89.27
chr10-676	chr10	42502009	42503905	+	81.7	23.843000000000004	intron (NM_017472, intron 1 of 3)	intron (NM_017472, intron 1 of 3)	903	NM_017472	54198	Mm.277870	NM_017472	ENSMUSG00000019804	Snx3	SDP3	sorting nexin 3	protein-coding	71.62	44.68	75.27	51.41	94.28
chr4-9500	chr4	63846032	63848618	+	81.6	24.826999999999998	intron (NM_009403, intron 2 of 3)	intron (NM_009403, intron 2 of 3)	13959	NM_009403	21949	Mm.4664	NM_009403	0	Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding	85.21	70.13	84.4	65.85	99.29
chr11-32456	chr11	70980818	70983142	+	81.3	25.73	intron (NM_007573, intron 2 of 5)	B1_Mus2|SINE|Alu	1046	NM_007573	12261	Mm.30049	NM_007573	ENSMUSG00000018446	C1qbp	AA407365|AA986492|D11Wsu182e|HABP1|P32|gC1qBP	complement component 1, q subcomponent binding protein	protein-coding	95.7	65.6	77.55	76.83	60.91
chr9-17174	chr9	20887286	20889854	+	81.3	33.13	exon (NM_145610, exon 2 of 11)	exon (NM_145610, exon 2 of 11)	395	NM_145610	235036	Mm.2930	NM_145610	ENSMUSG00000004100	Ppan	A230087P06Rik|SSF1	peter pan homolog (Drosophila)	protein-coding	100.64	58.25	87.13	86.07	79.26
chr7-11381	chr7	125582568	125584668	+	81.0	19.897000000000002	Intergenic	MER113|DNA|hAT-Charlie	-19811	NM_021887	60504	Mm.155643	NM_021887	ENSMUSG00000030745	Il21r	NILR	interleukin 21 receptor	protein-coding	88.91	68.43	78.01	82.03	91.78
chr19-15390	chr19	53526815	53528897	+	80.7	23.54	Intergenic	PB1D11|SINE|Alu	-1462	NM_001085390	240672	Mm.482424	NM_001085390	0	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding	95.09	76.91	79.38	85.49	60.07
chr11-15257	chr11	51605253	51606719	+	80.1	31.307	intron (NM_010448, intron 2 of 6)	intron (NM_010448, intron 2 of 6)	895	NM_001048061	15384	Mm.256875	NM_010448	ENSMUSG00000020358	Hnrnpab	3010025C11Rik|CBF-A|Cgbfa|Hnrpab	heterogeneous nuclear ribonucleoprotein A/B	protein-coding	54.95	47.51	67.52	44.48	67.58
chr1-2805	chr1	185363723	185365869	+	79.9	17.8	intron (NM_029735, intron 1 of 31)	intron (NM_029735, intron 1 of 31)	1701	NM_029735	107508	Mm.154511	NM_029735	ENSMUSG00000026615	Eprs	2410081F06Rik|3010002K18Rik|C79379|Qprs	glutamyl-prolyl-tRNA synthetase	protein-coding	77.18	85.4	69.8	70.47	51.73
chr17-10352	chr17	80204653	80206393	+	79.2	49.266999999999996	intron (NR_036615, intron 2 of 8)	AT_rich|Low_complexity|Low_complexity	1782	NR_036615	225027	Mm.292016	NM_146083	ENSMUSG00000024097	Srsf7	35kDa|9430065L19Rik|9G8|NX-96|Sfrs7	serine/arginine-rich splicing factor 7	protein-coding	87.68	70.69	96.26	76.25	85.94
chr11-26352	chr11	99165812	99168616	+	78.3	9.923	Intergenic	Intergenic	-12137	NM_007719	12775	Mm.2932	NM_007719	ENSMUSG00000037944	Ccr7	CD197|Cdw197|Cmkbr7|EBI1|Ebi1h	chemokine (C-C motif) receptor 7	protein-coding	97.56	72.96	83.94	73.36	94.28
chr10-9660	chr10	75935091	75937519	+	78.3	28.647	exon (NM_175329, exon 2 of 4)	exon (NM_175329, exon 2 of 4)	732	NM_175329	103172	Mm.333849	NM_175329	ENSMUSG00000049422	Chchd10	1620401E04Rik|AI267078|Ndg2	coiled-coil-helix-coiled-coil-helix domain containing 10	protein-coding	92.62	51.47	89.41	73.36	64.24
chr6-14858	chr6	83311534	83314296	+	77.8	27.747	intron (NM_008638, intron 2 of 7)	intron (NM_008638, intron 2 of 7)	4689	NM_008638	17768	Mm.443	NM_008638	ENSMUSG00000005667	Mthfd2	AW558851|NMDMC	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	protein-coding	97.56	76.35	68.43	79.14	70.08
chr18-2236	chr18	34958161	34959683	+	77.3	40.323	Intergenic	Intergenic	-4571	NM_010481	15526	Mm.209419	NM_010481	ENSMUSG00000024359	Hspa9	74kDa|Csa|Grp75|Hsc74|Hsp74|Hsp74a|Hspa9a|Mortalin|Mot-2|Mot2|Mthsp70|Pbp74	heat shock protein 9	protein-coding	80.27	61.65	87.59	71.05	87.6
chr8-2922	chr8	120724570	120726410	+	77.2	22.933000000000003	Intergenic	Intergenic	-10886	NM_008320	15900	Mm.334861	NM_008320	ENSMUSG00000041515	Irf8	AI893568|ICSBP|IRF-8|Icsbp1|Myls	interferon regulatory factor 8	protein-coding	89.53	75.78	82.57	78.56	64.24
chr11-13992	chr11	51615140	51616506	+	75.9	65.403	Intergenic	Intergenic	-3950	NM_026631	52530	Mm.28203	NM_026631	ENSMUSG00000001056	Nhp2	2410130M07Rik|D11Ertd175e|Nola2	NHP2 ribonucleoprotein	protein-coding	78.42	66.17	85.76	56.03	84.27
chr10-8361	chr10	85956006	85957300	+	75.2	44.217	intron (NM_145422, intron 1 of 11)	(TA)n|Simple_repeat|Simple_repeat	1140	NM_145422	28088	Mm.9257	NM_145422	ENSMUSG00000001783	Rtcb	AI255213|AI463255|D10Wsu52e|FAAP|HSPC117	RNA 2',3'-cyclic phosphate and 5'-OH ligase	protein-coding	82.74	54.29	74.82	58.92	75.09
chr7-18027	chr7	44983742	44986016	+	74.5	14.732999999999999	intron (NR_045521, intron 1 of 11)	intron (NR_045521, intron 1 of 11)	1541	NM_001252476	15469	Mm.27545	NM_019830	ENSMUSG00000052429	Prmt1	6720434D09Rik|AW214366|Hrmt1l2|Mrmt1	protein arginine N-methyltransferase 1	protein-coding	93.24	64.47	75.27	83.76	49.23
chr5-15118	chr5	129020621	129022637	+	74.4	20.3	intron (NM_009391, intron 4 of 6)	intron (NM_009391, intron 4 of 6)	1473	NM_009391	19384	Mm.297440	NM_009391	ENSMUSG00000029430	Ran	-	RAN, member RAS oncogene family	protein-coding	85.83	59.95	72.53	73.94	64.24
chr2-20304	chr2	93470122	93471634	+	73.9	15.722999999999999	Intergenic	Charlie8|DNA|hAT-Charlie	-7928	NM_001136055	12521	Mm.4261	NM_007656	ENSMUSG00000027215	Cd82	AA682076|AL023070|C33|IA4|Kai1|Tspan27	CD82 antigen	protein-coding	71.01	68.43	65.24	70.47	70.92
chr16-2998	chr16	52055273	52057413	+	73.9	20.653000000000002	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	24794	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	74.09	63.34	68.43	73.94	84.27
chr3-10569	chr3	129829449	129831195	+	73.2	39.957	intron (NM_026578, intron 2 of 6)	intron (NM_026578, intron 2 of 6)	1074	NM_026578	68147	Mm.24873	NM_026578	ENSMUSG00000028010	Gar1	AA409823|AI326794|C430047J18Rik|Nola1	GAR1 ribonucleoprotein homolog (yeast)	protein-coding	88.91	64.47	57.02	75.09	55.07
chr18-3558	chr18	38379615	38381801	+	72.9	22.697	Intergenic	Intergenic	-38267	NM_022996	65113	Mm.102496	NM_022996	ENSMUSG00000024425	Ndfip1	0610010M22Rik|N4wbp5	Nedd4 family interacting protein 1	protein-coding	82.74	76.35	66.6	69.89	69.25
chr17-13238	chr17	29093818	29095970	+	72.5	19.933	intron (NM_007669, intron 1 of 2)	CpG	1122	NM_007669	12575	Mm.195663	NM_007669	ENSMUSG00000023067	Cdkn1a	CAP20|CDKI|CIP1|Cdkn1|P21|SDI1|Waf1|mda6|p21Cip1|p21WAF	cyclin-dependent kinase inhibitor 1A (P21)	protein-coding	85.83	42.98	111.77	42.17	122.65
chr5-7071	chr5	149635221	149636545	+	72.0	38.93	intron (NM_013559, intron 1 of 17)	CpG	432	NM_013559	15505	Mm.270681	NM_013559	ENSMUSG00000029657	Hsph1	105kDa|AI790491|Hsp105|Hsp110|hsp-E7I	heat shock 105kDa/110kDa protein 1	protein-coding	48.78	25.45	52.46	41.59	60.91
chr18-4969	chr18	34952601	34954305	+	72.0	35.56	intron (NM_010481, intron 1 of 16)	intron (NM_010481, intron 1 of 16)	898	NM_010481	15526	Mm.209419	NM_010481	ENSMUSG00000024359	Hspa9	74kDa|Csa|Grp75|Hsc74|Hsp74|Hsp74a|Hspa9a|Mortalin|Mot-2|Mot2|Mthsp70|Pbp74	heat shock protein 9	protein-coding	80.27	44.68	73.45	70.47	75.92
chr10-21239	chr10	117062188	117064566	+	71.0	34.407	intron (NM_007636, intron 1 of 15)	CpG	437	NM_007636	12461	Mm.247788	NM_007636	ENSMUSG00000034024	Cct2	Cctb	chaperonin containing Tcp1, subunit 2 (beta)	protein-coding	80.27	56.56	88.05	69.32	60.07
chrX-8654	chrX	20663496	20665698	+	69.6	11.947000000000001	intron (NM_001136085, intron 1 of 25)	intron (NM_001136085, intron 1 of 25)	1701	NM_001136085	22201	Mm.1104	NM_009457	ENSMUSG00000001924	Uba1	A1S9|Sbx|Ube-1|Ube1x	ubiquitin-like modifier activating enzyme 1	protein-coding	84.59	52.6	71.17	60.65	93.44
chr16-11672	chr16	18246512	18248598	+	68.9	19.053	intron (NM_011239, intron 1 of 5)	intron (NM_011239, intron 1 of 5)	1139	NM_011239	19385	Mm.235287	NM_011239	0	Ranbp1	Htf9a	RAN binding protein 1	protein-coding	83.36	61.65	67.97	65.85	58.4
chr11-2559	chr11	98682362	98683572	+	68.0	38.433	intron (NM_009439, intron 1 of 11)	CpG	413	NM_009439	22123	Mm.12194	NM_009439	ENSMUSG00000017221	Psmd3	AI255837|AntP91a|D11Bwg1349e|Psd3|Tstap91a	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	protein-coding	42.6	35.63	57.02	33.5	70.92
chr14-7576	chr14	55670417	55671757	+	68.0	23.416999999999998	intron (NM_008683, intron 1 of 3)	intron (NM_008683, intron 1 of 3)	819	NM_008683	18002	Mm.296566	NM_008683	ENSMUSG00000010376	Nedd8	Rub1	neural precursor cell expressed, developmentally down-regulated gene 8	protein-coding	72.24	47.51	68.43	59.5	70.92
chr6-10893	chr6	131387072	131388354	+	67.9	57.973	intron (NM_011733, intron 1 of 8)	intron (NM_011733, intron 1 of 8)	737	NM_139117	56449	Mm.458000	NM_011733	ENSMUSG00000030189	Ybx3	Csda|Dpba|MSY3|MSY4|Yb2|dbpA|oxyR	Y box protein 3	protein-coding	56.19	43.55	72.53	47.94	79.26
chr9-11456	chr9	78527245	78528847	+	67.5	57.266999999999996	Intergenic	ID_B1|SINE|B4	-46322	NM_010106	13627	Mm.138471	NM_010106	ENSMUSG00000037742	Eef1a1	-	eukaryotic translation elongation factor 1 alpha 1	protein-coding	79.65	47.51	69.34	56.61	70.08
chr12-16149	chr12	110694294	110696086	+	66.7	30.747	exon (NM_010480, exon 3 of 11)	exon (NM_010480, exon 3 of 11)	1205	NM_010480	15519	Mm.1843	NM_010480	ENSMUSG00000021270	Hsp90aa1	86kDa|89kDa|AL024080|AL024147|Hsp86-1|Hsp89|Hsp90|Hspca|hsp4	heat shock protein 90, alpha (cytosolic), class A member 1	protein-coding	75.95	54.29	73.9	73.36	44.22
chr4-2349	chr4	148591361	148592539	+	66.2	23.29	intron (NM_009272, intron 1 of 6)	CpG	437	NM_009272	20810	Mm.10	NM_009272	ENSMUSG00000006442	Srm	AA407669|SpdST|SpdSy	spermidine synthase	protein-coding	46.31	13.01	49.73	23.68	45.89
chr19-21640	chr19	53500377	53503737	+	65.9	6.517	Intergenic	Intergenic	-27261	NM_001085390	240672	Mm.482424	NM_001085390	0	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding	73.48	59.38	54.29	76.83	71.75
chr6-16629	chr6	67183630	67184900	+	65.3	12.21	Intergenic	Lx7|LINE|L1	-82714	NM_025814	66870	Mm.240490	NM_025814	ENSMUSG00000036371	Serbp1	1200009K13Rik|9330147J08Rik|AL022786|Pairbp1	serpine1 mRNA binding protein 1	protein-coding	77.8	57.69	60.67	54.88	73.42
chr9-13776	chr9	66887437	66889591	+	64.9	14.453	intron (NM_173413, intron 1 of 7)	intron (NM_173413, intron 1 of 7)	31191	NM_173413	235442	Mm.260376	NM_173413	ENSMUSG00000036943	Rab8b	5930437D16|D330025I23Rik	RAB8B, member RAS oncogene family	protein-coding	53.72	60.51	71.62	51.41	39.21
chr1-19534	chr1	16102023	16103705	+	64.8	17.067	intron (NM_011291, intron 3 of 6)	intron (NM_011291, intron 3 of 6)	1569	NM_011291	19989	Mm.319659	NM_011291	ENSMUSG00000043716	Rpl7	Rpl7a|Surf-3	ribosomal protein L7	protein-coding	79.03	55.99	45.62	67.01	36.71
chr3-1686	chr3	95930574	95932020	+	64.8	13.567	intron (NM_001253758, intron 1 of 4)	B1_Mus1|SINE|Alu	2040	NM_023210	66471	Mm.218657	NM_023210	ENSMUSG00000015749	Anp32e	2810018A15Rik|AI047746|AI326868|CPD1|LANP-L|LANPL|mLANP-L	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	protein-coding	61.75	57.12	62.04	53.72	54.23
chr7-4857	chr7	125593408	125594694	+	64.2	21.753	Intergenic	Intergenic	-9378	NM_021887	60504	Mm.155643	NM_021887	ENSMUSG00000030745	Il21r	NILR	interleukin 21 receptor	protein-coding	82.12	62.21	57.94	68.16	48.39
chr3-27499	chr3	130818174	130819558	+	64.0	69.423	Intergenic	Intergenic	-88468	NM_001005859	68436	Mm.140568	NM_026724	ENSMUSG00000062006	Rpl34	1100001I22Rik	ribosomal protein L34	protein-coding	67.92	41.85	80.29	47.37	72.59
chr1-36404	chr1	167272593	167274899	+	63.7	16.623	intron (NM_030724, intron 1 of 6)	intron (NM_030724, intron 1 of 6)	11381	NM_030724	80914	Mm.280895	NM_030724	ENSMUSG00000026558	Uck2	AA407809|AI481316|AU018180|AU020720|TSA903|UK|UMK|Umpk	uridine-cytidine kinase 2	protein-coding	54.95	36.76	61.13	56.61	59.24
chr7-28692	chr7	19714192	19715758	+	63.6	25.273000000000003	intron (NM_016871, intron 2 of 9)	CpG	454	NM_016871	53333	Mm.416870	NM_016871	ENSMUSG00000002984	Tomm40	AW539759|Mom35|Tom40	translocase of outer mitochondrial membrane 40 homolog (yeast)	protein-coding	66.07	45.81	57.48	41.01	60.91
chr3-13325	chr3	95950429	95952081	+	63.6	46.313	Intergenic	CpG	21998	NM_023210	66471	Mm.218657	NM_023210	ENSMUSG00000015749	Anp32e	2810018A15Rik|AI047746|AI326868|CPD1|LANP-L|LANPL|mLANP-L	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	protein-coding	69.77	49.77	70.25	56.03	70.92
chr7-9374	chr7	46838087	46839329	+	63.5	31.747	Intergenic	Intergenic	-7096	NM_010699	16828	Mm.29324	NM_010699	ENSMUSG00000063229	Ldha	Ldh1|Ldhm|l7R2	lactate dehydrogenase A	protein-coding	62.98	55.42	65.24	64.7	71.75
chr17-13883	chr17	29431054	29432974	+	63.1	27.663	Intergenic	Intergenic	-59031	NM_008842	18712	Mm.405293	NM_008842	0	Pim1	Pim-1	proviral integration site 1	protein-coding	62.98	53.73	61.13	60.65	75.09
chr10-20521	chr10	75858645	75860529	+	63.0	32.637	intron (NM_010798, intron 2 of 2)	intron (NM_010798, intron 2 of 2)	663	NM_010798	17319	Mm.2326	NM_010798	ENSMUSG00000033307	Mif	GIF|Glif	macrophage migration inhibitory factor	protein-coding	58.66	50.33	68.89	57.76	66.75
chr9-14039	chr9	40756967	40758385	+	62.4	43.503	intron (NM_133733, intron 1 of 6)	G-rich|Low_complexity|Low_complexity	-43597	NM_031165	15481	Mm.290774	NM_031165	ENSMUSG00000015656	Hspa8	2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10	heat shock protein 8	protein-coding	75.33	41.85	67.06	60.07	70.92
chr12-3332	chr12	55389638	55390906	+	62.2	18.417	intron (NR_035430, intron 1 of 3)	intron (NR_035430, intron 1 of 3)	-8553	NM_011968	26443	Mm.30210	NM_011968	ENSMUSG00000021024	Psma6	IOTA	proteasome (prosome, macropain) subunit, alpha type 6	protein-coding	56.81	54.86	47.44	61.81	43.39
chr15-9998	chr15	77903955	77905463	+	61.8	33.92	Intergenic	Intergenic	24285	NM_019913	56551	Mm.291917	NM_019913	ENSMUSG00000005354	Txn2	2510006J11Rik|AI788873|Trx2	thioredoxin 2	protein-coding	69.15	53.73	57.02	53.14	71.75
chr9-16958	chr9	25250593	25251897	+	61.7	16.467	Intergenic	Intergenic	-1194	NM_009859	235072	Mm.270259	NM_009859	ENSMUSG00000001833	Sept7	Cdc10|E430034N22	septin 7	protein-coding	77.18	46.94	63.41	49.1	64.24
chr11-31752	chr11	97186127	97187911	+	61.3	20.442999999999998	intron (NM_008379, intron 2 of 21)	intron (NM_008379, intron 2 of 21)	873	NM_008379	16211	Mm.251013	NM_008379	ENSMUSG00000001440	Kpnb1	AA409963|IPOB|Impnb	karyopherin (importin) beta 1	protein-coding	47.54	45.24	55.2	44.48	39.21
chr18-8268	chr18	34926264	34928560	+	61.3	12.677	intron (NM_144866, intron 2 of 10)	intron (NM_144866, intron 2 of 10)	4591	NM_144866	225363	Mm.329353	NM_144866	ENSMUSG00000024360	Etf1	AI463371|D6Ertd109e|ERF|ERF1|SUP45L1|TB3-1	eukaryotic translation termination factor 1	protein-coding	76.56	49.2	62.04	57.76	56.73
chr18-10381	chr18	82507876	82510060	+	61.1	8.843	intron (NM_001025245, intron 2 of 3)	intron (NM_001025245, intron 2 of 3)	33845	NM_001025245	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	79.03	78.61	79.38	75.09	65.91
chr18-19878	chr18	82503287	82504747	+	61.0	27.443	intron (NM_001025245, intron 2 of 3)	intron (NM_001025245, intron 2 of 3)	28894	NM_001025245	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	76.56	52.03	72.53	55.45	55.9
chr19-1620	chr19	7039102	7040048	+	60.9	34.753	intron (NM_016737, intron 1 of 13)	CpG	451	NM_016737	20867	Mm.258633	NM_016737	ENSMUSG00000024966	Stip1	Hop|Sti1|p60	stress-induced phosphoprotein 1	protein-coding	32.11	20.93	33.3	27.73	45.05
chr3-9236	chr3	37173276	37174982	+	60.9	19.58	Intergenic	Intergenic	-48175	NM_008366	16183	Mm.14190	NM_008366	ENSMUSG00000027720	Il2	Il-2	interleukin 2	protein-coding	64.21	55.99	59.76	71.05	46.72
chr1-7114	chr1	52112942	52114582	+	60.9	56.03	Intergenic	CpG	-5676	NM_009283	20846	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding	68.54	43.55	69.34	49.68	68.41
chr11-16836	chr11	61648131	61649549	+	60.6	18.777	Intergenic	Intergenic	-4481	NM_027817	71520	Mm.202760	NM_027817	ENSMUSG00000004837	Grap	8430435N19Rik|BB233594	GRB2-related adaptor protein	protein-coding	59.28	58.25	60.67	63.54	63.41
chr7-12980	chr7	126564637	126566417	+	60.2	29.866999999999997	intron (NM_146200, intron 2 of 20)	intron (NM_146200, intron 2 of 20)	839	NM_146200	56347	Mm.22776	NM_146200	ENSMUSG00000030738	Eif3c	110kDa|3230401O13Rik|Eif3s8|NIPIL(A3)|NipilA3|Xs|Xsl	eukaryotic translation initiation factor 3, subunit C	protein-coding	66.68	35.06	64.78	45.06	50.89
chr4-8311	chr4	48034061	48035543	+	59.9	19.923	Intergenic	Intergenic	-16446	NM_015743	18124	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding	71.62	64.47	48.36	67.01	55.07
chr8-6792	chr8	107587441	107588739	+	59.8	32.423	intron (NM_010817, intron 1 of 6)	CpG	392	NM_010817	17463	Mm.18347	NM_010817	ENSMUSG00000039067	Psmd7	AW107203|Mov-34|Mov34	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	protein-coding	43.84	39.02	67.06	39.28	60.91
chr3-2528	chr3	101700887	101702009	+	59.8	33.28	Intergenic	Intergenic	-96741	NM_144900	11928	Mm.280103	NM_144900	ENSMUSG00000033161	Atp1a1	Atpa-1|BC010319	ATPase, Na+/K+ transporting, alpha 1 polypeptide	protein-coding	54.34	50.9	57.02	50.26	55.9
chr1-9094	chr1	86357035	86358933	+	59.5	32.413000000000004	intron (NM_010880, intron 2 of 13)	(GGGA)n|Simple_repeat|Simple_repeat	1471	NM_010880	17975	Mm.154378	NM_010880	ENSMUSG00000026234	Ncl	B530004O11Rik|C23|D0Nds28|D1Nds28|Nucl	nucleolin	protein-coding	71.62	45.81	62.04	65.27	27.53
chr2-18218	chr2	103795122	103796806	+	59.1	20.743000000000002	intron (NM_016739, intron 2 of 18)	intron (NM_016739, intron 2 of 18)	1114	NM_001111290	53872	Mm.427589	NM_016739	ENSMUSG00000027184	Caprin1	AL022980|Caprin-1|Gpiap|Gpiap1|Mmgpip137|P137|rng105	cell cycle associated protein 1	protein-coding	73.48	40.72	73.9	51.41	69.25
chr4-7852	chr4	135196938	135198372	+	58.9	12.837	Intergenic	Intergenic	75105	NM_013885	29876	Mm.257765	NM_013885	ENSMUSG00000037242	Clic4	D0Jmb3|TU-74|mc3s5|mtCLIC	chloride intracellular channel 4 (mitochondrial)	protein-coding	61.75	57.12	52.01	49.1	62.57
chr9-7786	chr9	40781574	40783304	+	58.6	48.287	exon (NM_133733, exon 7 of 7)	exon (NM_133733, exon 7 of 7)	-18834	NM_031165	15481	Mm.290774	NM_031165	ENSMUSG00000015656	Hspa8	2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10	heat shock protein 8	protein-coding	51.87	49.77	74.82	46.21	73.42
chr13-6083	chr13	30785552	30787122	+	58.3	34.357	Intergenic	Intergenic	37079	NM_013674	16364	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	76.56	48.64	55.66	66.43	45.89
chr7-23999	chr7	125596262	125598196	+	57.9	23.57	Intergenic	Intergenic	-6200	NM_021887	60504	Mm.155643	NM_021887	ENSMUSG00000030745	Il21r	NILR	interleukin 21 receptor	protein-coding	55.57	49.77	52.46	58.34	66.75
chr16-4909	chr16	10689850	10691150	+	57.8	36.08	intron (NM_177562, intron 19 of 22)	intron (NM_177562, intron 19 of 22)	95036	NM_009896	12703	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	61.13	41.29	58.85	63.54	51.73
chr4-6326	chr4	150924056	150925094	+	57.3	29.68	intron (NM_011612, intron 1 of 7)	intron (NM_011612, intron 1 of 7)	-3424	NM_001077509	21942	Mm.244187	NM_011612	ENSMUSG00000028965	Tnfrsf9	4-1BB|A930040I11Rik|AA408498|AI325004|CDw137|Cd137|ILA|Ly63	tumor necrosis factor receptor superfamily, member 9	protein-coding	57.42	57.12	62.5	47.37	59.24
chr17-5987	chr17	12916614	12917910	+	57.1	28.67	intron (NM_001290712, intron 1 of 10)	intron (NM_001290712, intron 1 of 10)	933	NM_013686	21454	Mm.229342	NM_013686	ENSMUSG00000068039	Tcp1	AI528772|CCT|Cct1|Ccta|TRic|Tcp-1|Tp63|c-cpn|p63	t-complex protein 1	protein-coding	52.48	42.98	66.6	49.1	67.58
chr4-19046	chr4	129048209	129050009	+	57.0	28.737	Intergenic	CpG	-9162	NM_029219	75234	Mm.259672	NM_029219	ENSMUSG00000028793	Rnf19b	4930534K13Rik|4930555L03Rik|Ibrdc3	ring finger protein 19B	protein-coding	56.81	46.94	62.04	65.27	48.39
chr12-12461	chr12	73880593	73882727	+	56.4	33.133	Intergenic	Intergenic	-26207	NM_010431	15251	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	48.78	55.99	67.97	54.88	57.57
chr5-14525	chr5	52184981	52186833	+	55.8	14.073	intron (NM_001042620, intron 1 of 11)	intron (NM_001042620, intron 1 of 11)	4639	NM_001042620	13204	Mm.993	NM_007839	ENSMUSG00000029169	Dhx15	DBP1|DEAH9|Ddx15|HRH2|mDEAH9	DEAH (Asp-Glu-Ala-His) box polypeptide 15	protein-coding	54.34	53.16	55.66	55.45	50.06
chr11-12624	chr11	57962007	57963149	+	55.6	66.76	Intergenic	Intergenic	-46486	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	64.83	31.67	60.22	55.45	63.41
